model,effect,metric,value,bz,n
base,fx,var,0.005863739177584648,3,12800
base,fr,mspe,0.5829588770866394,3,12800
base,fr,bias2,0.577095091342926,3,12800
base,fr,var,0.005863739177584648,3,12800
base,fz,mspe,0.7015913128852844,3,12800
base,fz,bias2,0.7015913128852844,3,12800
base,fz,var,0.0,3,12800
posthoc_web,y,mspe,0.2644701302051544,3,12800
posthoc_web,y,bias2,0.26413387060165405,3,12800
posthoc_web,y,var,0.00033623987110331655,3,12800
posthoc_web,fx,mspe,0.17563579976558685,3,12800
posthoc_web,fx,bias2,0.17076519131660461,3,12800
posthoc_web,fx,var,0.004870597273111343,3,12800
posthoc_web,fr,mspe,0.15035998821258545,3,12800
posthoc_web,fr,bias2,0.1454894095659256,3,12800
posthoc_web,fr,var,0.004870597273111343,3,12800
posthoc_web,fz,mspe,0.7015913128852844,3,12800
posthoc_web,fz,bias2,0.7015913128852844,3,12800
posthoc_web,fz,var,0.0,3,12800
refit,y,mspe,0.20013466477394104,3.5,12800
refit,y,bias2,0.19996234774589539,3.5,12800
refit,y,var,0.00017231208039447665,3.5,12800
refit,fx,mspe,0.006059614010155201,3.5,12800
refit,fx,bias2,0.0010675963712856174,3.5,12800
refit,fx,var,0.004992017522454262,3.5,12800
refit,fr,mspe,0.027432313188910484,3.5,12800
refit,fr,bias2,0.022440291941165924,3.5,12800
refit,fr,var,0.004992017522454262,3.5,12800
refit,fz,mspe,0.0020768209360539913,3.5,12800
refit,fz,bias2,6.175113230710849e-05,3.5,12800
refit,fz,var,0.0020150698255747557,3.5,12800
refit_orth,y,mspe,0.20013518631458282,3.5,12800
refit_orth,y,bias2,0.1999630481004715,3.5,12800
refit_orth,y,var,0.00017215726256836206,3.5,12800
refit_orth,fx,mspe,0.02395692840218544,3.5,12800
refit_orth,fx,bias2,0.020516658201813698,3.5,12800
refit_orth,fx,var,0.003440268337726593,3.5,12800
refit_orth,fr,mspe,0.0044631618075072765,3.5,12800
refit_orth,fr,bias2,0.0010228933533653617,3.5,12800
refit_orth,fr,var,0.003440268337726593,3.5,12800
refit_orth,fz,mspe,0.019985975697636604,3.5,12800
refit_orth,fz,bias2,0.019202174618840218,3.5,12800
refit_orth,fz,var,0.0007837990415282547,3.5,12800
base,y,mspe,0.21553903818130493,3.5,12800
base,y,bias2,0.21519266068935394,3.5,12800
base,y,var,0.0003463841276243329,3.5,12800
base,fx,mspe,0.5633929967880249,3.5,12800
base,fx,bias2,0.5569657683372498,3.5,12800
base,fx,var,0.0064271665178239346,3.5,12800
base,fr,mspe,0.7507389187812805,3.5,12800
base,fr,bias2,0.7443117499351501,3.5,12800
base,fr,var,0.0064271665178239346,3.5,12800
base,fz,mspe,0.9549437165260315,3.5,12800
base,fz,bias2,0.954943835735321,3.5,12800
base,fz,var,0.0,3.5,12800
