model,effect,metric,value,n
circe_10,fx,bias2,0.09657733142375946,1600
circe_10,fx,var,0.007835084572434425,1600
circe_10,fr,mspe,0.0912460908293724,1600
circe_10,fr,bias2,0.08341101557016373,1600
circe_10,fr,var,0.007835084572434425,1600
circe_10,fz,mspe,0.07795459032058716,1600
circe_10,fz,bias2,0.07795459032058716,1600
circe_10,fz,var,0.0,1600
circe_100,y,mspe,1.2741376161575317,1600
circe_100,y,bias2,1.2720829248428345,1600
circe_100,y,var,0.0020547842141240835,1600
circe_100,fx,mspe,0.12151094526052475,1600
circe_100,fx,bias2,0.12149975448846817,1600
circe_100,fx,var,1.1192280908289831e-05,1600
circe_100,fr,mspe,0.10411219298839569,1600
circe_100,fr,bias2,0.10410100966691971,1600
circe_100,fr,var,1.1192280908289831e-05,1600
circe_100,fz,mspe,0.07795459032058716,1600
circe_100,fz,bias2,0.07795459032058716,1600
circe_100,fz,var,0.0,1600
refit,y,mspe,1.0040992498397827,25600
refit,y,bias2,1.0035018920898438,25600
refit,y,var,0.0005972951767034829,25600
refit,fx,mspe,0.0008559589041396976,25600
refit,fx,bias2,0.0002833129547070712,25600
refit,fx,var,0.0005726459785364568,25600
refit,fr,mspe,0.022810401394963264,25600
refit,fr,bias2,0.022237759083509445,25600
refit,fr,var,0.0005726459785364568,25600
refit,fz,mspe,0.0003375197702553123,25600
refit,fz,bias2,8.255593274952844e-05,25600
refit,fz,var,0.00025496381567791104,25600
refit_orth,y,mspe,1.0040971040725708,25600
refit_orth,y,bias2,1.0035030841827393,25600
refit_orth,y,var,0.0005940453847870231,25600
refit_orth,fx,mspe,0.020246023312211037,25600
refit_orth,fx,bias2,0.019791685044765472,25600
refit_orth,fx,var,0.0004543389368336648,25600
refit_orth,fr,mspe,0.0006599530461244285,25600
refit_orth,fr,bias2,0.00020561408018693328,25600
refit_orth,fr,var,0.0004543389368336648,25600
refit_orth,fz,mspe,0.01960594207048416,25600
refit_orth,fz,bias2,0.01951594650745392,25600
refit_orth,fz,var,8.999490819405764e-05,25600
nam,y,mspe,1.004323124885559,25600
nam,y,bias2,1.0020536184310913,25600
nam,y,var,0.002269591437652707,25600
nam,fx,mspe,0.0019503197399899364,25600
nam,fx,bias2,0.00010367726645199582,25600
nam,fx,var,0.001846642349846661,25600
nam,fr,mspe,0.021070975810289383,25600
nam,fr,bias2,0.01922433450818062,25600
nam,fr,var,0.001846642349846661,25600
nam,fz,mspe,0.0007519303471781313,25600
nam,fz,bias2,7.76130093527172e-08,25600
nam,fz,var,0.0007518526399508119,25600
nam_mlp,y,mspe,1.0036725997924805,25600
nam_mlp,y,bias2,1.0018916130065918,25600
nam_mlp,y,var,0.00178103509824723,25600
nam_mlp,fx,mspe,0.0013478308683261275,25600
nam_mlp,fx,bias2,0.00021897588158026338,25600
nam_mlp,fx,var,0.0011288549285382032,25600
nam_mlp,fr,mspe,0.018548374995589256,25600
nam_mlp,fr,bias2,0.017419520765542984,25600
nam_mlp,fr,var,0.0011288549285382032,25600
nam_mlp,fz,mspe,0.0006559024914167821,25600
nam_mlp,fz,bias2,0.00016752592637203634,25600
nam_mlp,fz,var,0.0004883764777332544,25600
base,y,mspe,1.0511589050292969,25600
base,y,bias2,1.050379753112793,25600
base,y,var,0.0007791405660100281,25600
base,fx,mspe,0.04916028678417206,25600
base,fx,bias2,0.04857350513339043,25600
base,fx,var,0.0005867825238965452,25600
base,fr,mspe,0.11817260831594467,25600
base,fr,bias2,0.11758582293987274,25600
base,fr,var,0.0005867825238965452,25600
base,fz,mspe,0.07795459032058716,25600
base,fz,bias2,0.07795459032058716,25600
base,fz,var,0.0,25600
posthoc_web,y,mspe,1.2370604276657104,25600
posthoc_web,y,bias2,1.2363260984420776,25600
posthoc_web,y,var,0.0007343153702095151,25600
posthoc_web,fx,mspe,0.038737133145332336,25600
posthoc_web,fx,bias2,0.03821152076125145,25600
posthoc_web,fx,var,0.0005256086005829275,25600
posthoc_web,fr,mspe,0.01766635850071907,25600
posthoc_web,fr,bias2,0.017140747979283333,25600
posthoc_web,fr,var,0.0005256086005829275,25600
posthoc_web,fz,mspe,0.07795459032058716,25600
posthoc_web,fz,bias2,0.07795459032058716,25600
posthoc_web,fz,var,0.0,25600
ssn,y,mspe,1.004323124885559,25600
ssn,y,bias2,1.0020536184310913,25600
ssn,y,var,0.0022695912048220634,25600
ssn,fx,mspe,0.020781170576810837,25600
ssn,fx,bias2,0.019391734153032303,25600
ssn,fx,var,0.0013894373551011086,25600
ssn,fr,mspe,0.0014918515225872397,25600
ssn,fr,bias2,0.00010241419658996165,25600
ssn,fr,var,0.0013894373551011086,25600
ssn,fz,mspe,0.019135044887661934,25600
ssn,fz,bias2,0.018865667283535004,25600
ssn,fz,var,0.00026937946677207947,25600
nam_mlp_conc_0.01,y,mspe,1.0022940635681152,25600
nam_mlp_conc_0.01,y,bias2,1.0005407333374023,25600
nam_mlp_conc_0.01,y,var,0.0017532710917294025,25600
nam_mlp_conc_0.01,fx,mspe,0.002261924557387829,25600
nam_mlp_conc_0.01,fx,bias2,0.000989696942269802,25600
nam_mlp_conc_0.01,fx,var,0.001272227498702705,25600
nam_mlp_conc_0.01,fr,mspe,0.01477938424795866,25600
nam_mlp_conc_0.01,fr,bias2,0.013507156632840633,25600
nam_mlp_conc_0.01,fr,var,0.001272227498702705,25600
nam_mlp_conc_0.01,fz,mspe,0.0012391522759571671,25600
nam_mlp_conc_0.01,fz,bias2,0.0006833851803094149,25600
nam_mlp_conc_0.01,fz,var,0.0005557670956477523,25600
nam_mlp_conc_0.1,y,mspe,1.0017638206481934,25600
nam_mlp_conc_0.1,y,bias2,0.9997737407684326,25600
nam_mlp_conc_0.1,y,var,0.001990023534744978,25600
nam_mlp_conc_0.1,fx,mspe,0.021020395681262016,25600
nam_mlp_conc_0.1,fx,bias2,0.019954917952418327,25600
nam_mlp_conc_0.1,fx,var,0.0010654802899807692,25600
nam_mlp_conc_0.1,fr,mspe,0.008773365058004856,25600
nam_mlp_conc_0.1,fr,bias2,0.007707885466516018,25600
nam_mlp_conc_0.1,fr,var,0.0010654802899807692,25600
nam_mlp_conc_0.1,fz,mspe,0.015168629586696625,25600
nam_mlp_conc_0.1,fz,bias2,0.014558976516127586,25600
nam_mlp_conc_0.1,fz,var,0.0006096519064158201,25600
nam_mlp_conc_1,y,mspe,1.0039817094802856,25600
nam_mlp_conc_1,y,bias2,1.001697301864624,25600
nam_mlp_conc_1,y,var,0.002284413669258356,25600
nam_mlp_conc_1,fx,mspe,0.025322670117020607,25600
nam_mlp_conc_1,fx,bias2,0.02410104312002659,25600
nam_mlp_conc_1,fx,var,0.0012216250179335475,25600
nam_mlp_conc_1,fr,mspe,0.010352077893912792,25600
nam_mlp_conc_1,fr,bias2,0.009130452759563923,25600
nam_mlp_conc_1,fr,var,0.0012216250179335475,25600
nam_mlp_conc_1,fz,mspe,0.0182355884462595,25600
nam_mlp_conc_1,fz,bias2,0.017529720440506935,25600
nam_mlp_conc_1,fz,var,0.0007058700430206954,25600
cfnet_0.5,y,mspe,1.123075008392334,25600
cfnet_0.5,y,bias2,1.0806041955947876,25600
cfnet_0.5,y,var,0.042470723390579224,25600
cfnet_0.5,fx,mspe,0.033366814255714417,25600
cfnet_0.5,fx,bias2,0.008556538261473179,25600
cfnet_0.5,fx,var,0.02481027878820896,25600
cfnet_0.5,fr,mspe,0.06433913856744766,25600
cfnet_0.5,fr,bias2,0.03952886164188385,25600
cfnet_0.5,fr,var,0.02481027878820896,25600
cfnet_0.5,fz,mspe,0.07795459032058716,25600
cfnet_0.5,fz,bias2,0.07795459032058716,25600
cfnet_0.5,fz,var,0.0,25600
cfnet_1,y,mspe,1.1360386610031128,25600
cfnet_1,y,bias2,1.088081955909729,25600
cfnet_1,y,var,0.04795665666460991,25600
cfnet_1,fx,mspe,0.032850414514541626,25600
cfnet_1,fx,bias2,0.011312210932374,25600
cfnet_1,fx,var,0.021538205444812775,25600
cfnet_1,fr,mspe,0.061563268303871155,25600
cfnet_1,fr,bias2,0.04002506285905838,25600
cfnet_1,fr,var,0.021538205444812775,25600
cfnet_1,fz,mspe,0.07795459032058716,25600
cfnet_1,fz,bias2,0.07795459032058716,25600
cfnet_1,fz,var,0.0,25600
cfnet_5,y,mspe,1.119445562362671,25600
cfnet_5,y,bias2,1.0827319622039795,25600
cfnet_5,y,var,0.03671359643340111,25600
cfnet_5,fx,mspe,0.027312323451042175,25600
cfnet_5,fx,bias2,0.008245926350355148,25600
cfnet_5,fx,var,0.019066398963332176,25600
cfnet_5,fr,mspe,0.057227201759815216,25600
cfnet_5,fr,bias2,0.03816080465912819,25600
cfnet_5,fr,var,0.019066398963332176,25600
cfnet_5,fz,mspe,0.07795459032058716,25600
cfnet_5,fz,bias2,0.07795459032058716,25600
cfnet_5,fz,var,0.0,25600
circe_1,y,mspe,1.0516448020935059,25600
circe_1,y,bias2,1.0509212017059326,25600
circe_1,y,var,0.0007235413650050759,25600
circe_1,fx,mspe,0.049345336854457855,25600
circe_1,fx,bias2,0.048664502799510956,25600
circe_1,fx,var,0.0006808329490013421,25600
circe_1,fr,mspe,0.11850940436124802,25600
circe_1,fr,bias2,0.11782857775688171,25600
circe_1,fr,var,0.0006808329490013421,25600
circe_1,fz,mspe,0.07795459032058716,25600
circe_1,fz,bias2,0.07795459032058716,25600
circe_1,fz,var,0.0,25600
circe_10,y,mspe,1.0632061958312988,25600
circe_10,y,bias2,1.0553841590881348,25600
circe_10,y,var,0.007822016254067421,25600
circe_10,fx,mspe,0.03752700239419937,25600
circe_10,fx,bias2,0.029758978635072708,25600
circe_10,fx,var,0.007768022362142801,25600
circe_10,fr,mspe,0.0947345569729805,25600
circe_10,fr,bias2,0.08696653693914413,25600
circe_10,fr,var,0.007768022362142801,25600
circe_10,fz,mspe,0.07795459032058716,25600
circe_10,fz,bias2,0.07795459032058716,25600
circe_10,fz,var,0.0,25600
circe_100,y,mspe,1.1660094261169434,25600
circe_100,y,bias2,1.122044563293457,25600
circe_100,y,var,0.043964728713035583,25600
circe_100,fx,mspe,0.04896682873368263,25600
circe_100,fx,bias2,0.005126720294356346,25600
circe_100,fx,var,0.04384010657668114,25600
circe_100,fr,mspe,0.05762225762009621,25600
circe_100,fr,bias2,0.013782148249447346,25600
circe_100,fr,var,0.04384010657668114,25600
circe_100,fz,mspe,0.07795459032058716,25600
circe_100,fz,bias2,0.07795459032058716,25600
circe_100,fz,var,0.0,25600
refit,y,mspe,1.010085105895996,3200
refit,y,bias2,1.0063985586166382,3200
refit,y,var,0.0036865926813334227,3200
refit,fx,mspe,0.004828805103898048,3200
refit,fx,bias2,0.0015653681475669146,3200
refit,fx,var,0.0032634371891617775,3200
refit,fr,mspe,0.030626049265265465,3200
refit,fr,bias2,0.027362611144781113,3200
refit,fr,var,0.0032634371891617775,3200
refit,fz,mspe,0.0020282904151827097,3200
refit,fz,bias2,0.0004654176882468164,3200
refit,fz,var,0.0015628725523129106,3200
refit_orth,y,mspe,1.0100831985473633,3200
refit_orth,y,bias2,1.0063962936401367,3200
refit_orth,y,var,0.00368699012324214,3200
refit_orth,fx,mspe,0.022919807583093643,3200
refit_orth,fx,bias2,0.020468348637223244,3200
refit_orth,fx,var,0.002451459877192974,3200
refit_orth,fr,mspe,0.003506088862195611,3200
refit_orth,fr,bias2,0.0010546293342486024,3200
refit_orth,fr,var,0.002451459877192974,3200
refit_orth,fz,mspe,0.02040732465684414,3200
refit_orth,fz,bias2,0.019702648743987083,3200
refit_orth,fz,var,0.0007046743994578719,3200
nam,y,mspe,1.028864860534668,3200
nam,y,bias2,1.0195403099060059,3200
nam,y,var,0.009324700571596622,3200
nam,fx,mspe,0.020206697285175323,3200
nam,fx,bias2,0.0097815478220582,3200
nam,fx,var,0.010425147600471973,3200
nam,fr,mspe,0.06144699081778526,3200
nam,fr,bias2,0.05102184787392616,3200
nam,fr,var,0.010425147600471973,3200
nam,fz,mspe,0.027159035205841064,3200
nam,fz,bias2,0.017684664577245712,3200
nam,fz,var,0.009474372491240501,3200
nam_mlp,y,mspe,1.0107958316802979,3200
nam_mlp,y,bias2,1.0056174993515015,3200
nam_mlp,y,var,0.005178332794457674,3200
nam_mlp,fx,mspe,0.00473437737673521,3200
nam_mlp,fx,bias2,0.0007425863877870142,3200
nam_mlp,fx,var,0.003991791047155857,3200
nam_mlp,fr,mspe,0.027530210092663765,3200
nam_mlp,fr,bias2,0.023538419976830482,3200
nam_mlp,fr,var,0.003991791047155857,3200
nam_mlp,fz,mspe,0.002932805335149169,3200
nam_mlp,fz,bias2,0.0005635482375510037,3200
nam_mlp,fz,var,0.002369257155805826,3200
base,y,mspe,1.0576794147491455,3200
base,y,bias2,1.0541715621948242,3200
base,y,var,0.0035077405627816916,3200
base,fx,mspe,0.053650159388780594,3200
base,fx,bias2,0.05083702877163887,3200
base,fx,var,0.00281313294544816,3200
base,fr,mspe,0.12331344932317734,3200
base,fr,bias2,0.12050030380487442,3200
base,fr,var,0.00281313294544816,3200
base,fz,mspe,0.07795459032058716,3200
base,fz,bias2,0.07795459032058716,3200
base,fz,var,0.0,3200
posthoc_web,y,mspe,1.242802381515503,3200
posthoc_web,y,bias2,1.239608883857727,3200
posthoc_web,y,var,0.003193581011146307,3200
posthoc_web,fx,mspe,0.04170455038547516,3200
posthoc_web,fx,bias2,0.039294809103012085,3200
posthoc_web,fx,var,0.0024097405839711428,3200
posthoc_web,fr,mspe,0.020966555923223495,3200
posthoc_web,fr,bias2,0.01855681650340557,3200
posthoc_web,fr,var,0.0024097405839711428,3200
posthoc_web,fz,mspe,0.07795459032058716,3200
posthoc_web,fz,bias2,0.07795459032058716,3200
posthoc_web,fz,var,0.0,3200
ssn,y,mspe,1.028864860534668,3200
ssn,y,bias2,1.0195401906967163,3200
ssn,y,var,0.009324700571596622,3200
ssn,fx,mspe,0.029704485088586807,3200
ssn,fx,bias2,0.023731527850031853,3200
ssn,fx,var,0.005972957704216242,3200
ssn,fr,mspe,0.009686445817351341,3200
ssn,fr,bias2,0.003713488345965743,3200
ssn,fr,var,0.005972957704216242,3200
ssn,fz,mspe,0.009602994658052921,3200
ssn,fz,bias2,0.007468763738870621,3200
ssn,fz,var,0.002134231384843588,3200
nam_mlp_conc_0.01,y,mspe,1.0091768503189087,3200
nam_mlp_conc_0.01,y,bias2,1.0018917322158813,3200
nam_mlp_conc_0.01,y,var,0.0072851902805268764,3200
nam_mlp_conc_0.01,fx,mspe,0.006810986902564764,3200
nam_mlp_conc_0.01,fx,bias2,0.0008819887298159301,3200
nam_mlp_conc_0.01,fx,var,0.005928999278694391,3200
nam_mlp_conc_0.01,fr,mspe,0.019909262657165527,3200
nam_mlp_conc_0.01,fr,bias2,0.013980265706777573,3200
nam_mlp_conc_0.01,fr,var,0.005928999278694391,3200
nam_mlp_conc_0.01,fz,mspe,0.0037052547559142113,3200
nam_mlp_conc_0.01,fz,bias2,0.000524523900821805,3200
nam_mlp_conc_0.01,fz,var,0.0031807308550924063,3200
nam_mlp_conc_0.1,y,mspe,1.0107522010803223,3200
nam_mlp_conc_0.1,y,bias2,1.0020976066589355,3200
nam_mlp_conc_0.1,y,var,0.008654499426484108,3200
nam_mlp_conc_0.1,fx,mspe,0.015042261220514774,3200
nam_mlp_conc_0.1,fx,bias2,0.008207428269088268,3200
nam_mlp_conc_0.1,fx,var,0.006834833417087793,3200
nam_mlp_conc_0.1,fr,mspe,0.014381510205566883,3200
nam_mlp_conc_0.1,fr,bias2,0.007546676322817802,3200
nam_mlp_conc_0.1,fr,var,0.006834833417087793,3200
nam_mlp_conc_0.1,fz,mspe,0.008215751498937607,3200
nam_mlp_conc_0.1,fz,bias2,0.0035334646236151457,3200
nam_mlp_conc_0.1,fz,var,0.00468228617683053,3200
nam_mlp_conc_1,y,mspe,1.0101603269577026,3200
nam_mlp_conc_1,y,bias2,1.0029919147491455,3200
nam_mlp_conc_1,y,var,0.007168539799749851,3200
nam_mlp_conc_1,fx,mspe,0.026842311024665833,3200
nam_mlp_conc_1,fx,bias2,0.022684898227453232,3200
nam_mlp_conc_1,fx,var,0.004157413728535175,3200
nam_mlp_conc_1,fr,mspe,0.013418002985417843,3200
nam_mlp_conc_1,fr,bias2,0.009260590188205242,3200
nam_mlp_conc_1,fr,var,0.004157413728535175,3200
nam_mlp_conc_1,fz,mspe,0.019117703661322594,3200
nam_mlp_conc_1,fz,bias2,0.016768811270594597,3200
nam_mlp_conc_1,fz,var,0.0023488907609134912,3200
cfnet_0.5,y,mspe,1.123931646347046,3200
cfnet_0.5,y,bias2,1.0852235555648804,3200
cfnet_0.5,y,var,0.03870810568332672,3200
cfnet_0.5,fx,mspe,0.031090466305613518,3200
cfnet_0.5,fx,bias2,0.008542358875274658,3200
cfnet_0.5,fx,var,0.02254810743033886,3200
cfnet_0.5,fr,mspe,0.0601004995405674,3200
cfnet_0.5,fr,bias2,0.03755239024758339,3200
cfnet_0.5,fr,var,0.02254810743033886,3200
cfnet_0.5,fz,mspe,0.07795459032058716,3200
cfnet_0.5,fz,bias2,0.07795459032058716,3200
cfnet_0.5,fz,var,0.0,3200
cfnet_1,y,mspe,1.148437261581421,3200
cfnet_1,y,bias2,1.0936087369918823,3200
cfnet_1,y,var,0.05482844263315201,3200
cfnet_1,fx,mspe,0.04026230797171593,3200
cfnet_1,fx,bias2,0.008505349978804588,3200
cfnet_1,fx,var,0.03175695985555649,3200
cfnet_1,fr,mspe,0.06508217006921768,3200
cfnet_1,fr,bias2,0.03332521393895149,3200
cfnet_1,fr,var,0.03175695985555649,3200
cfnet_1,fz,mspe,0.07795459032058716,3200
cfnet_1,fz,bias2,0.07795459032058716,3200
cfnet_1,fz,var,0.0,3200
cfnet_5,y,mspe,1.135565996170044,3200
cfnet_5,y,bias2,1.0883930921554565,3200
cfnet_5,y,var,0.047172851860523224,3200
cfnet_5,fx,mspe,0.03672659024596214,3200
cfnet_5,fx,bias2,0.009188278578221798,3200
cfnet_5,fx,var,0.02753830887377262,3200
cfnet_5,fr,mspe,0.0651024803519249,3200
cfnet_5,fr,bias2,0.037564173340797424,3200
cfnet_5,fr,var,0.02753830887377262,3200
cfnet_5,fz,mspe,0.07795459032058716,3200
cfnet_5,fz,bias2,0.07795459032058716,3200
cfnet_5,fz,var,0.0,3200
circe_1,y,mspe,1.1355890035629272,3200
circe_1,y,bias2,1.1103906631469727,3200
circe_1,y,var,0.025198383256793022,3200
circe_1,fx,mspe,0.04481618478894234,3200
circe_1,fx,bias2,0.021224092692136765,3200
circe_1,fx,var,0.023592090234160423,3200
circe_1,fr,mspe,0.06569875031709671,3200
circe_1,fr,bias2,0.04210665822029114,3200
circe_1,fr,var,0.023592090234160423,3200
circe_1,fz,mspe,0.07795459032058716,3200
circe_1,fz,bias2,0.07795459032058716,3200
circe_1,fz,var,0.0,3200
circe_10,y,mspe,1.2463606595993042,3200
circe_10,y,bias2,1.23640775680542,3200
circe_10,y,var,0.009952910244464874,3200
circe_10,fx,mspe,0.10158605873584747,3200
circe_10,fx,bias2,0.0930657833814621,3200
circe_10,fx,var,0.008520273491740227,3200
circe_10,fr,mspe,0.08905169367790222,3200
circe_10,fr,bias2,0.08053142577409744,3200
circe_10,fr,var,0.008520273491740227,3200
circe_10,fz,mspe,0.07795459032058716,3200
circe_10,fz,bias2,0.07795459032058716,3200
circe_10,fz,var,0.0,3200
circe_100,y,mspe,1.2741183042526245,3200
circe_100,y,bias2,1.272261142730713,3200
circe_100,y,var,0.001857203897088766,3200
circe_100,fx,mspe,0.1217096745967865,3200
circe_100,fx,bias2,0.1216939389705658,3200
circe_100,fx,var,1.5734278349555098e-05,3200
circe_100,fr,mspe,0.10430783033370972,3200
circe_100,fr,bias2,0.10429210960865021,3200
circe_100,fr,var,1.5734278349555098e-05,3200
circe_100,fz,mspe,0.07795459032058716,3200
circe_100,fz,bias2,0.07795459032058716,3200
circe_100,fz,var,0.0,3200
refit,y,mspe,1.0309816598892212,400
refit,y,bias2,1.0078134536743164,400
refit,y,var,0.023168163374066353,400
refit,fx,mspe,0.02371687814593315,400
refit,fx,bias2,0.005876321345567703,400
refit,fx,var,0.017840556800365448,400
refit,fr,mspe,0.042883872985839844,400
refit,fr,bias2,0.025043316185474396,400
refit,fr,var,0.017840556800365448,400
refit,fz,mspe,0.008824212476611137,400
refit,fz,bias2,1.0399941857031081e-05,400
refit,fz,var,0.008813812397420406,400
refit_orth,y,mspe,1.030967116355896,400
refit_orth,y,bias2,1.0078121423721313,400
refit_orth,y,var,0.02315492182970047,400
refit_orth,fx,mspe,0.03855699673295021,400
refit_orth,fx,bias2,0.024968357756733894,400
refit_orth,fx,var,0.013588637113571167,400
refit_orth,fr,mspe,0.019465481862425804,400
refit_orth,fr,bias2,0.0058768452145159245,400
refit_orth,fr,var,0.013588637113571167,400
refit_orth,fz,mspe,0.023806001991033554,400
refit_orth,fz,bias2,0.01792503520846367,400
refit_orth,fz,var,0.0058809686452150345,400
nam,y,mspe,1.1000477075576782,400
nam,y,bias2,1.0501338243484497,400
nam,y,var,0.04991395026445389,400
nam,fx,mspe,0.06949171423912048,400
nam,fx,bias2,0.023702936246991158,400
nam,fx,var,0.045788779854774475,400
nam,fr,mspe,0.11981067806482315,400
nam,fr,bias2,0.07402190566062927,400
nam,fr,var,0.045788779854774475,400
nam,fz,mspe,0.08286060392856598,400
nam,fz,bias2,0.06156265363097191,400
nam,fz,var,0.02129795029759407,400
nam_mlp,y,mspe,1.057631254196167,400
nam_mlp,y,bias2,1.03314208984375,400
nam_mlp,y,var,0.024489127099514008,400
nam_mlp,fx,mspe,0.03894733265042305,400
nam_mlp,fx,bias2,0.01836526021361351,400
nam_mlp,fx,var,0.02058206871151924,400
nam_mlp,fr,mspe,0.08406389504671097,400
nam_mlp,fr,bias2,0.06348182260990143,400
nam_mlp,fr,var,0.02058206871151924,400
nam_mlp,fz,mspe,0.03319183737039566,400
nam_mlp,fz,bias2,0.026500966399908066,400
nam_mlp,fz,var,0.006690870970487595,400
base,y,mspe,1.0917153358459473,400
base,y,bias2,1.0619521141052246,400
base,y,var,0.029763108119368553,400
base,fx,mspe,0.06463155895471573,400
base,fx,bias2,0.037126027047634125,400
base,fx,var,0.027505526319146156,400
base,fr,mspe,0.12357864528894424,400
base,fr,bias2,0.09607312828302383,400
base,fr,var,0.027505526319146156,400
base,fz,mspe,0.07795459032058716,400
base,fz,bias2,0.07795459032058716,400
base,fz,var,0.0,400
posthoc_web,y,mspe,1.2625218629837036,400
posthoc_web,y,bias2,1.2389391660690308,400
posthoc_web,y,var,0.02358274906873703,400
posthoc_web,fx,mspe,0.05816786736249924,400
posthoc_web,fx,bias2,0.03871922567486763,400
posthoc_web,fx,var,0.019448643550276756,400
posthoc_web,fr,mspe,0.03666728362441063,400
posthoc_web,fr,bias2,0.01721864379942417,400
posthoc_web,fr,var,0.019448643550276756,400
posthoc_web,fz,mspe,0.07795459032058716,400
posthoc_web,fz,bias2,0.07795459032058716,400
posthoc_web,fz,var,0.0,400
ssn,y,mspe,1.1000477075576782,400
ssn,y,bias2,1.0501338243484497,400
ssn,y,var,0.04991395026445389,400
ssn,fx,mspe,0.06507318466901779,400
ssn,fx,bias2,0.03317585587501526,400
ssn,fx,var,0.03189733251929283,400
ssn,fr,mspe,0.043462276458740234,400
ssn,fr,bias2,0.011564945802092552,400
ssn,fr,var,0.03189733251929283,400
ssn,fz,mspe,0.011922204867005348,400
ssn,fz,bias2,0.00010150487651117146,400
ssn,fz,var,0.011820700019598007,400
nam_mlp_conc_0.01,y,mspe,1.0413899421691895,400
nam_mlp_conc_0.01,y,bias2,1.004449486732483,400
nam_mlp_conc_0.01,y,var,0.03694045916199684,400
nam_mlp_conc_0.01,fx,mspe,0.03472285717725754,400
nam_mlp_conc_0.01,fx,bias2,0.00026685610646381974,400
nam_mlp_conc_0.01,fx,var,0.03445599973201752,400
nam_mlp_conc_0.01,fr,mspe,0.056146856397390366,400
nam_mlp_conc_0.01,fr,bias2,0.0216908548027277,400
nam_mlp_conc_0.01,fr,var,0.03445599973201752,400
nam_mlp_conc_0.01,fz,mspe,0.01579776033759117,400
nam_mlp_conc_0.01,fz,bias2,0.00030276921461336315,400
nam_mlp_conc_0.01,fz,var,0.015494991093873978,400
nam_mlp_conc_0.1,y,mspe,1.039933443069458,400
nam_mlp_conc_0.1,y,bias2,1.0035841464996338,400
nam_mlp_conc_0.1,y,var,0.03634929656982422,400
nam_mlp_conc_0.1,fx,mspe,0.03434400260448456,400
nam_mlp_conc_0.1,fx,bias2,0.0005394911859184504,400
nam_mlp_conc_0.1,fx,var,0.0338045097887516,400
nam_mlp_conc_0.1,fr,mspe,0.04979833588004112,400
nam_mlp_conc_0.1,fr,bias2,0.01599382981657982,400
nam_mlp_conc_0.1,fr,var,0.0338045097887516,400
nam_mlp_conc_0.1,fz,mspe,0.016643917188048363,400
nam_mlp_conc_0.1,fz,bias2,0.00013975486217532307,400
nam_mlp_conc_0.1,fz,var,0.016504161059856415,400
nam_mlp_conc_1,y,mspe,1.044938087463379,400
nam_mlp_conc_1,y,bias2,1.0078212022781372,400
nam_mlp_conc_1,y,var,0.03711690008640289,400
nam_mlp_conc_1,fx,mspe,0.03647599369287491,400
nam_mlp_conc_1,fx,bias2,0.0023987609893083572,400
nam_mlp_conc_1,fx,var,0.0340772345662117,400
nam_mlp_conc_1,fr,mspe,0.047390617430210114,400
nam_mlp_conc_1,fr,bias2,0.013313383795320988,400
nam_mlp_conc_1,fr,var,0.0340772345662117,400
nam_mlp_conc_1,fz,mspe,0.015865249559283257,400
nam_mlp_conc_1,fz,bias2,0.00017304458015132695,400
nam_mlp_conc_1,fz,var,0.015692206099629402,400
cfnet_0.5,y,mspe,1.2067573070526123,400
cfnet_0.5,y,bias2,1.049912691116333,400
cfnet_0.5,y,var,0.1568446308374405,400
cfnet_0.5,fx,mspe,0.12413885444402695,400
cfnet_0.5,fx,bias2,0.041213080286979675,400
cfnet_0.5,fx,var,0.08292577415704727,400
cfnet_0.5,fr,mspe,0.18814228475093842,400
cfnet_0.5,fr,bias2,0.10521651059389114,400
cfnet_0.5,fr,var,0.08292577415704727,400
cfnet_0.5,fz,mspe,0.07795459032058716,400
cfnet_0.5,fz,bias2,0.07795459032058716,400
cfnet_0.5,fz,var,0.0,400
cfnet_1,y,mspe,1.2294363975524902,400
cfnet_1,y,bias2,1.0501575469970703,400
cfnet_1,y,var,0.1792788952589035,400
cfnet_1,fx,mspe,0.12954263389110565,400
cfnet_1,fx,bias2,0.04682166501879692,400
cfnet_1,fx,var,0.08272096514701843,400
cfnet_1,fr,mspe,0.19711507856845856,400
cfnet_1,fr,bias2,0.11439411342144012,400
cfnet_1,fr,var,0.08272096514701843,400
cfnet_1,fz,mspe,0.07795459032058716,400
cfnet_1,fz,bias2,0.07795459032058716,400
cfnet_1,fz,var,0.0,400
cfnet_5,y,mspe,1.221920371055603,400
cfnet_5,y,bias2,1.0515114068984985,400
cfnet_5,y,var,0.17040885984897614,400
cfnet_5,fx,mspe,0.11899461597204208,400
cfnet_5,fx,bias2,0.044267769902944565,400
cfnet_5,fx,var,0.07472684979438782,400
cfnet_5,fr,mspe,0.18508107960224152,400
cfnet_5,fr,bias2,0.11035425215959549,400
cfnet_5,fr,var,0.07472684979438782,400
cfnet_5,fz,mspe,0.07795459032058716,400
cfnet_5,fz,bias2,0.07795459032058716,400
cfnet_5,fz,var,0.0,400
circe_1,y,mspe,1.1959227323532104,400
circe_1,y,bias2,1.1547915935516357,400
circe_1,y,var,0.041131094098091125,400
circe_1,fx,mspe,0.08016111701726913,400
circe_1,fx,bias2,0.043621551245450974,400
circe_1,fx,var,0.03653956577181816,400
circe_1,fr,mspe,0.08705072104930878,400
circe_1,fr,bias2,0.050511159002780914,400
