model,effect,metric,value,n
circe_1,fr,var,0.03653956577181816,400
circe_1,fz,mspe,0.07795459032058716,400
circe_1,fz,bias2,0.07795459032058716,400
circe_1,fz,var,0.0,400
circe_10,y,mspe,1.26471745967865,400
circe_10,y,bias2,1.25409996509552,400
circe_10,y,var,0.010617527179419994,400
circe_10,fx,mspe,0.11387109756469727,400
circe_10,fx,bias2,0.10730424523353577,400
circe_10,fx,var,0.006566841620951891,400
circe_10,fr,mspe,0.09898372739553452,400
circe_10,fr,bias2,0.09241689741611481,400
circe_10,fr,var,0.006566841620951891,400
circe_10,fz,mspe,0.07795459032058716,400
circe_10,fz,bias2,0.07795459032058716,400
circe_10,fz,var,0.0,400
circe_100,y,mspe,1.278323769569397,400
circe_100,y,bias2,1.273040533065796,400
circe_100,y,var,0.005283338949084282,400
circe_100,fx,mspe,0.12188390642404556,400
circe_100,fx,bias2,0.12187822163105011,400
circe_100,fx,var,5.680313279299298e-06,400
circe_100,fr,mspe,0.10447872430086136,400
circe_100,fr,bias2,0.1044730395078659,400
circe_100,fr,var,5.680313279299298e-06,400
circe_100,fz,mspe,0.07795459032058716,400
circe_100,fz,bias2,0.07795459032058716,400
circe_100,fz,var,0.0,400
refit,y,mspe,1.002946138381958,51200
refit,y,bias2,1.0025951862335205,51200
refit,y,var,0.00035091734025627375,51200
refit,fx,mspe,0.0004518396744970232,51200
refit,fx,bias2,0.0001282449666177854,51200
refit,fx,var,0.00032359472243115306,51200
refit,fr,mspe,0.020963607355952263,51200
refit,fr,bias2,0.020640013739466667,51200
refit,fr,var,0.00032359472243115306,51200
refit,fz,mspe,9.902899182634428e-05,51200
refit,fz,bias2,1.0725267202360556e-05,51200
refit,fz,var,8.830372826196253e-05,51200
refit_orth,y,mspe,1.0028862953186035,51200
refit_orth,y,bias2,1.0025267601013184,51200
refit_orth,y,var,0.0003595635062083602,51200
refit_orth,fx,mspe,0.01983361877501011,51200
refit_orth,fx,bias2,0.01955256424844265,51200
refit_orth,fx,var,0.0002810563601087779,51200
refit_orth,fr,mspe,0.0003930312523152679,51200
refit_orth,fr,bias2,0.0001119748194469139,51200
refit_orth,fr,var,0.0002810563601087779,51200
refit_orth,fz,mspe,0.0195991862565279,51200
refit_orth,fz,bias2,0.01954330876469612,51200
refit_orth,fz,var,5.5876909755170345e-05,51200
nam,y,mspe,1.0059932470321655,51200
nam,y,bias2,1.00505793094635,51200
nam,y,var,0.0009351253975182772,51200
nam,fx,mspe,0.0019364223117008805,51200
nam,fx,bias2,0.0009226617403328419,51200
nam,fx,var,0.0010137605713680387,51200
nam,fr,mspe,0.028110003098845482,51200
nam,fr,bias2,0.02709624357521534,51200
nam,fr,var,0.0010137605713680387,51200
nam,fz,mspe,0.002129963831976056,51200
nam,fz,bias2,0.0014452268369495869,51200
nam,fz,var,0.0006847374606877565,51200
nam_mlp,y,mspe,1.0032845735549927,51200
nam_mlp,y,bias2,1.0026737451553345,51200
nam_mlp,y,var,0.0006107887020334601,51200
nam_mlp,fx,mspe,0.0006252799066714942,51200
nam_mlp,fx,bias2,0.00014340458437800407,51200
nam_mlp,fx,var,0.00048187532229349017,51200
nam_mlp,fr,mspe,0.02065427042543888,51200
nam_mlp,fr,bias2,0.020172394812107086,51200
nam_mlp,fr,var,0.00048187532229349017,51200
nam_mlp,fz,mspe,0.00035299212322570384,51200
nam_mlp,fz,bias2,4.5409469748847187e-05,51200
nam_mlp,fz,var,0.0003075826680287719,51200
base,y,mspe,1.0508137941360474,51200
base,y,bias2,1.0501909255981445,51200
base,y,var,0.0006228305283002555,51200
base,fx,mspe,0.0500386618077755,51200
base,fx,bias2,0.049585312604904175,51200
base,fx,var,0.0004533481551334262,51200
base,fr,mspe,0.11961280554533005,51200
base,fr,bias2,0.11915945261716843,51200
base,fr,var,0.0004533481551334262,51200
base,fz,mspe,0.07795459032058716,51200
base,fz,bias2,0.07795459032058716,51200
base,fz,var,0.0,51200
posthoc_web,y,mspe,1.2371259927749634,51200
posthoc_web,y,bias2,1.2365466356277466,51200
posthoc_web,y,var,0.0005793413147330284,51200
posthoc_web,fx,mspe,0.038869708776474,51200
posthoc_web,fx,bias2,0.03847550228238106,51200
posthoc_web,fx,var,0.00039420381654053926,51200
posthoc_web,fr,mspe,0.01783020980656147,51200
posthoc_web,fr,bias2,0.017436005175113678,51200
posthoc_web,fr,var,0.00039420381654053926,51200
posthoc_web,fz,mspe,0.07795459032058716,51200
posthoc_web,fz,bias2,0.07795459032058716,51200
posthoc_web,fz,var,0.0,51200
ssn,y,mspe,1.0059932470321655,51200
ssn,y,bias2,1.00505793094635,51200
ssn,y,var,0.0009351253975182772,51200
ssn,fx,mspe,0.020528526976704597,51200
ssn,fx,bias2,0.01987079344689846,51200
ssn,fx,var,0.0006577374879270792,51200
ssn,fr,mspe,0.0010071505093947053,51200
ssn,fr,bias2,0.0003494130214676261,51200
ssn,fr,var,0.0006577374879270792,51200
ssn,fz,mspe,0.01590624265372753,51200
ssn,fz,bias2,0.015786854550242424,51200
ssn,fz,var,0.00011938919487874955,51200
nam_mlp_conc_0.01,y,mspe,1.001589059829712,51200
nam_mlp_conc_0.01,y,bias2,1.000895380973816,51200
nam_mlp_conc_0.01,y,var,0.0006937237340025604,51200
nam_mlp_conc_0.01,fx,mspe,0.0011201504385098815,51200
nam_mlp_conc_0.01,fx,bias2,0.0006221735966391861,51200
nam_mlp_conc_0.01,fx,var,0.0004979769000783563,51200
nam_mlp_conc_0.01,fr,mspe,0.015112331137061119,51200
nam_mlp_conc_0.01,fr,bias2,0.014614352956414223,51200
nam_mlp_conc_0.01,fr,var,0.0004979769000783563,51200
nam_mlp_conc_0.01,fz,mspe,0.0006600294727832079,51200
nam_mlp_conc_0.01,fz,bias2,0.0004313703684601933,51200
nam_mlp_conc_0.01,fz,var,0.0002286589879076928,51200
nam_mlp_conc_0.1,y,mspe,1.0005472898483276,51200
nam_mlp_conc_0.1,y,bias2,0.9995108246803284,51200
nam_mlp_conc_0.1,y,var,0.0010365941561758518,51200
nam_mlp_conc_0.1,fx,mspe,0.020448388531804085,51200
nam_mlp_conc_0.1,fx,bias2,0.01995670236647129,51200
nam_mlp_conc_0.1,fx,var,0.0004916866309940815,51200
nam_mlp_conc_0.1,fr,mspe,0.008174275979399681,51200
nam_mlp_conc_0.1,fr,bias2,0.0076825893484056,51200
nam_mlp_conc_0.1,fr,var,0.0004916866309940815,51200
nam_mlp_conc_0.1,fz,mspe,0.014187668450176716,51200
nam_mlp_conc_0.1,fz,bias2,0.01369757391512394,51200
nam_mlp_conc_0.1,fz,var,0.0004900949425064027,51200
nam_mlp_conc_1,y,mspe,1.0016202926635742,51200
nam_mlp_conc_1,y,bias2,1.0007394552230835,51200
nam_mlp_conc_1,y,var,0.0008808308048173785,51200
nam_mlp_conc_1,fx,mspe,0.02445654571056366,51200
nam_mlp_conc_1,fx,bias2,0.024042382836341858,51200
nam_mlp_conc_1,fx,var,0.00041416395106352866,51200
nam_mlp_conc_1,fr,mspe,0.009257694706320763,51200
nam_mlp_conc_1,fr,bias2,0.008843531832098961,51200
nam_mlp_conc_1,fr,var,0.00041416395106352866,51200
nam_mlp_conc_1,fz,mspe,0.018015462905168533,51200
nam_mlp_conc_1,fz,bias2,0.017784425988793373,51200
nam_mlp_conc_1,fz,var,0.00023103678540792316,51200
cfnet_0.5,y,mspe,1.1251740455627441,51200
cfnet_0.5,y,bias2,1.0873805284500122,51200
cfnet_0.5,y,var,0.03779350221157074,51200
cfnet_0.5,fx,mspe,0.0284701157361269,51200
cfnet_0.5,fx,bias2,0.009466840885579586,51200
cfnet_0.5,fx,var,0.01900327391922474,51200
cfnet_0.5,fr,mspe,0.05642174556851387,51200
cfnet_0.5,fr,bias2,0.03741846978664398,51200
cfnet_0.5,fr,var,0.01900327391922474,51200
cfnet_0.5,fz,mspe,0.07795459032058716,51200
cfnet_0.5,fz,bias2,0.07795459032058716,51200
cfnet_0.5,fz,var,0.0,51200
cfnet_1,y,mspe,1.1402298212051392,51200
cfnet_1,y,bias2,1.0929969549179077,51200
cfnet_1,y,var,0.04723275080323219,51200
cfnet_1,fx,mspe,0.03351326286792755,51200
cfnet_1,fx,bias2,0.008337926119565964,51200
cfnet_1,fx,var,0.02517533488571644,51200
cfnet_1,fr,mspe,0.05789869278669357,51200
cfnet_1,fr,bias2,0.032723356038331985,51200
cfnet_1,fr,var,0.02517533488571644,51200
cfnet_1,fz,mspe,0.07795459032058716,51200
cfnet_1,fz,bias2,0.07795459032058716,51200
cfnet_1,fz,var,0.0,51200
cfnet_5,y,mspe,1.1312365531921387,51200
cfnet_5,y,bias2,1.0911415815353394,51200
cfnet_5,y,var,0.040094926953315735,51200
cfnet_5,fx,mspe,0.03462319076061249,51200
cfnet_5,fx,bias2,0.009546560235321522,51200
cfnet_5,fx,var,0.025076627731323242,51200
cfnet_5,fr,mspe,0.061230726540088654,51200
cfnet_5,fr,bias2,0.03615409508347511,51200
cfnet_5,fr,var,0.025076627731323242,51200
cfnet_5,fz,mspe,0.07795459032058716,51200
cfnet_5,fz,bias2,0.07795459032058716,51200
cfnet_5,fz,var,0.0,51200
circe_1,y,mspe,1.0518348217010498,51200
circe_1,y,bias2,1.0513150691986084,51200
circe_1,y,var,0.0005198154831305146,51200
circe_1,fx,mspe,0.04900231212377548,51200
circe_1,fx,bias2,0.048521481454372406,51200
circe_1,fx,var,0.0004808354424312711,51200
circe_1,fr,mspe,0.11826948076486588,51200
circe_1,fr,bias2,0.1177886426448822,51200
circe_1,fr,var,0.0004808354424312711,51200
circe_1,fz,mspe,0.07795459032058716,51200
circe_1,fz,bias2,0.07795459032058716,51200
circe_1,fz,var,0.0,51200
circe_10,y,mspe,1.0567948818206787,51200
circe_10,y,bias2,1.0562715530395508,51200
circe_10,y,var,0.0005233411211520433,51200
circe_10,fx,mspe,0.03458943963050842,51200
circe_10,fx,bias2,0.0341072753071785,51200
circe_10,fx,var,0.00048216813593171537,51200
circe_10,fr,mspe,0.094032421708107,51200
circe_10,fr,bias2,0.09355026483535767,51200
circe_10,fr,var,0.00048216813593171537,51200
circe_10,fz,mspe,0.07795459032058716,51200
circe_10,fz,bias2,0.07795459032058716,51200
circe_10,fz,var,0.0,51200
circe_100,y,mspe,1.1255879402160645,51200
circe_100,y,bias2,1.108415961265564,51200
circe_100,y,var,0.017172012478113174,51200
circe_100,fx,mspe,0.02448025718331337,51200
circe_100,fx,bias2,0.007370278239250183,51200
circe_100,fx,var,0.017109980806708336,51200
circe_100,fr,mspe,0.04685870185494423,51200
circe_100,fr,bias2,0.029748721048235893,51200
circe_100,fr,var,0.017109980806708336,51200
circe_100,fz,mspe,0.07795459032058716,51200
circe_100,fz,bias2,0.07795459032058716,51200
circe_100,fz,var,0.0,51200
refit,y,mspe,1.0067245960235596,6400
refit,y,bias2,1.0046101808547974,6400
refit,y,var,0.002114509465172887,6400
refit,fx,mspe,0.0028329663909971714,6400
refit,fx,bias2,0.0007352739339694381,6400
refit,fx,var,0.002097692573443055,6400
refit,fr,mspe,0.026165751740336418,6400
refit,fr,bias2,0.024068059399724007,6400
refit,fr,var,0.002097692573443055,6400
refit,fz,mspe,0.00099460338242352,6400
refit,fz,bias2,0.00023384545056615025,6400
refit,fz,var,0.0007607579464092851,6400
refit_orth,y,mspe,1.0067243576049805,6400
refit_orth,y,bias2,1.0046508312225342,6400
refit_orth,y,var,0.0020735664293169975,6400
refit_orth,fx,mspe,0.021448606625199318,6400
refit_orth,fx,bias2,0.019921524450182915,6400
refit_orth,fx,var,0.001527084968984127,6400
refit_orth,fr,mspe,0.0020756060257554054,6400
refit_orth,fr,bias2,0.0005485211149789393,6400
refit_orth,fr,var,0.001527084968984127,6400
refit_orth,fz,mspe,0.019224505871534348,6400
refit_orth,fz,bias2,0.018968665972352028,6400
refit_orth,fz,var,0.00025584071408957243,6400
nam,y,mspe,1.0109732151031494,6400
nam,y,bias2,1.0065709352493286,6400
nam,y,var,0.004402324091643095,6400
nam,fx,mspe,0.005783615168184042,6400
nam,fx,bias2,0.0014268180821090937,6400
nam,fx,var,0.004356796853244305,6400
nam,fr,mspe,0.032947275787591934,6400
nam,fr,bias2,0.028590478003025055,6400
nam,fr,var,0.004356796853244305,6400
nam,fz,mspe,0.005200656596571207,6400
nam,fz,bias2,0.0025949478149414062,6400
nam,fz,var,0.0026057083159685135,6400
nam_mlp,y,mspe,1.0064609050750732,6400
nam_mlp,y,bias2,1.0032856464385986,6400
nam_mlp,y,var,0.0031753098592162132,6400
nam_mlp,fx,mspe,0.003019025083631277,6400
nam_mlp,fx,bias2,0.0003755721845664084,6400
nam_mlp,fx,var,0.0026434529572725296,6400
nam_mlp,fr,mspe,0.02127896249294281,6400
nam_mlp,fr,bias2,0.01863550953567028,6400
nam_mlp,fr,var,0.0026434529572725296,6400
nam_mlp,fz,mspe,0.00150032970122993,6400
nam_mlp,fz,bias2,9.2162677901797e-05,6400
nam_mlp,fz,var,0.001408166834153235,6400
base,y,mspe,1.0543521642684937,6400
base,y,bias2,1.0523675680160522,6400
base,y,var,0.0019845354836434126,6400
base,fx,mspe,0.05146095156669617,6400
base,fx,bias2,0.049867913126945496,6400
base,fx,var,0.0015930411173030734,6400
base,fr,mspe,0.12087923288345337,6400
base,fr,bias2,0.1192861944437027,6400
base,fr,var,0.0015930411173030734,6400
base,fz,mspe,0.07795459032058716,6400
base,fz,bias2,0.07795459032058716,6400
base,fz,var,0.0,6400
posthoc_web,y,mspe,1.2405412197113037,6400
posthoc_web,y,bias2,1.23862624168396,6400
posthoc_web,y,var,0.0019149876898154616,6400
posthoc_web,fx,mspe,0.04039301723241806,6400
posthoc_web,fx,bias2,0.038962215185165405,6400
posthoc_web,fx,var,0.001430801465176046,6400
posthoc_web,fr,mspe,0.019342508167028427,6400
posthoc_web,fr,bias2,0.017911706119775772,6400
posthoc_web,fr,var,0.001430801465176046,6400
posthoc_web,fz,mspe,0.07795459032058716,6400
posthoc_web,fz,bias2,0.07795459032058716,6400
posthoc_web,fz,var,0.0,6400
ssn,y,mspe,1.0109732151031494,6400
ssn,y,bias2,1.0065709352493286,6400
ssn,y,var,0.004402324091643095,6400
ssn,fx,mspe,0.02333095110952854,6400
ssn,fx,bias2,0.020210813730955124,6400
ssn,fx,var,0.003120135050266981,6400
ssn,fr,mspe,0.003790931310504675,6400
ssn,fr,bias2,0.0006707964930683374,6400
ssn,fr,var,0.003120135050266981,6400
ssn,fz,mspe,0.014161203056573868,6400
ssn,fz,bias2,0.013536281883716583,6400
ssn,fz,var,0.0006249213474802673,6400
nam_mlp_conc_0.01,y,mspe,1.005010724067688,6400
nam_mlp_conc_0.01,y,bias2,1.0008772611618042,6400
nam_mlp_conc_0.01,y,var,0.004133493173867464,6400
nam_mlp_conc_0.01,fx,mspe,0.0044096363708376884,6400
nam_mlp_conc_0.01,fx,bias2,0.0010869702091440558,6400
nam_mlp_conc_0.01,fx,var,0.0033226660452783108,6400
nam_mlp_conc_0.01,fr,mspe,0.016670167446136475,6400
nam_mlp_conc_0.01,fr,bias2,0.013347500935196877,6400
nam_mlp_conc_0.01,fr,var,0.0033226660452783108,6400
nam_mlp_conc_0.01,fz,mspe,0.002429655287414789,6400
nam_mlp_conc_0.01,fz,bias2,0.0007709392230026424,6400
nam_mlp_conc_0.01,fz,var,0.0016587162390351295,6400
nam_mlp_conc_0.1,y,mspe,1.006252408027649,6400
nam_mlp_conc_0.1,y,bias2,1.0006178617477417,6400
nam_mlp_conc_0.1,y,var,0.005634540691971779,6400
nam_mlp_conc_0.1,fx,mspe,0.018148498609662056,6400
nam_mlp_conc_0.1,fx,bias2,0.01377874892205,6400
nam_mlp_conc_0.1,fx,var,0.004369750153273344,6400
nam_mlp_conc_0.1,fr,mspe,0.011304643005132675,6400
nam_mlp_conc_0.1,fr,bias2,0.0069348933175206184,6400
nam_mlp_conc_0.1,fr,var,0.004369750153273344,6400
nam_mlp_conc_0.1,fz,mspe,0.011243641376495361,6400
nam_mlp_conc_0.1,fz,bias2,0.007620407268404961,6400
nam_mlp_conc_0.1,fz,var,0.003623235272243619,6400
nam_mlp_conc_1,y,mspe,1.0078377723693848,6400
nam_mlp_conc_1,y,bias2,1.002903699874878,6400
nam_mlp_conc_1,y,var,0.0049341218546032906,6400
nam_mlp_conc_1,fx,mspe,0.02513018622994423,6400
nam_mlp_conc_1,fx,bias2,0.022681741043925285,6400
nam_mlp_conc_1,fx,var,0.0024484440218657255,6400
nam_mlp_conc_1,fr,mspe,0.011604602448642254,6400
nam_mlp_conc_1,fr,bias2,0.00915615912526846,6400
nam_mlp_conc_1,fr,var,0.0024484440218657255,6400
nam_mlp_conc_1,fz,mspe,0.018943244591355324,6400
nam_mlp_conc_1,fz,bias2,0.01728978008031845,6400
nam_mlp_conc_1,fz,var,0.0016534625319764018,6400
cfnet_0.5,y,mspe,1.127630591392517,6400
cfnet_0.5,y,bias2,1.0811209678649902,6400
cfnet_0.5,y,var,0.04650949314236641,6400
cfnet_0.5,fx,mspe,0.034157637506723404,6400
cfnet_0.5,fx,bias2,0.009913131594657898,6400
cfnet_0.5,fx,var,0.024244505912065506,6400
cfnet_0.5,fr,mspe,0.06544100493192673,6400
cfnet_0.5,fr,bias2,0.04119649529457092,6400
cfnet_0.5,fr,var,0.024244505912065506,6400
cfnet_0.5,fz,mspe,0.07795459032058716,6400
cfnet_0.5,fz,bias2,0.07795459032058716,6400
cfnet_0.5,fz,var,0.0,6400
cfnet_1,y,mspe,1.1302727460861206,6400
cfnet_1,y,bias2,1.0844208002090454,6400
cfnet_1,y,var,0.0458519347012043,6400
cfnet_1,fx,mspe,0.03389047086238861,6400
cfnet_1,fx,bias2,0.009642370045185089,6400
cfnet_1,fx,var,0.024248098954558372,6400
cfnet_1,fr,mspe,0.06378781795501709,6400
cfnet_1,fr,bias2,0.03953971713781357,6400
cfnet_1,fr,var,0.024248098954558372,6400
cfnet_1,fz,mspe,0.07795459032058716,6400
cfnet_1,fz,bias2,0.07795459032058716,6400
cfnet_1,fz,var,0.0,6400
cfnet_5,y,mspe,1.124630093574524,6400
cfnet_5,y,bias2,1.0869909524917603,6400
cfnet_5,y,var,0.03763912618160248,6400
cfnet_5,fx,mspe,0.030209654942154884,6400
cfnet_5,fx,bias2,0.007390102371573448,6400
cfnet_5,fx,var,0.022819550707936287,6400
cfnet_5,fr,mspe,0.057061757892370224,6400
cfnet_5,fr,bias2,0.03424220159649849,6400
cfnet_5,fr,var,0.022819550707936287,6400
cfnet_5,fz,mspe,0.07795459032058716,6400
cfnet_5,fz,bias2,0.07795459032058716,6400
cfnet_5,fz,var,0.0,6400
circe_1,y,mspe,1.056386947631836,6400
circe_1,y,bias2,1.054305076599121,6400
circe_1,y,var,0.0020817776676267385,6400
circe_1,fx,mspe,0.052116509526968,6400
circe_1,fx,bias2,0.050147101283073425,6400
circe_1,fx,var,0.001969406381249428,6400
circe_1,fr,mspe,0.12136977910995483,6400
circe_1,fr,bias2,0.11940037459135056,6400
circe_1,fr,var,0.001969406381249428,6400
circe_1,fz,mspe,0.07795459032058716,6400
circe_1,fz,bias2,0.07795459032058716,6400
circe_1,fz,var,0.0,6400
circe_10,y,mspe,1.1494916677474976,6400
circe_10,y,bias2,1.0983737707138062,6400
circe_10,y,var,0.05111785978078842,6400
circe_10,fx,mspe,0.06268637627363205,6400
circe_10,fx,bias2,0.012281191535294056,6400
circe_10,fx,var,0.05040518939495087,6400
circe_10,fr,mspe,0.08540721982717514,6400
circe_10,fr,bias2,0.035002026706933975,6400
circe_10,fr,var,0.05040518939495087,6400
circe_10,fz,mspe,0.07795459032058716,6400
circe_10,fz,bias2,0.07795459032058716,6400
circe_10,fz,var,0.0,6400
circe_100,y,mspe,1.2703834772109985,6400
circe_100,y,bias2,1.2686264514923096,6400
circe_100,y,var,0.0017571661155670881,6400
circe_100,fx,mspe,0.1193152442574501,6400
circe_100,fx,bias2,0.11811692267656326,6400
circe_100,fx,var,0.0011983246076852083,6400
circe_100,fr,mspe,0.10218296200037003,6400
circe_100,fr,bias2,0.10098463296890259,6400
circe_100,fr,var,0.0011983246076852083,6400
circe_100,fz,mspe,0.07795459032058716,6400
circe_100,fz,bias2,0.07795459032058716,6400
circe_100,fz,var,0.0,6400
refit,y,mspe,1.0164694786071777,800
refit,y,bias2,1.006142497062683,800
refit,y,var,0.010326999239623547,800
refit,fx,mspe,0.011693849228322506,800
refit,fx,bias2,0.002858096035197377,800
refit,fx,var,0.008835752494633198,800
refit,fr,mspe,0.0342843160033226,800
refit,fr,bias2,0.02544856257736683,800
refit,fr,var,0.008835752494633198,800
refit,fz,mspe,0.004619146231561899,800
refit,fz,bias2,7.517523772548884e-05,800
refit,fz,var,0.0045439712703228,800
refit_orth,y,mspe,1.016370415687561,800
refit_orth,y,bias2,1.0061078071594238,800
refit_orth,y,var,0.0102626858279109,800
refit_orth,fx,mspe,0.02857348881661892,800
refit_orth,fx,bias2,0.021833281964063644,800
refit_orth,fx,var,0.00674020778387785,800
refit_orth,fr,mspe,0.009490340948104858,800
refit_orth,fr,bias2,0.002750133164227009,800
refit_orth,fr,var,0.00674020778387785,800
refit_orth,fz,mspe,0.022141575813293457,800
refit_orth,fz,bias2,0.01977602392435074,800
refit_orth,fz,var,0.0023655525874346495,800
nam,y,mspe,1.0700334310531616,800
nam,y,bias2,1.0444313287734985,800
nam,y,var,0.02560201846063137,800
nam,fx,mspe,0.05625942349433899,800
nam,fx,bias2,0.03176816180348396,800
nam,fx,var,0.024491257965564728,800
nam,fr,mspe,0.11466124653816223,800
nam,fr,bias2,0.0901699811220169,800
nam,fr,var,0.024491257965564728,800
nam,fz,mspe,0.08175123482942581,800
nam,fz,bias2,0.061328258365392685,800
nam,fz,var,0.02042296901345253,800
nam_mlp,y,mspe,1.0330032110214233,800
nam_mlp,y,bias2,1.018612027168274,800
nam_mlp,y,var,0.014391105622053146,800
nam_mlp,fx,mspe,0.02215966209769249,800
nam_mlp,fx,bias2,0.009538012556731701,800
nam_mlp,fx,var,0.012621650472283363,800
nam_mlp,fr,mspe,0.06153980270028114,800
nam_mlp,fr,bias2,0.04891815036535263,800
nam_mlp,fr,var,0.012621650472283363,800
nam_mlp,fz,mspe,0.01767621748149395,800
nam_mlp,fz,bias2,0.012016206979751587,800
nam_mlp,fz,var,0.005660012364387512,800
base,y,mspe,1.0688934326171875,800
base,y,bias2,1.0582895278930664,800
base,y,var,0.010603934526443481,800
base,fx,mspe,0.06009151414036751,800
base,fx,bias2,0.050815075635910034,800
base,fx,var,0.009276438504457474,800
base,fr,mspe,0.12848728895187378,800
base,fr,bias2,0.1192108541727066,800
base,fr,var,0.009276438504457474,800
base,fz,mspe,0.07795459032058716,800
base,fz,bias2,0.07795459032058716,800
base,fz,var,0.0,800
posthoc_web,y,mspe,1.2506448030471802,800
posthoc_web,y,bias2,1.2415645122528076,800
posthoc_web,y,var,0.00908033736050129,800
posthoc_web,fx,mspe,0.04781688377261162,800
posthoc_web,fx,bias2,0.040532588958740234,800
posthoc_web,fx,var,0.007284292485564947,800
posthoc_web,fr,mspe,0.02742804028093815,800
posthoc_web,fr,bias2,0.020143747329711914,800
posthoc_web,fr,var,0.007284292485564947,800
posthoc_web,fz,mspe,0.07795459032058716,800
posthoc_web,fz,bias2,0.07795459032058716,800
posthoc_web,fz,var,0.0,800
ssn,y,mspe,1.0700334310531616,800
ssn,y,bias2,1.0444313287734985,800
ssn,y,var,0.02560201846063137,800
ssn,fx,mspe,0.04959874227643013,800
ssn,fx,bias2,0.032980043441057205,800
ssn,fx,var,0.016618696972727776,800
ssn,fr,mspe,0.028974466025829315,800
ssn,fr,bias2,0.012355769984424114,800
ssn,fr,var,0.016618696972727776,800
ssn,fz,mspe,0.007340077310800552,800
ssn,fz,bias2,0.0012535894056782126,800
ssn,fz,var,0.006086487788707018,800
nam_mlp_conc_0.01,y,mspe,1.0201777219772339,800
nam_mlp_conc_0.01,y,bias2,1.0012351274490356,800
nam_mlp_conc_0.01,y,var,0.01894254982471466,800
nam_mlp_conc_0.01,fx,mspe,0.017302751541137695,800
nam_mlp_conc_0.01,fx,bias2,0.00042004394344985485,800
nam_mlp_conc_0.01,fx,var,0.01688270829617977,800
nam_mlp_conc_0.01,fr,mspe,0.03377241641283035,800
nam_mlp_conc_0.01,fr,bias2,0.01688970811665058,800
nam_mlp_conc_0.01,fr,var,0.01688270829617977,800
nam_mlp_conc_0.01,fz,mspe,0.007381177973002195,800
nam_mlp_conc_0.01,fz,bias2,8.803179662209004e-05,800
nam_mlp_conc_0.01,fz,var,0.007293147034943104,800
nam_mlp_conc_0.1,y,mspe,1.021186351776123,800
nam_mlp_conc_0.1,y,bias2,1.0017584562301636,800
nam_mlp_conc_0.1,y,var,0.019427798688411713,800
nam_mlp_conc_0.1,fx,mspe,0.019895188510417938,800
nam_mlp_conc_0.1,fx,bias2,0.00265675806440413,800
nam_mlp_conc_0.1,fx,var,0.017238430678844452,800
nam_mlp_conc_0.1,fr,mspe,0.02882995828986168,800
nam_mlp_conc_0.1,fr,bias2,0.011591527611017227,800
nam_mlp_conc_0.1,fr,var,0.017238430678844452,800
nam_mlp_conc_0.1,fz,mspe,0.008731503039598465,800
nam_mlp_conc_0.1,fz,bias2,0.0003867765481118113,800
nam_mlp_conc_0.1,fz,var,0.00834472756832838,800
nam_mlp_conc_1,y,mspe,1.026288628578186,800
nam_mlp_conc_1,y,bias2,1.0052250623703003,800
nam_mlp_conc_1,y,var,0.021063517779111862,800
nam_mlp_conc_1,fx,mspe,0.024289274588227272,800
nam_mlp_conc_1,fx,bias2,0.008104192093014717,800
nam_mlp_conc_1,fx,var,0.016185082495212555,800
nam_mlp_conc_1,fr,mspe,0.024635596200823784,800
nam_mlp_conc_1,fr,bias2,0.00845051184296608,800
nam_mlp_conc_1,fr,var,0.016185082495212555,800
nam_mlp_conc_1,fz,mspe,0.011250064708292484,800
nam_mlp_conc_1,fz,bias2,0.001263669691979885,800
nam_mlp_conc_1,fz,var,0.00998639315366745,800
cfnet_0.5,y,mspe,1.1334599256515503,800
cfnet_0.5,y,bias2,1.0693795680999756,800
cfnet_0.5,y,var,0.06408035010099411,800
cfnet_0.5,fx,mspe,0.046377331018447876,800
cfnet_0.5,fx,bias2,0.012833002023398876,800
cfnet_0.5,fx,var,0.03354432433843613,800
cfnet_0.5,fr,mspe,0.08620109409093857,800
cfnet_0.5,fr,bias2,0.05265676602721214,800
cfnet_0.5,fr,var,0.03354432433843613,800
cfnet_0.5,fz,mspe,0.07795459032058716,800
cfnet_0.5,fz,bias2,0.07795459032058716,800
cfnet_0.5,fz,var,0.0,800
cfnet_1,y,mspe,1.1221727132797241,800
cfnet_1,y,bias2,1.0703396797180176,800
cfnet_1,y,var,0.051832977682352066,800
cfnet_1,fx,mspe,0.042853083461523056,800
cfnet_1,fx,bias2,0.00889595877379179,800
cfnet_1,fx,var,0.03395712375640869,800
cfnet_1,fr,mspe,0.07859649509191513,800
cfnet_1,fr,bias2,0.04463936761021614,800
cfnet_1,fr,var,0.03395712375640869,800
cfnet_1,fz,mspe,0.07795459032058716,800
cfnet_1,fz,bias2,0.07795459032058716,800
cfnet_1,fz,var,0.0,800
cfnet_5,y,mspe,1.1239336729049683,800
cfnet_5,y,bias2,1.0691173076629639,800
cfnet_5,y,var,0.054816436022520065,800
cfnet_5,fx,mspe,0.04737595096230507,800
cfnet_5,fx,bias2,0.011371271684765816,800
cfnet_5,fx,var,0.0360046811401844,800
cfnet_5,fr,mspe,0.0860820785164833,800
cfnet_5,fr,bias2,0.05007738992571831,800
cfnet_5,fr,var,0.0360046811401844,800
cfnet_5,fz,mspe,0.07795459032058716,800
cfnet_5,fz,bias2,0.07795459032058716,800
cfnet_5,fz,var,0.0,800
