model,effect,metric,value,bz,n
refit_orth,y,mspe,1.6743838787078857,2,12800
refit_orth,y,bias2,1.66365647315979,2,12800
refit_orth,y,var,0.010727324523031712,2,12800
refit_orth,fx,mspe,0.09293511509895325,2,12800
refit_orth,fx,bias2,0.08263367414474487,2,12800
refit_orth,fx,var,0.010301444679498672,2,12800
refit_orth,fr,mspe,0.07477740943431854,2,12800
refit_orth,fr,bias2,0.06447596848011017,2,12800
refit_orth,fr,var,0.010301444679498672,2,12800
refit_orth,fz,mspe,0.8212666511535645,2,12800
refit_orth,fz,bias2,0.8209247589111328,2,12800
refit_orth,fz,var,0.00034185059485025704,2,12800
refit,y,mspe,2.069509267807007,2.5,12800
refit,y,bias2,2.0544066429138184,2.5,12800
refit,y,var,0.0151026276871562,2.5,12800
refit,fx,mspe,0.11751677840948105,2.5,12800
refit,fx,bias2,0.10239334404468536,2.5,12800
refit,fx,var,0.015123431570827961,2.5,12800
refit,fr,mspe,0.13981086015701294,2.5,12800
refit,fr,bias2,0.12468743324279785,2.5,12800
refit,fr,var,0.015123431570827961,2.5,12800
refit,fz,mspe,1.2714861631393433,2.5,12800
refit,fz,bias2,1.2703200578689575,2.5,12800
refit,fz,var,0.0011660720920190215,2.5,12800
refit_orth,y,mspe,2.0696845054626465,2.5,12800
refit_orth,y,bias2,2.05458402633667,2.5,12800
refit_orth,y,var,0.01510046049952507,2.5,12800
refit_orth,fx,mspe,0.13481870293617249,2.5,12800
refit_orth,fx,bias2,0.12023379653692245,2.5,12800
refit_orth,fx,var,0.014584915712475777,2.5,12800
refit_orth,fr,mspe,0.117244653403759,2.5,12800
refit_orth,fr,bias2,0.10265973955392838,2.5,12800
refit_orth,fr,var,0.014584915712475777,2.5,12800
refit_orth,fz,mspe,1.275763988494873,2.5,12800
refit_orth,fz,bias2,1.2752963304519653,2.5,12800
refit_orth,fz,var,0.000467622623546049,2.5,12800
refit,y,mspe,2.5507497787475586,3,12800
refit,y,bias2,2.530708074569702,3,12800
refit,y,var,0.020041408017277718,3,12800
refit,fx,mspe,0.16727794706821442,3,12800
refit,fx,bias2,0.14730297029018402,3,12800
refit,fx,var,0.01997498609125614,3,12800
refit,fr,mspe,0.1900869756937027,3,12800
refit,fr,bias2,0.1701119989156723,3,12800
refit,fr,var,0.01997498609125614,3,12800
refit,fz,mspe,1.830763578414917,3,12800
refit,fz,bias2,1.8292425870895386,3,12800
refit,fz,var,0.0015211609425023198,3,12800
refit_orth,y,mspe,2.549558401107788,3,12800
refit_orth,y,bias2,2.52946138381958,3,12800
refit_orth,y,var,0.02009701170027256,3,12800
refit_orth,fx,mspe,0.18383803963661194,3,12800
refit_orth,fx,bias2,0.16444791853427887,3,12800
refit_orth,fx,var,0.01939013972878456,3,12800
refit_orth,fr,mspe,0.1665753573179245,3,12800
refit_orth,fr,bias2,0.14718522131443024,3,12800
refit_orth,fr,var,0.01939013972878456,3,12800
refit_orth,fz,mspe,1.8318859338760376,3,12800
refit_orth,fz,bias2,1.831263780593872,3,12800
refit_orth,fz,var,0.0006221968214958906,3,12800
