model,effect,metric,value,n,q
refit,y,var,0.0009581532794982195,12800,64
refit,fx,mspe,0.0013610324822366238,12800,64
refit,fx,bias2,0.00038375682197511196,12800,64
refit,fx,var,0.0009772757766768336,12800,64
refit,fr,mspe,0.02302182838320732,12800,64
refit,fr,bias2,0.022044554352760315,12800,64
refit,fr,var,0.0009772757766768336,12800,64
refit,fz,mspe,0.0003931573883164674,12800,64
refit,fz,bias2,6.283724360400811e-05,12800,64
refit,fz,var,0.00033032006467692554,12800,64
nam,y,mspe,1.0122005939483643,12800,64
nam,y,bias2,1.009395956993103,12800,64
nam,y,var,0.0028046148363500834,12800,64
nam,fx,mspe,0.005975702311843634,12800,64
nam,fx,bias2,0.0032885039690881968,12800,64
nam,fx,var,0.002687199041247368,12800,64
nam,fr,mspe,0.03818316385149956,12800,64
nam,fr,bias2,0.03549596667289734,12800,64
nam,fr,var,0.002687199041247368,12800,64
nam,fz,mspe,0.007386459037661552,12800,64
nam,fz,bias2,0.005638948176056147,12800,64
nam,fz,var,0.001747510745190084,12800,64
nam_mlp,y,mspe,1.006055235862732,12800,64
nam_mlp,y,bias2,1.0046619176864624,12800,64
nam_mlp,y,var,0.0013934406451880932,12800,64
nam_mlp,fx,mspe,0.0017642512684687972,12800,64
nam_mlp,fx,bias2,0.0005563519662246108,12800,64
nam_mlp,fx,var,0.0012078994186595082,12800,64
nam_mlp,fr,mspe,0.02536977268755436,12800,64
nam_mlp,fr,bias2,0.024161873385310173,12800,64
nam_mlp,fr,var,0.0012078994186595082,12800,64
nam_mlp,fz,mspe,0.0014925491996109486,12800,64
nam_mlp,fz,bias2,0.0006443270831368864,12800,64
nam_mlp,fz,var,0.0008482220582664013,12800,64
refit,y,mspe,1.0049986839294434,12800,8
refit,y,bias2,1.0040333271026611,12800,8
refit,y,var,0.0009652809239923954,12800,8
refit,fx,mspe,0.0014460532693192363,12800,8
refit,fx,bias2,0.0004780908930115402,12800,8
refit,fx,var,0.000967962434515357,12800,8
refit,fr,mspe,0.02273540012538433,12800,8
refit,fr,bias2,0.02176743745803833,12800,8
refit,fr,var,0.000967962434515357,12800,8
refit,fz,mspe,0.0003745610301848501,12800,8
refit,fz,bias2,4.200084731564857e-05,12800,8
refit,fz,var,0.0003325601574033499,12800,8
nam,y,mspe,1.0104559659957886,12800,8
nam,y,bias2,1.0081257820129395,12800,8
nam,y,var,0.0023302859626710415,12800,8
nam,fx,mspe,0.005135614890605211,12800,8
nam,fx,bias2,0.002637662924826145,12800,8
nam,fx,var,0.0024979531299322844,12800,8
nam,fr,mspe,0.03590556979179382,12800,8
nam,fr,bias2,0.03340761736035347,12800,8
nam,fr,var,0.0024979531299322844,12800,8
nam,fz,mspe,0.006199537310749292,12800,8
nam,fz,bias2,0.00445080641657114,12800,8
nam,fz,var,0.0017487312434241176,12800,8
nam_mlp,y,mspe,1.0051014423370361,12800,8
nam_mlp,y,bias2,1.0034093856811523,12800,8
nam_mlp,y,var,0.0016920522321015596,12800,8
nam_mlp,fx,mspe,0.001612423686310649,12800,8
nam_mlp,fx,bias2,0.0003535767609719187,12800,8
nam_mlp,fx,var,0.0012588468380272388,12800,8
nam_mlp,fr,mspe,0.022198520600795746,12800,8
