model,effect,metric,value,n,p
refit,fz,var,0.02649260126054287,400,4
refit_orth,y,mspe,1.1079083681106567,400,4
refit_orth,y,bias2,1.0724140405654907,400,4
refit_orth,y,var,0.03549424186348915,400,4
refit_orth,fx,mspe,0.04469495639204979,400,4
refit_orth,fx,bias2,0.0314834788441658,400,4
refit_orth,fx,var,0.013211476616561413,400,4
refit_orth,fr,mspe,0.024440303444862366,400,4
refit_orth,fr,bias2,0.011228824965655804,400,4
refit_orth,fr,var,0.013211476616561413,400,4
refit_orth,fz,mspe,0.041350316256284714,400,4
refit_orth,fz,bias2,0.01928975246846676,400,4
refit_orth,fz,var,0.022060561925172806,400,4
refit,y,mspe,1.109961986541748,400,8
refit,y,bias2,1.041460394859314,400,8
refit,y,var,0.06850168108940125,400,8
refit,fx,mspe,0.03946565464138985,400,8
refit,fx,bias2,0.015096493996679783,400,8
refit,fx,var,0.02436915785074234,400,8
refit,fr,mspe,0.043979302048683167,400,8
refit,fr,bias2,0.019610142335295677,400,8
refit,fr,var,0.02436915785074234,400,8
refit,fz,mspe,0.054961223155260086,400,8
refit,fz,bias2,0.002870196010917425,400,8
refit,fz,var,0.052091024816036224,400,8
refit_orth,y,mspe,1.1099895238876343,400,8
refit_orth,y,bias2,1.041472315788269,400,8
refit_orth,y,var,0.06851713359355927,400,8
refit_orth,fx,mspe,0.05375099182128906,400,8
refit_orth,fx,bias2,0.032063912600278854,400,8
refit_orth,fx,var,0.021687081083655357,400,8
refit_orth,fr,mspe,0.03299024701118469,400,8
refit_orth,fr,bias2,0.011303165927529335,400,8
refit_orth,fr,var,0.021687081083655357,400,8
refit_orth,fz,mspe,0.06959356367588043,400,8
refit_orth,fz,bias2,0.01767922192811966,400,8
refit_orth,fz,var,0.05191434547305107,400,8
refit,y,mspe,1.006636381149292,6400,1
refit,y,bias2,1.0041583776474,6400,1
refit,y,var,0.0024780677631497383,6400,1
refit,fx,mspe,0.0035583805292844772,6400,1
refit,fx,bias2,0.0007692558574490249,6400,1
refit,fx,var,0.002789124846458435,6400,1
refit,fr,mspe,0.027519257739186287,6400,1
refit,fr,bias2,0.024730134755373,6400,1
refit,fr,var,0.002789124846458435,6400,1
refit,fz,mspe,0.0012259759241715074,6400,1
refit,fz,bias2,0.00039213820127770305,6400,1
refit,fz,var,0.0008338378393091261,6400,1
refit_orth,y,mspe,1.0066256523132324,6400,1
refit_orth,y,bias2,1.0041447877883911,6400,1
refit_orth,y,var,0.0024808840826153755,6400,1
refit_orth,fx,mspe,0.02194228582084179,6400,1
refit_orth,fx,bias2,0.019978508353233337,6400,1
refit_orth,fx,var,0.001963779330253601,6400,1
refit_orth,fr,mspe,0.0024764833506196737,6400,1
refit_orth,fr,bias2,0.0005127040203660727,6400,1
refit_orth,fr,var,0.001963779330253601,6400,1
refit_orth,fz,mspe,0.018708975985646248,6400,1
refit_orth,fz,bias2,0.01842525042593479,6400,1
refit_orth,fz,var,0.0002837253559846431,6400,1
refit,y,mspe,0.9923517107963562,6400,16
refit,y,bias2,0.9849270582199097,6400,16
refit,y,var,0.007424628362059593,6400,16
refit,fx,mspe,0.00883366446942091,6400,16
refit,fx,bias2,0.005810437723994255,6400,16
refit,fx,var,0.003023226512596011,6400,16
refit,fr,mspe,0.029492292553186417,6400,16
refit,fr,bias2,0.026469063013792038,6400,16
refit,fr,var,0.003023226512596011,6400,16
refit,fz,mspe,0.007970734499394894,6400,16
refit,fz,bias2,0.0019323646556586027,6400,16
refit,fz,var,0.006038369610905647,6400,16
refit_orth,y,mspe,0.992354154586792,6400,16
refit_orth,y,bias2,0.9849278926849365,6400,16
refit_orth,y,var,0.007426244206726551,6400,16
refit_orth,fx,mspe,0.027046512812376022,6400,16
refit_orth,fx,bias2,0.024493327364325523,6400,16
refit_orth,fx,var,0.002553188009187579,6400,16
refit_orth,fr,mspe,0.0064508868381381035,6400,16
refit_orth,fr,bias2,0.003897699061781168,6400,16
refit_orth,fr,var,0.002553188009187579,6400,16
refit_orth,fz,mspe,0.02546468935906887,6400,16
refit_orth,fz,bias2,0.019633496180176735,6400,16
refit_orth,fz,var,0.005831192713230848,6400,16
refit,y,mspe,0.9606393575668335,6400,2
refit,y,bias2,0.9576648473739624,6400,2
refit,y,var,0.0029743611812591553,6400,2
refit,fx,mspe,0.0043593281880021095,6400,2
refit,fx,bias2,0.0016319566639140248,6400,2
refit,fx,var,0.002727371407672763,6400,2
refit,fr,mspe,0.030614715069532394,6400,2
refit,fr,bias2,0.027887344360351562,6400,2
refit,fr,var,0.002727371407672763,6400,2
refit,fz,mspe,0.0016465228982269764,6400,2
refit,fz,bias2,0.0008497325470671058,6400,2
refit,fz,var,0.0007967904093675315,6400,2
refit_orth,y,mspe,0.960642397403717,6400,2
refit_orth,y,bias2,0.957650899887085,6400,2
refit_orth,y,var,0.0029914546757936478,6400,2
refit_orth,fx,mspe,0.02544793114066124,6400,2
refit_orth,fx,bias2,0.02323474921286106,6400,2
refit_orth,fx,var,0.002213182160630822,6400,2
refit_orth,fr,mspe,0.003415967570617795,6400,2
refit_orth,fr,bias2,0.0012027854099869728,6400,2
refit_orth,fr,var,0.002213182160630822,6400,2
refit_orth,fz,mspe,0.020939573645591736,6400,2
refit_orth,fz,bias2,0.020381364971399307,6400,2
refit_orth,fz,var,0.0005582069279626012,6400,2
refit,y,mspe,1.0743540525436401,6400,4
refit,y,bias2,1.0707834959030151,6400,4
refit,y,var,0.003570660948753357,6400,4
refit,fx,mspe,0.005835873074829578,6400,4
refit,fx,bias2,0.0030786078423261642,6400,4
refit,fx,var,0.0027572649996727705,6400,4
refit,fr,mspe,0.028409995138645172,6400,4
refit,fr,bias2,0.025652732700109482,6400,4
refit,fr,var,0.0027572649996727705,6400,4
refit,fz,mspe,0.0023667251225560904,6400,4
refit,fz,bias2,0.0004471161519177258,6400,4
refit,fz,var,0.0019196091452613473,6400,4
refit_orth,y,mspe,1.0743454694747925,6400,4
refit_orth,y,bias2,1.070778489112854,6400,4
refit_orth,y,var,0.0035669608041644096,6400,4
refit_orth,fx,mspe,0.025354502722620964,6400,4
refit_orth,fx,bias2,0.02322353422641754,6400,4
refit_orth,fx,var,0.00213097152300179,6400,4
refit_orth,fr,mspe,0.004766086116433144,6400,4
refit_orth,fr,bias2,0.0026351145934313536,6400,4
refit_orth,fr,var,0.00213097152300179,6400,4
refit_orth,fz,mspe,0.021755434572696686,6400,4
refit_orth,fz,bias2,0.020297683775424957,6400,4
refit_orth,fz,var,0.0014577469555661082,6400,4
refit,y,mspe,1.0360549688339233,6400,8
refit,y,bias2,1.031131625175476,6400,8
refit,y,var,0.004923418629914522,6400,8
refit,fx,mspe,0.007972708903253078,6400,8
refit,fx,bias2,0.004801545757800341,6400,8
refit,fx,var,0.003171163145452738,6400,8
refit,fr,mspe,0.03223839029669762,6400,8
refit,fr,bias2,0.029067225754261017,6400,8
refit,fr,var,0.003171163145452738,6400,8
refit,fz,mspe,0.004303213208913803,6400,8
refit,fz,bias2,0.001306025660596788,6400,8
refit,fz,var,0.0029971874319016933,6400,8
refit_orth,y,mspe,1.03606379032135,6400,8
refit_orth,y,bias2,1.0311365127563477,6400,8
refit_orth,y,var,0.004927222616970539,6400,8
refit_orth,fx,mspe,0.02628226950764656,6400,8
refit_orth,fx,bias2,0.023915523663163185,6400,8
refit_orth,fx,var,0.002366746077314019,6400,8
refit_orth,fr,mspe,0.005762119311839342,6400,8
refit_orth,fr,bias2,0.003395373234525323,6400,8
refit_orth,fr,var,0.002366746077314019,6400,8
refit_orth,fz,mspe,0.023514889180660248,6400,8
refit_orth,fz,bias2,0.020803015679121017,6400,8
refit_orth,fz,var,0.0027118739672005177,6400,8
refit,y,mspe,1.01948881149292,800,1
refit,y,bias2,1.0076000690460205,800,1
refit,y,var,0.011888682842254639,800,1
refit,fx,mspe,0.013571910560131073,800,1
refit,fx,bias2,0.0029727923683822155,800,1
refit,fx,var,0.01059911772608757,800,1
refit,fr,mspe,0.03775894269347191,800,1
refit,fr,bias2,0.02715982496738434,800,1
refit,fr,var,0.01059911772608757,800,1
refit,fz,mspe,0.0053687975741922855,800,1
refit,fz,bias2,9.101801697397605e-05,800,1
refit,fz,var,0.0052777789533138275,800,1
refit_orth,y,mspe,1.019492745399475,800,1
refit_orth,y,bias2,1.0075982809066772,800,1
refit_orth,y,var,0.011894438415765762,800,1
refit_orth,fx,mspe,0.030975867062807083,800,1
refit_orth,fx,bias2,0.022835910320281982,800,1
refit_orth,fx,var,0.0081399567425251,800,1
refit_orth,fr,mspe,0.0108332559466362,800,1
refit_orth,fr,bias2,0.002693299436941743,800,1
refit_orth,fr,var,0.0081399567425251,800,1
refit_orth,fz,mspe,0.024139948189258575,800,1
refit_orth,fz,bias2,0.022279299795627594,800,1
refit_orth,fz,var,0.001860649324953556,800,1
refit,y,mspe,1.0449573993682861,800,16
refit,y,bias2,0.9881002902984619,800,16
refit,y,var,0.05685705319046974,800,16
refit,fx,mspe,0.025693530216813087,800,16
refit,fx,bias2,0.009526208974421024,800,16
refit,fx,var,0.016167322173714638,800,16
refit,fr,mspe,0.04019390046596527,800,16
refit,fr,bias2,0.024026580154895782,800,16
refit,fr,var,0.016167322173714638,800,16
refit,fz,mspe,0.05124077945947647,800,16
refit,fz,bias2,0.002726176055148244,800,16
refit,fz,var,0.048514604568481445,800,16
refit_orth,y,mspe,1.0449330806732178,800,16
refit_orth,y,bias2,0.9880893230438232,800,16
refit_orth,y,var,0.056843776255846024,800,16
refit_orth,fx,mspe,0.042161617428064346,800,16
refit_orth,fx,bias2,0.028672795742750168,800,16
refit_orth,fx,var,0.013488817028701305,800,16
refit_orth,fr,mspe,0.02115849405527115,800,16
refit_orth,fr,bias2,0.007669677957892418,800,16
refit_orth,fr,var,0.013488817028701305,800,16
refit_orth,fz,mspe,0.06960754096508026,800,16
refit_orth,fz,bias2,0.020144905894994736,800,16
refit_orth,fz,var,0.04946263134479523,800,16
refit,y,mspe,0.9762804508209229,800,2
refit,y,bias2,0.9618780612945557,800,2
refit,y,var,0.014402424916625023,800,2
refit,fx,mspe,0.015197331085801125,800,2
refit,fx,bias2,0.0046599870547652245,800,2
refit,fx,var,0.0105373440310359,800,2
refit,fr,mspe,0.03826801851391792,800,2
refit,fr,bias2,0.027730675414204597,800,2
refit,fr,var,0.0105373440310359,800,2
refit,fz,mspe,0.00761376041918993,800,2
refit,fz,bias2,0.00021579138410743326,800,2
refit,fz,var,0.0073979683220386505,800,2
refit_orth,y,mspe,0.976280152797699,800,2
refit_orth,y,bias2,0.9618780016899109,800,2
refit_orth,y,var,0.014402134343981743,800,2
refit_orth,fx,mspe,0.03352599963545799,800,2
refit_orth,fx,bias2,0.025784825906157494,800,2
refit_orth,fx,var,0.007741174660623074,800,2
refit_orth,fr,mspe,0.012424971908330917,800,2
refit_orth,fr,bias2,0.004683797247707844,800,2
refit_orth,fr,var,0.007741174660623074,800,2
refit_orth,fz,mspe,0.027831360697746277,800,2
refit_orth,fz,bias2,0.021511096507310867,800,2
refit_orth,fz,var,0.006320263259112835,800,2
refit,y,mspe,1.0899779796600342,800,4
refit,y,bias2,1.070327639579773,800,4
refit,y,var,0.019650278612971306,800,4
refit,fx,mspe,0.018899383023381233,800,4
refit,fx,bias2,0.007026612758636475,800,4
refit,fx,var,0.011872771196067333,800,4
refit,fr,mspe,0.034587834030389786,800,4
refit,fr,bias2,0.022715063765645027,800,4
refit,fr,var,0.011872771196067333,800,4
refit,fz,mspe,0.013489260338246822,800,4
refit,fz,bias2,0.00106087327003479,800,4
refit,fz,var,0.012428387068212032,800,4
refit_orth,y,mspe,1.0899779796600342,800,4
refit_orth,y,bias2,1.070327639579773,800,4
refit_orth,y,var,0.01965039223432541,800,4
refit_orth,fx,mspe,0.03678830713033676,800,4
refit_orth,fx,bias2,0.028393637388944626,800,4
refit_orth,fx,var,0.008394669741392136,800,4
refit_orth,fr,mspe,0.014961596578359604,800,4
refit_orth,fr,bias2,0.006566927302628756,800,4
refit_orth,fr,var,0.008394669741392136,800,4
refit_orth,fz,mspe,0.03350994735956192,800,4
refit_orth,fz,bias2,0.023334035649895668,800,4
refit_orth,fz,var,0.010175908915698528,800,4
refit,y,mspe,1.068387746810913,800,8
refit,y,bias2,1.0384149551391602,800,8
refit,y,var,0.029972730204463005,800,8
refit,fx,mspe,0.02262721210718155,800,8
refit,fx,bias2,0.008542221039533615,800,8
refit,fx,var,0.014084991067647934,800,8
refit,fr,mspe,0.03902299702167511,800,8
refit,fr,bias2,0.024938005954027176,800,8
refit,fr,var,0.014084991067647934,800,8
refit,fz,mspe,0.026004323735833168,800,8
refit,fz,bias2,0.0024607323575764894,800,8
refit,fz,var,0.023543590679764748,800,8
refit_orth,y,mspe,1.0683879852294922,800,8
refit_orth,y,bias2,1.0384151935577393,800,8
refit_orth,y,var,0.029972851276397705,800,8
refit_orth,fx,mspe,0.03996672481298447,800,8
refit_orth,fx,bias2,0.028428731486201286,800,8
refit_orth,fx,var,0.011537997983396053,800,8
refit_orth,fr,mspe,0.01855315826833248,800,8
refit_orth,fr,bias2,0.007015160750597715,800,8
refit_orth,fr,var,0.011537997983396053,800,8
refit_orth,fz,mspe,0.042039405554533005,800,8
refit_orth,fz,bias2,0.021802246570587158,800,8
refit_orth,fz,var,0.020237157121300697,800,8
