model,effect,metric,value,a,n
posthoc_web,fz,mspe,0.07795459032058716,1.0,12800
posthoc_web,fz,bias2,0.07795459032058716,1.0,12800
posthoc_web,fz,var,0.0,1.0,12800
refit,y,mspe,1.0131324529647827,0.0,1600
refit,y,bias2,1.006831169128418,0.0,1600
refit,y,var,0.006301338784396648,0.0,1600
refit,fx,mspe,0.007971520535647869,0.0,1600
refit,fx,bias2,0.0024881737772375345,0.0,1600
refit,fx,var,0.005483346059918404,0.0,1600
refit,fr,mspe,0.03364508971571922,0.0,1600
refit,fr,bias2,0.02816174179315567,0.0,1600
refit,fr,var,0.005483346059918404,0.0,1600
refit,fz,mspe,0.002643459476530552,0.0,1600
refit,fz,bias2,0.0003831266367342323,0.0,1600
refit,fz,var,0.002260332927107811,0.0,1600
refit_orth,y,mspe,1.0131211280822754,0.0,1600
refit_orth,y,bias2,1.0068252086639404,0.0,1600
refit_orth,y,var,0.0062957569025456905,0.0,1600
refit_orth,fx,mspe,0.026556335389614105,0.0,1600
refit_orth,fx,bias2,0.022158222272992134,0.0,1600
refit_orth,fx,var,0.0043981135822832584,0.0,1600
refit_orth,fr,mspe,0.006401386111974716,0.0,1600
refit_orth,fr,bias2,0.0020032732281833887,0.0,1600
refit_orth,fr,var,0.0043981135822832584,0.0,1600
refit_orth,fz,mspe,0.02218881994485855,0.0,1600
refit_orth,fz,bias2,0.02090306207537651,0.0,1600
refit_orth,fz,var,0.0012857599649578333,0.0,1600
base,y,mspe,1.0609384775161743,0.0,1600
base,y,bias2,1.0524187088012695,0.0,1600
base,y,var,0.008519768714904785,0.0,1600
base,fx,mspe,0.05537625774741173,0.0,1600
base,fx,bias2,0.04965414106845856,0.0,1600
base,fx,var,0.0057221148163080215,0.0,1600
base,fr,mspe,0.1246083676815033,0.0,1600
base,fr,bias2,0.11888626217842102,0.0,1600
base,fr,var,0.0057221148163080215,0.0,1600
base,fz,mspe,0.07795459032058716,0.0,1600
base,fz,bias2,0.07795459032058716,0.0,1600
base,fz,var,0.0,0.0,1600
posthoc_web,y,mspe,1.2465499639511108,0.0,1600
posthoc_web,y,bias2,1.2386868000030518,0.0,1600
posthoc_web,y,var,0.007863100618124008,0.0,1600
posthoc_web,fx,mspe,0.043933454900979996,0.0,1600
posthoc_web,fx,bias2,0.0390453040599823,0.0,1600
posthoc_web,fx,var,0.004888144787400961,0.0,1600
posthoc_web,fr,mspe,0.02281700074672699,0.0,1600
posthoc_web,fr,bias2,0.01792885735630989,0.0,1600
posthoc_web,fr,var,0.004888144787400961,0.0,1600
posthoc_web,fz,mspe,0.07795459032058716,0.0,1600
posthoc_web,fz,bias2,0.07795459032058716,0.0,1600
posthoc_web,fz,var,0.0,0.0,1600
refit,y,mspe,1.0143213272094727,0.1,1600
refit,y,bias2,1.0072219371795654,0.1,1600
refit,y,var,0.007099403068423271,0.1,1600
refit,fx,mspe,0.0082692326977849,0.1,1600
refit,fx,bias2,0.0029016423504799604,0.1,1600
refit,fx,var,0.0053675915114581585,0.1,1600
refit,fr,mspe,0.03533882647752762,0.1,1600
refit,fr,bias2,0.029971236363053322,0.1,1600
refit,fr,var,0.0053675915114581585,0.1,1600
refit,fz,mspe,0.003775437828153372,0.1,1600
refit,fz,bias2,0.0007754254620522261,0.1,1600
refit,fz,var,0.0030000123661011457,0.1,1600
refit_orth,y,mspe,1.014318585395813,0.1,1600
refit_orth,y,bias2,1.007226586341858,0.1,1600
refit_orth,y,var,0.007091971579939127,0.1,1600
refit_orth,fx,mspe,0.02652663178741932,0.1,1600
refit_orth,fx,bias2,0.021808914840221405,0.1,1600
refit_orth,fx,var,0.004717716947197914,0.1,1600
refit_orth,fr,mspe,0.006900763604789972,0.1,1600
refit_orth,fr,bias2,0.0021830471232533455,0.1,1600
refit_orth,fr,var,0.004717716947197914,0.1,1600
refit_orth,fz,mspe,0.02308780886232853,0.1,1600
refit_orth,fz,bias2,0.019557077437639236,0.1,1600
refit_orth,fz,var,0.0035307323560118675,0.1,1600
base,y,mspe,1.0609384775161743,0.1,1600
base,y,bias2,1.0524187088012695,0.1,1600
base,y,var,0.008519768714904785,0.1,1600
base,fx,mspe,0.05537625774741173,0.1,1600
base,fx,bias2,0.04965414106845856,0.1,1600
base,fx,var,0.0057221148163080215,0.1,1600
base,fr,mspe,0.1246083676815033,0.1,1600
base,fr,bias2,0.11888626217842102,0.1,1600
base,fr,var,0.0057221148163080215,0.1,1600
base,fz,mspe,0.07795459032058716,0.1,1600
base,fz,bias2,0.07795459032058716,0.1,1600
base,fz,var,0.0,0.1,1600
posthoc_web,y,mspe,1.244858980178833,0.1,1600
posthoc_web,y,bias2,1.2356678247451782,0.1,1600
posthoc_web,y,var,0.009191124700009823,0.1,1600
posthoc_web,fx,mspe,0.044132161885499954,0.1,1600
posthoc_web,fx,bias2,0.0379292331635952,0.1,1600
posthoc_web,fx,var,0.006202932447195053,0.1,1600
posthoc_web,fr,mspe,0.02414446324110031,0.1,1600
posthoc_web,fr,bias2,0.017941532656550407,0.1,1600
posthoc_web,fr,var,0.006202932447195053,0.1,1600
posthoc_web,fz,mspe,0.07795459032058716,0.1,1600
posthoc_web,fz,bias2,0.07795459032058716,0.1,1600
posthoc_web,fz,var,0.0,0.1,1600
refit,y,mspe,1.0193127393722534,0.2,1600
refit,y,bias2,1.009668231010437,0.2,1600
refit,y,var,0.009644623845815659,0.2,1600
refit,fx,mspe,0.010016210377216339,0.2,1600
refit,fx,bias2,0.004786900244653225,0.2,1600
refit,fx,var,0.0052293092012405396,0.2,1600
refit,fr,mspe,0.041729431599378586,0.2,1600
refit,fr,bias2,0.03650011867284775,0.2,1600
refit,fr,var,0.0052293092012405396,0.2,1600
refit,fz,mspe,0.00836025271564722,0.2,1600
refit,fz,bias2,0.003122111549600959,0.2,1600
refit,fz,var,0.005238140933215618,0.2,1600
refit_orth,y,mspe,1.0193114280700684,0.2,1600
refit_orth,y,bias2,1.0096735954284668,0.2,1600
refit_orth,y,var,0.009637891314923763,0.2,1600
refit_orth,fx,mspe,0.026721706613898277,0.2,1600
refit_orth,fx,bias2,0.020293422043323517,0.2,1600
refit_orth,fx,var,0.0064282845705747604,0.2,1600
refit_orth,fr,mspe,0.009431603364646435,0.2,1600
refit_orth,fr,bias2,0.0030033187940716743,0.2,1600
refit_orth,fr,var,0.0064282845705747604,0.2,1600
refit_orth,fz,mspe,0.02630544640123844,0.2,1600
refit_orth,fz,bias2,0.01465446874499321,0.2,1600
refit_orth,fz,var,0.011650976724922657,0.2,1600
base,y,mspe,1.0609384775161743,0.2,1600
base,y,bias2,1.0524187088012695,0.2,1600
base,y,var,0.008519768714904785,0.2,1600
base,fx,mspe,0.05537625774741173,0.2,1600
base,fx,bias2,0.04965414106845856,0.2,1600
base,fx,var,0.0057221148163080215,0.2,1600
base,fr,mspe,0.1246083676815033,0.2,1600
base,fr,bias2,0.11888626217842102,0.2,1600
base,fr,var,0.0057221148163080215,0.2,1600
base,fz,mspe,0.07795459032058716,0.2,1600
base,fz,bias2,0.07795459032058716,0.2,1600
base,fz,var,0.0,0.2,1600
posthoc_web,y,mspe,1.2370481491088867,0.2,1600
posthoc_web,y,bias2,1.2230833768844604,0.2,1600
posthoc_web,y,var,0.013964804820716381,0.2,1600
posthoc_web,fx,mspe,0.04493609443306923,0.2,1600
posthoc_web,fx,bias2,0.0339689627289772,0.2,1600
posthoc_web,fx,var,0.0109671326354146,0.2,1600
posthoc_web,fr,mspe,0.029196949675679207,0.2,1600
posthoc_web,fr,bias2,0.01822981797158718,0.2,1600
posthoc_web,fr,var,0.0109671326354146,0.2,1600
posthoc_web,fz,mspe,0.07795459032058716,0.2,1600
posthoc_web,fz,bias2,0.07795459032058716,0.2,1600
posthoc_web,fz,var,0.0,0.2,1600
refit,y,mspe,1.028194785118103,0.3,1600
refit,y,bias2,1.0156611204147339,0.3,1600
refit,y,var,0.012533637695014477,0.3,1600
refit,fx,mspe,0.015229851007461548,0.3,1600
refit,fx,bias2,0.009996856562793255,0.3,1600
refit,fx,var,0.005232993513345718,0.3,1600
refit,fr,mspe,0.055238399654626846,0.3,1600
refit,fr,bias2,0.05000540614128113,0.3,1600
refit,fr,var,0.005232993513345718,0.3,1600
refit,fz,mspe,0.018627718091011047,0.3,1600
refit,fz,bias2,0.010938462801277637,0.3,1600
refit,fz,var,0.0076892562210559845,0.3,1600
refit_orth,y,mspe,1.0281929969787598,0.3,1600
refit_orth,y,bias2,1.0156646966934204,0.3,1600
refit_orth,y,var,0.01252835988998413,0.3,1600
refit_orth,fx,mspe,0.02805694378912449,0.3,1600
refit_orth,fx,bias2,0.016920305788517,0.3,1600
refit_orth,fx,var,0.011136638931930065,0.3,1600
refit_orth,fr,mspe,0.016777152195572853,0.3,1600
refit_orth,fr,bias2,0.005640515126287937,0.3,1600
refit_orth,fr,var,0.011136638931930065,0.3,1600
refit_orth,fz,mspe,0.03269597142934799,0.3,1600
refit_orth,fz,bias2,0.006823396775871515,0.3,1600
refit_orth,fz,var,0.025872578844428062,0.3,1600
base,y,mspe,1.0609384775161743,0.3,1600
base,y,bias2,1.0524187088012695,0.3,1600
base,y,var,0.008519768714904785,0.3,1600
base,fx,mspe,0.05537625774741173,0.3,1600
base,fx,bias2,0.04965414106845856,0.3,1600
base,fx,var,0.0057221148163080215,0.3,1600
base,fr,mspe,0.1246083676815033,0.3,1600
base,fr,bias2,0.11888626217842102,0.3,1600
base,fr,var,0.0057221148163080215,0.3,1600
base,fz,mspe,0.07795459032058716,0.3,1600
base,fz,bias2,0.07795459032058716,0.3,1600
base,fz,var,0.0,0.3,1600
posthoc_web,y,mspe,1.2201975584030151,0.3,1600
posthoc_web,y,bias2,1.197908878326416,0.3,1600
posthoc_web,y,var,0.02228866145014763,0.3,1600
posthoc_web,fx,mspe,0.04651119187474251,0.3,1600
posthoc_web,fx,bias2,0.02722099982202053,0.3,1600
posthoc_web,fx,var,0.019290193915367126,0.3,1600
posthoc_web,fr,mspe,0.0395217090845108,0.3,1600
posthoc_web,fr,bias2,0.020231513306498528,0.3,1600
posthoc_web,fr,var,0.019290193915367126,0.3,1600
posthoc_web,fz,mspe,0.07795459032058716,0.3,1600
posthoc_web,fz,bias2,0.07795459032058716,0.3,1600
posthoc_web,fz,var,0.0,0.3,1600
refit,y,mspe,1.037916660308838,0.4,1600
refit,y,bias2,1.024322271347046,0.4,1600
refit,y,var,0.013594381511211395,0.4,1600
refit,fx,mspe,0.023906437680125237,0.4,1600
refit,fx,bias2,0.018711037933826447,0.4,1600
refit,fx,var,0.005195400677621365,0.4,1600
refit,fr,mspe,0.07284262031316757,0.4,1600
refit,fr,bias2,0.06764721870422363,0.4,1600
refit,fr,var,0.005195400677621365,0.4,1600
refit,fz,mspe,0.03356968238949776,0.4,1600
refit,fz,bias2,0.025170311331748962,0.4,1600
refit,fz,var,0.00839936826378107,0.4,1600
refit_orth,y,mspe,1.0379290580749512,0.4,1600
refit_orth,y,bias2,1.0243295431137085,0.4,1600
refit_orth,y,var,0.013599473983049393,0.4,1600
refit_orth,fx,mspe,0.0313175767660141,0.4,1600
refit_orth,fx,bias2,0.012561512179672718,0.4,1600
refit_orth,fx,var,0.018756065517663956,0.4,1600
refit_orth,fr,mspe,0.03182153403759003,0.4,1600
refit_orth,fr,bias2,0.013065464794635773,0.4,1600
refit_orth,fr,var,0.018756065517663956,0.4,1600
refit_orth,fz,mspe,0.04229661822319031,0.4,1600
refit_orth,fz,bias2,0.0010086100082844496,0.4,1600
refit_orth,fz,var,0.04128800332546234,0.4,1600
base,y,mspe,1.0609384775161743,0.4,1600
base,y,bias2,1.0524187088012695,0.4,1600
base,y,var,0.008519768714904785,0.4,1600
base,fx,mspe,0.05537625774741173,0.4,1600
base,fx,bias2,0.04965414106845856,0.4,1600
base,fx,var,0.0057221148163080215,0.4,1600
base,fr,mspe,0.1246083676815033,0.4,1600
base,fr,bias2,0.11888626217842102,0.4,1600
base,fr,var,0.0057221148163080215,0.4,1600
base,fz,mspe,0.07795459032058716,0.4,1600
base,fz,bias2,0.07795459032058716,0.4,1600
base,fz,var,0.0,0.4,1600
posthoc_web,y,mspe,1.1927902698516846,0.4,1600
posthoc_web,y,bias2,1.1615318059921265,0.4,1600
posthoc_web,y,var,0.03125837445259094,0.4,1600
posthoc_web,fx,mspe,0.04873892292380333,0.4,1600
posthoc_web,fx,bias2,0.020465321838855743,0.4,1600
posthoc_web,fx,var,0.028273606672883034,0.4,1600
posthoc_web,fr,mspe,0.05557619035243988,0.4,1600
posthoc_web,fr,bias2,0.027302589267492294,0.4,1600
posthoc_web,fr,var,0.028273606672883034,0.4,1600
posthoc_web,fz,mspe,0.07795459032058716,0.4,1600
posthoc_web,fz,bias2,0.07795459032058716,0.4,1600
posthoc_web,fz,var,0.0,0.4,1600
refit,y,mspe,1.0464380979537964,0.5,1600
refit,y,bias2,1.0334951877593994,0.5,1600
refit,y,var,0.012942829169332981,0.5,1600
refit,fx,mspe,0.03338458761572838,0.5,1600
refit,fx,bias2,0.028029946610331535,0.5,1600
refit,fx,var,0.005354640539735556,0.5,1600
refit,fr,mspe,0.08960382640361786,0.5,1600
refit,fr,bias2,0.08424918353557587,0.5,1600
refit,fr,var,0.005354640539735556,0.5,1600
refit,fz,mspe,0.049290236085653305,0.5,1600
refit,fz,bias2,0.04210320860147476,0.5,1600
refit,fz,var,0.007187029346823692,0.5,1600
refit_orth,y,mspe,1.0464732646942139,0.5,1600
refit_orth,y,bias2,1.0335074663162231,0.5,1600
refit_orth,y,var,0.012965860776603222,0.5,1600
refit_orth,fx,mspe,0.03643183410167694,0.5,1600
refit_orth,fx,bias2,0.011256106197834015,0.5,1600
refit_orth,fx,var,0.025175727903842926,0.5,1600
refit_orth,fr,mspe,0.05389656126499176,0.5,1600
refit_orth,fr,bias2,0.028720833361148834,0.5,1600
refit_orth,fr,var,0.025175727903842926,0.5,1600
refit_orth,fz,mspe,0.05361155420541763,0.5,1600
refit_orth,fz,bias2,0.0052846153266727924,0.5,1600
refit_orth,fz,var,0.04832693934440613,0.5,1600
base,y,mspe,1.0609384775161743,0.5,1600
base,y,bias2,1.0524187088012695,0.5,1600
base,y,var,0.008519768714904785,0.5,1600
base,fx,mspe,0.05537625774741173,0.5,1600
base,fx,bias2,0.04965414106845856,0.5,1600
base,fx,var,0.0057221148163080215,0.5,1600
base,fr,mspe,0.1246083676815033,0.5,1600
base,fr,bias2,0.11888626217842102,0.5,1600
base,fr,var,0.0057221148163080215,0.5,1600
base,fz,mspe,0.07795459032058716,0.5,1600
base,fz,bias2,0.07795459032058716,0.5,1600
base,fz,var,0.0,0.5,1600
posthoc_web,y,mspe,1.1574231386184692,0.5,1600
posthoc_web,y,bias2,1.1221365928649902,0.5,1600
posthoc_web,y,var,0.03528657555580139,0.5,1600
posthoc_web,fx,mspe,0.051115021109580994,0.5,1600
posthoc_web,fx,bias2,0.018782250583171844,0.5,1600
posthoc_web,fx,var,0.03233276680111885,0.5,1600
posthoc_web,fr,mspe,0.07535583525896072,0.5,1600
posthoc_web,fr,bias2,0.043023061007261276,0.5,1600
posthoc_web,fr,var,0.03233276680111885,0.5,1600
posthoc_web,fz,mspe,0.07795459032058716,0.5,1600
posthoc_web,fz,bias2,0.07795459032058716,0.5,1600
posthoc_web,fz,var,0.0,0.5,1600
refit,y,mspe,1.0527725219726562,0.6,1600
refit,y,bias2,1.0414791107177734,0.6,1600
refit,y,var,0.01129348948597908,0.6,1600
refit,fx,mspe,0.04132706671953201,0.6,1600
refit,fx,bias2,0.03582313656806946,0.6,1600
refit,fx,var,0.0055039310827851295,0.6,1600
refit,fr,mspe,0.10264875739812851,0.6,1600
refit,fr,bias2,0.09714483469724655,0.6,1600
refit,fr,var,0.0055039310827851295,0.6,1600
refit,fz,mspe,0.06233591213822365,0.6,1600
refit,fz,bias2,0.05719911679625511,0.6,1600
refit,fz,var,0.005136794876307249,0.6,1600
refit_orth,y,mspe,1.0527775287628174,0.6,1600
refit_orth,y,bias2,1.0414751768112183,0.6,1600
refit_orth,y,var,0.011302364058792591,0.6,1600
refit_orth,fx,mspe,0.042158231139183044,0.6,1600
refit_orth,fx,bias2,0.017250895500183105,0.6,1600
refit_orth,fx,var,0.024907341226935387,0.6,1600
refit_orth,fr,mspe,0.07794614136219025,0.6,1600
refit_orth,fr,bias2,0.05303880199790001,0.6,1600
refit_orth,fr,var,0.024907341226935387,0.6,1600
refit_orth,fz,mspe,0.06411702930927277,0.6,1600
refit_orth,fz,bias2,0.022554993629455566,0.6,1600
refit_orth,fz,var,0.0415620356798172,0.6,1600
base,y,mspe,1.0609384775161743,0.6,1600
base,y,bias2,1.0524187088012695,0.6,1600
base,y,var,0.008519768714904785,0.6,1600
base,fx,mspe,0.05537625774741173,0.6,1600
base,fx,bias2,0.04965414106845856,0.6,1600
base,fx,var,0.0057221148163080215,0.6,1600
base,fr,mspe,0.1246083676815033,0.6,1600
base,fr,bias2,0.11888626217842102,0.6,1600
base,fr,var,0.0057221148163080215,0.6,1600
base,fz,mspe,0.07795459032058716,0.6,1600
base,fz,bias2,0.07795459032058716,0.6,1600
base,fz,var,0.0,0.6,1600
posthoc_web,y,mspe,1.1213222742080688,0.6,1600
posthoc_web,y,bias2,1.0900312662124634,0.6,1600
posthoc_web,y,var,0.03129102289676666,0.6,1600
posthoc_web,fx,mspe,0.05306445062160492,0.6,1600
posthoc_web,fx,bias2,0.02468368038535118,0.6,1600
posthoc_web,fx,var,0.02838077023625374,0.6,1600
posthoc_web,fr,mspe,0.09466896951198578,0.6,1600
posthoc_web,fr,bias2,0.06628820300102234,0.6,1600
posthoc_web,fr,var,0.02838077023625374,0.6,1600
posthoc_web,fz,mspe,0.07795459032058716,0.6,1600
posthoc_web,fz,bias2,0.07795459032058716,0.6,1600
posthoc_web,fz,var,0.0,0.6,1600
refit,y,mspe,1.056712031364441,0.7,1600
refit,y,bias2,1.04705810546875,0.7,1600
refit,y,var,0.009653928689658642,0.7,1600
refit,fx,mspe,0.04700880125164986,0.7,1600
refit,fx,bias2,0.04143740236759186,0.7,1600
refit,fx,var,0.005571398884057999,0.7,1600
refit,fr,mspe,0.11165312677621841,0.7,1600
refit,fr,bias2,0.10608173161745071,0.7,1600
refit,fr,var,0.005571398884057999,0.7,1600
refit,fz,mspe,0.07117902487516403,0.7,1600
refit,fz,bias2,0.06791902333498001,0.7,1600
refit,fz,var,0.003260001540184021,0.7,1600
refit_orth,y,mspe,1.0567185878753662,0.7,1600
refit_orth,y,bias2,1.0470575094223022,0.7,1600
refit_orth,y,var,0.009661135263741016,0.7,1600
refit_orth,fx,mspe,0.04716365784406662,0.7,1600
refit_orth,fx,bias2,0.02848988212645054,0.7,1600
refit_orth,fx,var,0.018673773854970932,0.7,1600
refit_orth,fr,mspe,0.09833437204360962,0.7,1600
refit_orth,fr,bias2,0.07966059446334839,0.7,1600
refit_orth,fr,var,0.018673773854970932,0.7,1600
refit_orth,fz,mspe,0.07190381735563278,0.7,1600
refit_orth,fz,bias2,0.045550938695669174,0.7,1600
refit_orth,fz,var,0.026352882385253906,0.7,1600
base,y,mspe,1.0609384775161743,0.7,1600
base,y,bias2,1.0524187088012695,0.7,1600
base,y,var,0.008519768714904785,0.7,1600
base,fx,mspe,0.05537625774741173,0.7,1600
base,fx,bias2,0.04965414106845856,0.7,1600
base,fx,var,0.0057221148163080215,0.7,1600
base,fr,mspe,0.1246083676815033,0.7,1600
base,fr,bias2,0.11888626217842102,0.7,1600
base,fr,var,0.0057221148163080215,0.7,1600
base,fz,mspe,0.07795459032058716,0.7,1600
base,fz,bias2,0.07795459032058716,0.7,1600
base,fz,var,0.0,0.7,1600
posthoc_web,y,mspe,1.0921664237976074,0.7,1600
posthoc_web,y,bias2,1.069653034210205,0.7,1600
posthoc_web,y,var,0.022513372823596,0.7,1600
posthoc_web,fx,mspe,0.05436277762055397,0.7,1600
posthoc_web,fx,bias2,0.034714024513959885,0.7,1600
posthoc_web,fx,var,0.019648754969239235,0.7,1600
posthoc_web,fr,mspe,0.1097002774477005,0.7,1600
posthoc_web,fr,bias2,0.09005151689052582,0.7,1600
posthoc_web,fr,var,0.019648754969239235,0.7,1600
posthoc_web,fz,mspe,0.07795459032058716,0.7,1600
posthoc_web,fz,bias2,0.07795459032058716,0.7,1600
posthoc_web,fz,var,0.0,0.7,1600
refit,y,mspe,1.0589996576309204,0.8,1600
refit,y,bias2,1.0504882335662842,0.8,1600
refit,y,var,0.008511378429830074,0.8,1600
refit,fx,mspe,0.05000435933470726,0.8,1600
refit,fx,bias2,0.044459689408540726,0.8,1600
refit,fx,var,0.0055446685291826725,0.8,1600
refit,fr,mspe,0.11632756143808365,0.8,1600
refit,fr,bias2,0.11078289151191711,0.8,1600
refit,fr,var,0.0055446685291826725,0.8,1600
refit,fz,mspe,0.07619216293096542,0.8,1600
refit,fz,bias2,0.07414712756872177,0.8,1600
refit,fz,var,0.0020450372248888016,0.8,1600
refit_orth,y,mspe,1.0589905977249146,0.8,1600
refit_orth,y,bias2,1.0504820346832275,0.8,1600
refit_orth,y,var,0.008508717641234398,0.8,1600
refit_orth,fx,mspe,0.050142802298069,0.8,1600
refit_orth,fx,bias2,0.038662344217300415,0.8,1600
refit_orth,fx,var,0.01148045901209116,0.8,1600
refit_orth,fr,mspe,0.11120086908340454,0.8,1600
refit_orth,fr,bias2,0.09972040355205536,0.8,1600
refit_orth,fr,var,0.01148045901209116,0.8,1600
refit_orth,fz,mspe,0.07657351344823837,0.8,1600
refit_orth,fz,bias2,0.06442894041538239,0.8,1600
refit_orth,fz,var,0.012144576758146286,0.8,1600
base,y,mspe,1.0609384775161743,0.8,1600
base,y,bias2,1.0524187088012695,0.8,1600
base,y,var,0.008519768714904785,0.8,1600
base,fx,mspe,0.05537625774741173,0.8,1600
base,fx,bias2,0.04965414106845856,0.8,1600
base,fx,var,0.0057221148163080215,0.8,1600
base,fr,mspe,0.1246083676815033,0.8,1600
base,fr,bias2,0.11888626217842102,0.8,1600
base,fr,var,0.0057221148163080215,0.8,1600
base,fz,mspe,0.07795459032058716,0.8,1600
base,fz,bias2,0.07795459032058716,0.8,1600
base,fz,var,0.0,0.8,1600
posthoc_web,y,mspe,1.0734056234359741,0.8,1600
posthoc_web,y,bias2,1.0589176416397095,0.8,1600
posthoc_web,y,var,0.014487916603684425,0.8,1600
posthoc_web,fx,mspe,0.05512072890996933,0.8,1600
posthoc_web,fx,bias2,0.04345884919166565,0.8,1600
posthoc_web,fx,var,0.01166188158094883,0.8,1600
posthoc_web,fr,mspe,0.1191064640879631,0.8,1600
posthoc_web,fr,bias2,0.10744459182024002,0.8,1600
posthoc_web,fr,var,0.01166188158094883,0.8,1600
posthoc_web,fz,mspe,0.07795459032058716,0.8,1600
posthoc_web,fz,bias2,0.07795459032058716,0.8,1600
posthoc_web,fz,var,0.0,0.8,1600
refit,y,mspe,1.060003399848938,0.9,1600
refit,y,bias2,1.0521093606948853,0.9,1600
refit,y,var,0.007893918082118034,0.9,1600
refit,fx,mspe,0.05156242474913597,0.9,1600
refit,fx,bias2,0.046027496457099915,0.9,1600
refit,fx,var,0.005534927826374769,0.9,1600
refit,fr,mspe,0.11873659491539001,0.9,1600
refit,fr,bias2,0.11320165544748306,0.9,1600
refit,fr,var,0.005534927826374769,0.9,1600
refit,fz,mspe,0.0785350576043129,0.9,1600
refit,fz,bias2,0.07713999599218369,0.9,1600
refit,fz,var,0.0013950592838227749,0.9,1600
refit_orth,y,mspe,1.0600069761276245,0.9,1600
refit_orth,y,bias2,1.0521183013916016,0.9,1600
refit_orth,y,var,0.007888661697506905,0.9,1600
refit_orth,fx,mspe,0.05179670825600624,0.9,1600
refit_orth,fx,bias2,0.04471510276198387,0.9,1600
refit_orth,fx,var,0.007081606891006231,0.9,1600
refit_orth,fr,mspe,0.11782880872488022,0.9,1600
refit_orth,fr,bias2,0.11074720323085785,0.9,1600
refit_orth,fr,var,0.007081606891006231,0.9,1600
refit_orth,fz,mspe,0.07874859124422073,0.9,1600
refit_orth,fz,bias2,0.07492464780807495,0.9,1600
refit_orth,fz,var,0.0038239359855651855,0.9,1600
base,y,mspe,1.0609384775161743,0.9,1600
base,y,bias2,1.0524187088012695,0.9,1600
base,y,var,0.008519768714904785,0.9,1600
base,fx,mspe,0.05537625774741173,0.9,1600
base,fx,bias2,0.04965414106845856,0.9,1600
base,fx,var,0.0057221148163080215,0.9,1600
base,fr,mspe,0.1246083676815033,0.9,1600
base,fr,bias2,0.11888626217842102,0.9,1600
base,fr,var,0.0057221148163080215,0.9,1600
base,fz,mspe,0.07795459032058716,0.9,1600
base,fz,bias2,0.07795459032058716,0.9,1600
base,fz,var,0.0,0.9,1600
posthoc_web,y,mspe,1.064062476158142,0.9,1600
posthoc_web,y,bias2,1.0540755987167358,0.9,1600
posthoc_web,y,var,0.009986774064600468,0.9,1600
posthoc_web,fx,mspe,0.055526260286569595,0.9,1600
posthoc_web,fx,bias2,0.04833747074007988,0.9,1600
posthoc_web,fx,var,0.007188788615167141,0.9,1600
posthoc_web,fr,mspe,0.1236785352230072,0.9,1600
posthoc_web,fr,bias2,0.11648974567651749,0.9,1600
posthoc_web,fr,var,0.007188788615167141,0.9,1600
posthoc_web,fz,mspe,0.07795459032058716,0.9,1600
posthoc_web,fz,bias2,0.07795459032058716,0.9,1600
posthoc_web,fz,var,0.0,0.9,1600
refit,y,mspe,1.0604766607284546,1.0,1600
refit,y,bias2,1.0527116060256958,1.0,1600
refit,y,var,0.0077649932354688644,1.0,1600
refit,fx,mspe,0.05243272706866264,1.0,1600
refit,fx,bias2,0.0468037985265255,1.0,1600
refit,fx,var,0.00562893133610487,1.0,1600
refit,fr,mspe,0.12002628296613693,1.0,1600
refit,fr,bias2,0.11439735442399979,1.0,1600
refit,fr,var,0.00562893133610487,1.0,1600
refit,fz,mspe,0.07921326905488968,1.0,1600
refit,fz,bias2,0.07804691046476364,1.0,1600
refit,fz,var,0.0011663618497550488,1.0,1600
refit_orth,y,mspe,1.0604984760284424,1.0,1600
refit_orth,y,bias2,1.0527235269546509,1.0,1600
refit_orth,y,var,0.0077750589698553085,1.0,1600
refit_orth,fx,mspe,0.05271102115511894,1.0,1600
refit_orth,fx,bias2,0.04680187255144119,1.0,1600
refit_orth,fx,var,0.005909152794629335,1.0,1600
refit_orth,fr,mspe,0.1202879399061203,1.0,1600
refit_orth,fr,bias2,0.11437879502773285,1.0,1600
refit_orth,fr,var,0.005909152794629335,1.0,1600
refit_orth,fz,mspe,0.07928238809108734,1.0,1600
refit_orth,fz,bias2,0.0780191496014595,1.0,1600
refit_orth,fz,var,0.001263239188119769,1.0,1600
base,y,mspe,1.0609384775161743,1.0,1600
base,y,bias2,1.0524187088012695,1.0,1600
base,y,var,0.008519768714904785,1.0,1600
base,fx,mspe,0.05537625774741173,1.0,1600
base,fx,bias2,0.04965414106845856,1.0,1600
base,fx,var,0.0057221148163080215,1.0,1600
base,fr,mspe,0.1246083676815033,1.0,1600
base,fr,bias2,0.11888626217842102,1.0,1600
base,fr,var,0.0057221148163080215,1.0,1600
base,fz,mspe,0.07795459032058716,1.0,1600
base,fz,bias2,0.07795459032058716,1.0,1600
base,fz,var,0.0,1.0,1600
posthoc_web,y,mspe,1.061331033706665,1.0,1600
posthoc_web,y,bias2,1.0524898767471313,1.0,1600
posthoc_web,y,var,0.008841103874146938,1.0,1600
posthoc_web,fx,mspe,0.055715933442115784,1.0,1600
posthoc_web,fx,bias2,0.04965444654226303,1.0,1600
posthoc_web,fx,var,0.006061490625143051,1.0,1600
posthoc_web,fr,mspe,0.12493913620710373,1.0,1600
posthoc_web,fr,bias2,0.11887764930725098,1.0,1600
posthoc_web,fr,var,0.006061490625143051,1.0,1600
