,confounding,q,Run,Model,Metric,MSE,Bias,Var
909,False,1024,1,Covar NN,yhat,1.129484,-0.005792883,1.1295635
910,False,1024,1,Covar NN,fxhat,0.123867504,-3.8147737e-05,0.12387988
911,False,1024,1,Covar NN,fzhat,0.0010830502,-0.0042782756,0.0010648529
912,False,1024,2,NN,yhat,2.154277,-0.03821165,2.1530323
913,False,1024,2,NN,fxhat,7.87676,2.7696648,0.20573793
914,False,1024,2,NN,fzhat,8.781742,-2.7938387,0.976306
915,False,1024,2,Covar NN,yhat,1.0870043,-0.034649186,1.0859122
916,False,1024,2,Covar NN,fxhat,0.12509556,0.14298713,0.10466069
917,False,1024,2,Covar NN,fzhat,0.028140265,-0.16359885,0.0013758225
918,False,1024,3,NN,yhat,2.2300658,0.12966771,2.2134733
919,False,1024,3,NN,fxhat,8.677921,2.9124448,0.19560619
920,False,1024,3,NN,fzhat,8.776862,-2.7881842,1.0029914
921,False,1024,3,Covar NN,yhat,1.1412594,0.09841671,1.1316867
922,False,1024,3,Covar NN,fxhat,0.23407729,0.3573018,0.106423326
923,False,1024,3,Covar NN,fzhat,0.07077717,-0.26429215,0.00092692464
924,False,1024,4,NN,yhat,2.1644297,-0.011813657,2.1645067
925,False,1024,4,NN,fxhat,7.7421875,2.7444382,0.21026771
926,False,1024,4,NN,fzhat,8.554808,-2.7455897,1.0166476
927,False,1024,4,Covar NN,yhat,1.0952054,-0.0011836018,1.0953135
928,False,1024,4,Covar NN,fxhat,0.11967069,0.07079376,0.11467041
929,False,1024,4,Covar NN,fzhat,0.004322721,-0.061315697,0.00056316186
930,False,1024,5,NN,yhat,2.196179,-0.052601043,2.1936314
931,False,1024,5,NN,fxhat,7.7389054,2.7440736,0.20898537
932,False,1024,5,NN,fzhat,8.774288,-2.7921414,0.9783314
933,False,1024,5,Covar NN,yhat,1.1322104,0.08747774,1.1246704
934,False,1024,5,Covar NN,fxhat,0.11672236,0.1158345,0.10331506
935,False,1024,5,Covar NN,fzhat,0.00088974915,-0.023823306,0.00032223144
936,False,1024,6,NN,yhat,2.1691117,-0.08285039,2.1624637
937,False,1024,6,NN,fxhat,7.432141,2.6906135,0.19276017
938,False,1024,6,NN,fzhat,8.612484,-2.757772,1.0072784
939,False,1024,6,Covar NN,yhat,1.1017326,-0.068981476,1.0970838
940,False,1024,6,Covar NN,fxhat,0.16186635,-0.22750445,0.110119075
941,False,1024,6,Covar NN,fzhat,0.0317922,0.1742147,0.0014415777
942,False,1024,7,NN,yhat,2.2406645,-0.0064212326,2.240847
943,False,1024,7,NN,fxhat,4.1983967,1.989832,0.23899035
944,False,1024,7,NN,fzhat,4.97008,-1.9962939,0.98498976
945,False,1024,7,Covar NN,yhat,1.1452662,-0.010826422,1.1452637
946,False,1024,7,Covar NN,fxhat,0.117653586,0.041507997,0.11594228
947,False,1024,7,Covar NN,fzhat,0.0048389044,-0.05237498,0.0020959757
948,False,1024,8,NN,yhat,2.214202,-0.069013245,2.20966
949,False,1024,8,NN,fxhat,7.669649,2.7331636,0.19948572
950,False,1024,8,NN,fzhat,8.773374,-2.7870893,1.0056067
951,False,1024,8,Covar NN,yhat,1.1153363,-0.02661073,1.1147397
952,False,1024,8,Covar NN,fxhat,0.21233052,-0.3221372,0.108568996
953,False,1024,8,Covar NN,fzhat,0.097690664,0.31061366,0.001209935
954,False,1024,9,NN,yhat,2.276949,-0.0137628345,2.2769873
955,False,1024,9,NN,fxhat,4.3179274,2.0166724,0.25098535
956,False,1024,9,NN,fzhat,5.1619964,-2.0337641,1.0259035
957,False,1024,9,Covar NN,yhat,1.1180266,-0.001300352,1.1181366
958,False,1024,9,Covar NN,fxhat,0.19129685,-0.26017484,0.12361826
959,False,1024,9,Covar NN,fzhat,0.06586248,0.25554603,0.0005587702
960,False,1024,10,NN,yhat,2.1937253,-0.069044165,2.1891773
961,False,1024,10,NN,fxhat,7.406238,2.6812348,0.21724017
962,False,1024,10,NN,fzhat,8.546442,-2.7465487,1.003013
963,False,1024,10,Covar NN,yhat,1.1051677,-0.04056218,1.1036327
964,False,1024,10,Covar NN,fxhat,0.11759496,0.09236377,0.10907481
965,False,1024,10,Covar NN,fzhat,0.018279696,-0.12919532,0.0015884269
966,False,1024,11,NN,yhat,2.2625594,-0.031194458,2.2618124
967,False,1024,11,NN,fxhat,7.8348804,2.7588944,0.22340532
968,False,1024,11,NN,fzhat,8.750196,-2.7849634,0.9942754
969,False,1024,11,Covar NN,yhat,1.1472238,4.7542573e-05,1.1473385
970,False,1024,11,Covar NN,fxhat,0.1351612,-0.1275912,0.11889358
971,False,1024,11,Covar NN,fzhat,0.018911615,0.13276418,0.001285416
972,False,1024,12,NN,yhat,2.1810946,0.11609972,2.1678321
973,False,1024,12,NN,fxhat,8.719863,2.9206336,0.18978001
974,False,1024,12,NN,fzhat,8.859916,-2.807917,0.97561425
975,False,1024,12,Covar NN,yhat,1.1192125,0.021260643,1.1188724
976,False,1024,12,Covar NN,fxhat,0.19101529,0.2912303,0.106210835
977,False,1024,12,Covar NN,fzhat,0.07773032,-0.2733523,0.00300915
978,False,1024,13,NN,yhat,2.196972,-0.0521685,2.19447
979,False,1024,13,NN,fxhat,7.5328326,2.7104414,0.18635829
980,False,1024,13,NN,fzhat,8.6920395,-2.7740848,0.99659246
981,False,1024,13,Covar NN,yhat,1.1202346,0.0762677,1.1145293
982,False,1024,13,Covar NN,fxhat,0.13956304,0.19507262,0.101519875
983,False,1024,13,Covar NN,fzhat,0.018228965,-0.13027985,0.0012562516
984,False,1024,14,NN,yhat,2.25113,-0.13697799,2.2325904
985,False,1024,14,NN,fxhat,7.0725813,2.6156957,0.23074095
986,False,1024,14,NN,fzhat,8.570181,-2.754624,0.9823266
987,False,1024,14,Covar NN,yhat,1.1317898,-0.0026216994,1.1318961
988,False,1024,14,Covar NN,fxhat,0.19346291,-0.2736711,0.11857891
989,False,1024,14,Covar NN,fzhat,0.07294243,0.2690992,0.0005281068
990,False,1024,15,NN,yhat,2.259241,0.11583817,2.2460475
991,False,1024,15,NN,fxhat,8.521685,2.8836198,0.20644175
992,False,1024,15,NN,fzhat,8.711153,-2.7767932,1.0006737
993,False,1024,15,Covar NN,yhat,1.1342176,0.078276254,1.1282033
994,False,1024,15,Covar NN,fxhat,0.2828707,0.41641486,0.109480344
995,False,1024,15,Covar NN,fzhat,0.12245731,-0.34715,0.0019443933
996,False,1024,16,NN,yhat,2.2655985,-0.031211844,2.2648509
997,False,1024,16,NN,fxhat,4.8568892,2.145875,0.25213423
998,False,1024,16,NN,fzhat,5.6815963,-2.1633937,1.0014243
999,False,1024,16,Covar NN,yhat,1.1281757,-0.027890304,1.1275108
1000,False,1024,16,Covar NN,fxhat,0.15323453,0.21441525,0.10727136
1001,False,1024,16,Covar NN,fzhat,0.054534644,-0.22861242,0.002271227
1002,False,1024,17,NN,yhat,2.2676601,0.08706742,2.2603054
1003,False,1024,17,NN,fxhat,8.014711,2.7923667,0.21742001
1004,False,1024,17,NN,fzhat,8.377276,-2.7144816,1.0089647
1005,False,1024,17,Covar NN,yhat,1.1296768,0.0048093824,1.1297667
1006,False,1024,17,Covar NN,fxhat,0.21348216,0.31428817,0.11471658
1007,False,1024,17,Covar NN,fzhat,0.10289397,-0.3186618,0.0013487322
1008,False,1024,18,NN,yhat,2.1729429,-0.07800299,2.1670752
1009,False,1024,18,NN,fxhat,7.354213,2.6781402,0.1817971
1010,False,1024,18,NN,fzhat,8.601718,-2.7575302,0.9978455
1011,False,1024,18,Covar NN,yhat,1.0974308,0.05206968,1.0948291
1012,False,1024,18,Covar NN,fxhat,0.09809242,0.03897318,0.096583165
1013,False,1024,18,Covar NN,fzhat,0.002122139,0.011709523,0.001985225
1014,False,1024,19,NN,yhat,2.2089515,0.103983484,2.1983588
1015,False,1024,19,NN,fxhat,8.438683,2.8675976,0.21558999
1016,False,1024,19,NN,fzhat,8.577165,-2.753593,0.9949906
1017,False,1024,19,Covar NN,yhat,1.0871665,0.013056137,1.0871048
1018,False,1024,19,Covar NN,fxhat,0.22410594,0.35422796,0.09863835
1019,False,1024,19,Covar NN,fzhat,0.112174705,-0.33115083,0.0025140878
1020,False,1024,20,NN,yhat,2.2029104,-0.07433336,2.1976047
1021,False,1024,20,NN,fxhat,7.5238414,2.7056713,0.20320624
1022,False,1024,20,NN,fzhat,8.765104,-2.7893631,0.98465663
1023,False,1024,20,Covar NN,yhat,1.112469,0.03961942,1.1110103
1024,False,1024,20,Covar NN,fxhat,0.16339445,-0.2201468,0.11494134
1025,False,1024,20,Covar NN,fzhat,0.06507677,0.25040722,0.0023732253
1026,False,1024,21,NN,yhat,2.2078984,0.018378273,2.2077813
1027,False,1024,21,NN,fxhat,7.6431346,2.7279713,0.2013286
1028,False,1024,21,NN,fzhat,8.4526415,-2.7285047,1.0080036
1029,False,1024,21,Covar NN,yhat,1.1210166,0.12877989,1.1045429
1030,False,1024,21,Covar NN,fxhat,0.23661846,0.36486983,0.103498794
1031,False,1024,21,Covar NN,fzhat,0.066842906,-0.25500232,0.0018169044
1032,False,1024,22,NN,yhat,2.206725,0.07593183,2.2011793
1033,False,1024,22,NN,fxhat,8.370434,2.8609183,0.18559845
1034,False,1024,22,NN,fzhat,8.7622795,-2.7876804,0.9912179
1035,False,1024,22,Covar NN,yhat,1.1143267,0.016279344,1.114173
1036,False,1024,22,Covar NN,fxhat,0.15604107,-0.21859045,0.108270116
1037,False,1024,22,Covar NN,fzhat,0.055321187,0.23217566,0.0014157916
1038,False,1024,23,NN,yhat,2.1585817,-0.09059336,2.1505895
1039,False,1024,23,NN,fxhat,7.327861,2.6694891,0.20170763
1040,False,1024,23,NN,fzhat,8.740832,-2.786002,0.979124
1041,False,1024,23,Covar NN,yhat,1.0913157,0.081583604,1.0847683
1042,False,1024,23,Covar NN,fxhat,0.1315639,-0.14467162,0.110645086
1043,False,1024,23,Covar NN,fzhat,0.041476343,0.20033592,0.0013419968
1044,False,1024,24,NN,yhat,2.2304175,0.12150461,2.2158759
1045,False,1024,24,NN,fxhat,8.614562,2.901174,0.1977711
1046,False,1024,24,NN,fzhat,8.701706,-2.7754385,0.99874806
1047,False,1024,24,Covar NN,yhat,1.1180276,0.0101484945,1.1180364
1048,False,1024,24,Covar NN,fxhat,0.1307779,-0.13882731,0.11151602
1049,False,1024,24,Covar NN,fzhat,0.024014631,0.15320705,0.00054228416
1050,False,2048,0,NN,yhat,2.2701724,-0.11839452,2.2563808
1051,False,2048,0,NN,fxhat,7.536996,2.689095,0.3057963
1052,False,2048,0,NN,fzhat,8.868029,-2.8046339,1.0021579
1053,False,2048,0,Covar NN,yhat,1.1933188,-0.09401203,1.184599
1054,False,2048,0,Covar NN,fxhat,0.20540838,-0.120601244,0.1908828
1055,False,2048,0,Covar NN,fzhat,0.0028873098,0.029444344,0.0020205425
1056,False,2048,1,NN,yhat,2.3589945,0.14600538,2.337911
1057,False,2048,1,NN,fxhat,9.126902,2.9659243,0.3302295
1058,False,2048,1,NN,fzhat,8.942227,-2.8182123,1.0000064
1059,False,2048,1,Covar NN,yhat,1.2313199,0.01694805,1.2311559
1060,False,2048,1,Covar NN,fxhat,0.2335064,-0.058024157,0.2301626
1061,False,2048,1,Covar NN,fzhat,0.0065403115,0.07667813,0.0006608411
1062,False,2048,2,NN,yhat,2.2949755,-0.040541187,2.2935615
1063,False,2048,2,NN,fxhat,7.972218,2.7684605,0.3078743
1064,False,2048,2,NN,fzhat,8.937016,-2.8174367,0.9991663
1065,False,2048,2,Covar NN,yhat,1.1973724,0.06432537,1.193354
1066,False,2048,2,Covar NN,fxhat,0.24060762,-0.218403,0.19292702
1067,False,2048,2,Covar NN,fzhat,0.07675475,0.2742935,0.0015179651
1068,False,2048,3,NN,yhat,2.3567224,-0.015209883,2.3567271
1069,False,2048,3,NN,fxhat,8.137203,2.7960386,0.31940183
1070,False,2048,3,NN,fzhat,8.909459,-2.810083,1.0129938
1071,False,2048,3,Covar NN,yhat,1.212101,-0.08115569,1.2056354
1072,False,2048,3,Covar NN,fxhat,0.40703592,0.4568704,0.19832519
1073,False,2048,3,Covar NN,fzhat,0.29943424,-0.5368605,0.011216122
1074,False,2048,4,NN,yhat,2.292939,-0.13176951,2.2758033
1075,False,2048,4,NN,fxhat,7.351372,2.6540487,0.30742973
1076,False,2048,4,NN,fzhat,8.782846,-2.7897222,1.0003968
1077,False,2048,4,Covar NN,yhat,1.1958313,-0.045900334,1.1938437
1078,False,2048,4,Covar NN,fxhat,0.30806193,0.3313079,0.19831686
1079,False,2048,4,Covar NN,fzhat,0.15156381,-0.3811129,0.006317379
1080,False,2048,5,NN,yhat,2.2891579,0.02843393,2.288578
1081,False,2048,5,NN,fxhat,8.39626,2.8461757,0.29557273
1082,False,2048,5,NN,fzhat,8.890217,-2.812423,0.98059225
1083,False,2048,5,Covar NN,yhat,1.1846081,0.03610014,1.1834233
1084,False,2048,5,Covar NN,fxhat,0.23978154,0.23134057,0.1862817
1085,False,2048,5,Covar NN,fzhat,0.03988438,-0.18992116,0.003814718
1086,False,2048,6,NN,yhat,2.384182,0.18137838,2.351519
1087,False,2048,6,NN,fxhat,9.36825,3.0069852,0.32632276
1088,False,2048,6,NN,fzhat,8.956012,-2.8198452,1.0045837
1089,False,2048,6,Covar NN,yhat,1.2762929,0.12627953,1.2604725
1090,False,2048,6,Covar NN,fxhat,0.40847754,0.41753373,0.23416652
1091,False,2048,6,Covar NN,fzhat,0.08336113,-0.28549242,0.0018553807
1092,False,2048,7,NN,yhat,2.385989,0.07194867,2.3810503
1093,False,2048,7,NN,fxhat,8.491269,2.8523312,0.35550985
1094,False,2048,7,NN,fzhat,8.644374,-2.7648995,0.9998041
1095,False,2048,7,Covar NN,yhat,1.230387,0.060904827,1.2268002
1096,False,2048,7,Covar NN,fxhat,0.21486045,-0.09049738,0.20669135
1097,False,2048,7,Covar NN,fzhat,0.028822714,0.16688514,0.0009721647
1098,False,2048,8,NN,yhat,2.3147461,0.18512136,2.2807043
1099,False,2048,8,NN,fxhat,9.178938,2.9789028,0.30510488
1100,False,2048,8,NN,fzhat,8.852775,-2.8015094,1.0044194
1101,False,2048,8,Covar NN,yhat,1.2247357,0.13096096,1.2077057
1102,False,2048,8,Covar NN,fxhat,0.43248695,0.45419496,0.22621655
1103,False,2048,8,Covar NN,fzhat,0.11135552,-0.33096159,0.0018201167
1104,False,2048,9,NN,yhat,2.2861493,-0.04094153,2.2847013
1105,False,2048,9,NN,fxhat,7.68843,2.7206724,0.28640145
1106,False,2048,9,NN,fzhat,8.677656,-2.7694929,1.0076654
1107,False,2048,9,Covar NN,yhat,1.2436547,0.055583972,1.2406892
1108,False,2048,9,Covar NN,fxhat,0.22263242,-0.020310417,0.22224212
1109,False,2048,9,Covar NN,fzhat,0.005058469,0.0680153,0.00043243074
1110,False,2048,10,NN,yhat,2.3479512,-0.07797945,2.3421044
1111,False,2048,10,NN,fxhat,7.75962,2.728392,0.3155315
1112,False,2048,10,NN,fzhat,8.799653,-2.7943666,0.99126786
1113,False,2048,10,Covar NN,yhat,1.2671884,0.20563225,1.2250262
1114,False,2048,10,Covar NN,fxhat,0.65542006,0.67322797,0.20220435
1115,False,2048,10,Covar NN,fzhat,0.2141259,-0.4555919,0.0065626195
1116,False,2048,11,NN,yhat,2.2989204,-0.04735723,2.2969074
1117,False,2048,11,NN,fxhat,7.737029,2.730711,0.28027645
1118,False,2048,11,NN,fzhat,8.821667,-2.7940567,1.0150163
1119,False,2048,11,Covar NN,yhat,1.2076751,-0.10373667,1.1970336
1120,False,2048,11,Covar NN,fxhat,0.23580834,0.23121895,0.18236439
1121,False,2048,11,Covar NN,fzhat,0.12468509,-0.3509442,0.0015234137
1122,False,2048,12,NN,yhat,2.3453593,0.16441426,2.318559
1123,False,2048,12,NN,fxhat,8.980746,2.9434543,0.31685495
1124,False,2048,12,NN,fzhat,8.651147,-2.7663612,0.99849176
1125,False,2048,12,Covar NN,yhat,1.2234904,-0.016528811,1.2233394
1126,False,2048,12,Covar NN,fxhat,0.23164797,-0.17833199,0.19986565
1127,False,2048,12,Covar NN,fzhat,0.031629805,0.1744823,0.001185848
1128,False,2048,13,NN,yhat,2.3189821,0.0112976795,2.3190863
1129,False,2048,13,NN,fxhat,8.373958,2.8303049,0.36336905
1130,False,2048,13,NN,fzhat,8.925316,-2.8169527,0.990192
1131,False,2048,13,Covar NN,yhat,1.1781727,-0.02174142,1.1778177
1132,False,2048,13,Covar NN,fxhat,0.43353426,0.49760845,0.18593869
1133,False,2048,13,Covar NN,fzhat,0.2754477,-0.51729566,0.007853701
1134,False,2048,14,NN,yhat,2.3404803,0.02562655,2.3400574
1135,False,2048,14,NN,fxhat,8.030391,2.7799282,0.30241993
1136,False,2048,14,NN,fzhat,8.614748,-2.7569196,1.014242
1137,False,2048,14,Covar NN,yhat,1.2154641,0.04821355,1.213261
1138,False,2048,14,Covar NN,fxhat,0.22472009,0.1519095,0.20166378
1139,False,2048,14,Covar NN,fzhat,0.012631426,-0.106314085,0.0013288718
1140,False,2048,15,NN,yhat,2.2949872,-0.028051801,2.29443
1141,False,2048,15,NN,fxhat,8.062712,2.7838497,0.3129241
1142,False,2048,15,NN,fzhat,8.937144,-2.8156693,1.009251
1143,False,2048,15,Covar NN,yhat,1.2345436,-0.14457533,1.2137629
1144,False,2048,15,Covar NN,fxhat,0.19618528,0.046153635,0.19407453
1145,False,2048,15,Covar NN,fzhat,0.0424575,-0.19449693,0.0046289093
1146,False,2048,16,NN,yhat,2.3059497,0.13516454,2.287909
1147,False,2048,16,NN,fxhat,8.872444,2.9259188,0.31147495
1148,False,2048,16,NN,fzhat,8.810404,-2.793673,1.0058949
1149,False,2048,16,Covar NN,yhat,1.2057664,0.1250454,1.1902491
1150,False,2048,16,Covar NN,fxhat,0.5912702,0.63167304,0.19227865
1151,False,2048,16,Covar NN,fzhat,0.26766625,-0.5095466,0.008029342
1152,False,2048,17,NN,yhat,2.3512824,0.08248362,2.3447137
1153,False,2048,17,NN,fxhat,8.707859,2.894428,0.33017692
1154,False,2048,17,NN,fzhat,8.969306,-2.8219767,1.0058545
1155,False,2048,17,Covar NN,yhat,1.2314123,0.12951665,1.2147593
1156,False,2048,17,Covar NN,fxhat,0.18907058,0.026506647,0.18838681
1157,False,2048,17,Covar NN,fzhat,0.011382185,0.09297809,0.0027375338
1158,False,2048,18,NN,yhat,2.3310726,-0.1624074,2.3049269
1159,False,2048,18,NN,fxhat,7.1204844,2.6097054,0.30995336
1160,False,2048,18,NN,fzhat,8.730812,-2.780578,0.99929976
1161,False,2048,18,Covar NN,yhat,1.1938477,-0.11121427,1.1815972
1162,False,2048,18,Covar NN,fxhat,0.25426468,-0.23218837,0.20037332
1163,False,2048,18,Covar NN,fzhat,0.017597215,0.11250913,0.0049394057
1164,False,2048,19,NN,yhat,2.3689153,0.24274324,2.310222
1165,False,2048,19,NN,fxhat,9.711826,3.064683,0.3195759
1166,False,2048,19,NN,fzhat,8.998014,-2.8269718,1.0063453
1167,False,2048,19,Covar NN,yhat,1.2167705,0.057100847,1.2136315
1168,False,2048,19,Covar NN,fxhat,0.24166664,-0.16582726,0.21418938
1169,False,2048,19,Covar NN,fzhat,0.05073329,0.21789649,0.0032547326
1170,False,2048,20,NN,yhat,2.2943804,-0.11855542,2.280553
1171,False,2048,20,NN,fxhat,7.2917624,2.6467457,0.28652787
1172,False,2048,20,NN,fzhat,8.722636,-2.7781124,1.004828
1173,False,2048,20,Covar NN,yhat,1.2437866,-0.13844211,1.2247428
1174,False,2048,20,Covar NN,fxhat,0.2079348,0.043432865,0.20606898
1175,False,2048,20,Covar NN,fzhat,0.042147975,-0.19468614,0.004245703
1176,False,2048,21,NN,yhat,2.338753,-0.020111177,2.3385823
1177,False,2048,21,NN,fxhat,8.060994,2.7882683,0.2865835
1178,False,2048,21,NN,fzhat,8.842103,-2.8005812,0.99894774
1179,False,2048,21,Covar NN,yhat,1.2696887,0.21214244,1.2248068
1180,False,2048,21,Covar NN,fxhat,0.34137076,0.37489712,0.20084296
1181,False,2048,21,Covar NN,fzhat,0.025744662,-0.15495689,0.0017332021
1182,False,2048,22,NN,yhat,2.3093388,0.02367453,2.3090093
1183,False,2048,22,NN,fxhat,8.39641,2.847314,0.28924128
1184,False,2048,22,NN,fzhat,8.953022,-2.820433,0.9982809
1185,False,2048,22,Covar NN,yhat,1.2068425,-0.09418625,1.1980913
1186,False,2048,22,Covar NN,fxhat,0.23634653,0.21267486,0.19113506
1187,False,2048,22,Covar NN,fzhat,0.094224155,-0.303654,0.0020186205
1188,False,2048,23,NN,yhat,2.3629436,-0.21879406,2.3153043
1189,False,2048,23,NN,fxhat,6.86258,2.5565228,0.3268046
1190,False,2048,23,NN,fzhat,8.679026,-2.7714355,0.9982717
1191,False,2048,23,Covar NN,yhat,1.2243949,-0.13842456,1.205354
1192,False,2048,23,Covar NN,fxhat,0.20223705,-0.079947345,0.1958651
1193,False,2048,23,Covar NN,fzhat,0.005370237,-0.054595433,0.0023898145
1194,False,2048,24,NN,yhat,2.2723954,0.065459475,2.2683375
1195,False,2048,24,NN,fxhat,8.237953,2.8212323,0.2786304
1196,False,2048,24,NN,fzhat,8.6723,-2.772984,0.982957
1197,False,2048,24,Covar NN,yhat,1.190683,-0.085208975,1.1835407
1198,False,2048,24,Covar NN,fxhat,0.29203624,-0.30119288,0.20133917
1199,False,2048,24,Covar NN,fzhat,0.040490765,0.19877255,0.0009803366
1200,False,4096,0,NN,yhat,2.5243444,0.07615707,2.5187967
1201,False,4096,0,NN,fxhat,8.989204,2.9140723,0.4974382
1202,False,4096,0,NN,fzhat,8.968441,-2.8272767,0.9750438
1203,False,4096,0,Covar NN,yhat,1.3478823,0.033083953,1.3469224
1204,False,4096,0,Covar NN,fxhat,0.36202365,0.062848404,0.35810956
1205,False,4096,0,Covar NN,fzhat,0.0032812462,-0.019126376,0.0029157195
1206,False,4096,1,NN,yhat,2.5558078,-0.21599898,2.509403
1207,False,4096,1,NN,fxhat,7.30584,2.6088314,0.49988785
1208,False,4096,1,NN,fzhat,8.835274,-2.8019476,0.9844608
1209,False,4096,1,Covar NN,yhat,1.4421551,0.20577925,1.3999499
1210,False,4096,1,Covar NN,fxhat,0.51897436,0.3827286,0.3725304
1211,False,4096,1,Covar NN,fzhat,0.051794466,-0.15406728,0.02806054
1212,False,4096,2,NN,yhat,2.534182,0.23925203,2.477188
1213,False,4096,2,NN,fxhat,9.763661,3.0356765,0.5483826
1214,False,4096,2,NN,fzhat,8.859604,-2.8048005,0.99279666
1215,False,4096,2,Covar NN,yhat,1.3459628,-0.055544507,1.3430119
1216,False,4096,2,Covar NN,fxhat,0.5118408,0.38084474,0.3668348
1217,False,4096,2,Covar NN,fzhat,0.20832591,-0.4447658,0.010510347
1218,False,4096,3,NN,yhat,2.5103862,-0.09000636,2.5025353
1219,False,4096,3,NN,fxhat,7.9214654,2.723227,0.50555146
1220,False,4096,3,NN,fzhat,8.918634,-2.813077,1.005332
1221,False,4096,3,Covar NN,yhat,1.3631209,-0.117859654,1.349365
1222,False,4096,3,Covar NN,fxhat,0.55103457,0.46127176,0.33829677
1223,False,4096,3,Covar NN,fzhat,0.35348853,-0.57897615,0.018276945
1224,False,4096,4,NN,yhat,2.4967809,-0.19258648,2.4599376
1225,False,4096,4,NN,fxhat,7.2992525,2.6065392,0.5052554
1226,False,4096,4,NN,fzhat,8.880197,-2.8102803,0.98261905
1227,False,4096,4,Covar NN,yhat,1.4051251,-0.0027100914,1.4052584
1228,False,4096,4,Covar NN,fxhat,0.5360614,0.36009634,0.40643272
1229,False,4096,4,Covar NN,fzhat,0.14588992,-0.37396118,0.006043569
1230,False,4096,5,NN,yhat,2.5075088,-0.0019282484,2.507756
1231,False,4096,5,NN,fxhat,8.382085,2.8057392,0.50996166
1232,False,4096,5,NN,fzhat,8.955754,-2.8192298,1.0077984
1233,False,4096,5,Covar NN,yhat,1.4086213,-0.03693379,1.4073979
1234,False,4096,5,Covar NN,fxhat,0.5754262,0.4620857,0.3619392
1235,False,4096,5,Covar NN,fzhat,0.2882429,-0.5105813,0.027552396
1236,False,4096,6,NN,yhat,2.5205753,0.03871261,2.5193286
1237,False,4096,6,NN,fxhat,8.544544,2.834506,0.51016986
1238,False,4096,6,NN,fzhat,8.894662,-2.8030496,1.0376784
1239,False,4096,6,Covar NN,yhat,1.326917,-0.014275548,1.326846
1240,False,4096,6,Covar NN,fxhat,0.42150933,0.31557563,0.32195356
1241,False,4096,6,Covar NN,fzhat,0.11913359,-0.3371075,0.005492672
1242,False,4096,7,NN,yhat,2.5438745,0.01812642,2.5438006
1243,False,4096,7,NN,fxhat,8.417429,2.814797,0.49439678
1244,False,4096,7,NN,fzhat,8.850936,-2.7974658,1.025224
1245,False,4096,7,Covar NN,yhat,1.3619016,0.088720515,1.3541657
1246,False,4096,7,Covar NN,fxhat,0.5734892,0.48587206,0.33745128
1247,False,4096,7,Covar NN,fzhat,0.17116113,-0.3979473,0.012800345
1248,False,4096,8,NN,yhat,2.5230644,0.08462419,2.5161545
1249,False,4096,8,NN,fxhat,8.801699,2.8804743,0.50461674
1250,False,4096,8,NN,fzhat,8.779094,-2.7896821,0.99686635
1251,False,4096,8,Covar NN,yhat,1.3687323,0.060279753,1.3652351
1252,False,4096,8,Covar NN,fxhat,0.4351129,0.28503725,0.35390207
1253,False,4096,8,Covar NN,fzhat,0.06253234,-0.21858943,0.014752472
1254,False,4096,9,NN,yhat,2.5204098,0.019563207,2.520279
1255,False,4096,9,NN,fxhat,8.523308,2.830115,0.5138091
1256,False,4096,9,NN,fzhat,8.873468,-2.8036141,1.0133153
1257,False,4096,9,Covar NN,yhat,1.3461051,0.037674863,1.3448201
1258,False,4096,9,Covar NN,fxhat,0.5444075,0.4580573,0.3346244
1259,False,4096,9,Covar NN,fzhat,0.18543951,-0.41344458,0.014504574
1260,False,4096,10,NN,yhat,2.55328,0.11424244,2.5404828
1261,False,4096,10,NN,fxhat,9.233197,2.9420083,0.5778433
1262,False,4096,10,NN,fzhat,8.979683,-2.824781,1.0003948
1263,False,4096,10,Covar NN,yhat,1.369369,-0.07211906,1.3643043
1264,False,4096,10,Covar NN,fxhat,0.538558,0.3963764,0.3814819
1265,False,4096,10,Covar NN,fzhat,0.22388469,-0.46551055,0.0071852817
1266,False,4096,11,NN,yhat,2.5972338,0.059392683,2.5939655
1267,False,4096,11,NN,fxhat,8.727788,2.8580718,0.5592683
1268,False,4096,11,NN,fzhat,8.841867,-2.800017,1.0018711
1269,False,4096,11,Covar NN,yhat,1.3658826,0.036194127,1.3647091
1270,False,4096,11,Covar NN,fxhat,0.47921377,0.36109203,0.3488612
1271,False,4096,11,Covar NN,fzhat,0.114233814,-0.32623678,0.0078041563
1272,False,4096,12,NN,yhat,2.5403037,-0.1251679,2.5248892
1273,False,4096,12,NN,fxhat,7.677622,2.6757698,0.5179293
1274,False,4096,12,NN,fzhat,8.844072,-2.8001542,1.0033078
1275,False,4096,12,Covar NN,yhat,1.3768085,0.03390843,1.3757962
1276,False,4096,12,Covar NN,fxhat,0.6837607,0.5678061,0.361393
1277,False,4096,12,Covar NN,fzhat,0.30462146,-0.53311455,0.020412367
1278,False,4096,13,NN,yhat,2.4115083,0.05751133,2.4084415
1279,False,4096,13,NN,fxhat,8.5204315,2.8328495,0.49544442
1280,False,4096,13,NN,fzhat,8.794586,-2.798701,0.9619559
1281,False,4096,13,Covar NN,yhat,1.3165807,-0.11537949,1.3033986
1282,False,4096,13,Covar NN,fxhat,0.38578793,0.1823506,0.3525715
1283,False,4096,13,Covar NN,fzhat,0.1081145,-0.3210931,0.00501423
1284,False,4096,14,NN,yhat,2.5237417,-0.013959354,2.5237994
