model,effect,metric,value,bz,n
posthoc,fz,var,0.016692262142896652,0.5,1600
posthoc_orth,y,mspe,0.2472030222415924,0.5,1600
posthoc_orth,y,bias2,0.24457837641239166,0.5,1600
posthoc_orth,y,var,0.002624650951474905,0.5,1600
posthoc_orth,fx,mspe,0.05202029272913933,0.5,1600
posthoc_orth,fx,bias2,0.023499125614762306,0.5,1600
posthoc_orth,fx,var,0.028521165251731873,0.5,1600
posthoc_orth,fr,mspe,0.03268329054117203,0.5,1600
posthoc_orth,fr,bias2,0.004162123426795006,0.5,1600
posthoc_orth,fr,var,0.028521165251731873,0.5,1600
posthoc_orth,fz,mspe,0.025591883808374405,0.5,1600
posthoc_orth,fz,bias2,0.016476402059197426,0.5,1600
posthoc_orth,fz,var,0.009115481749176979,0.5,1600
posthoc_web,y,mspe,0.2622646987438202,0.5,1600
posthoc_web,y,bias2,0.2595681846141815,0.5,1600
posthoc_web,y,var,0.002696552313864231,0.5,1600
posthoc_web,fx,mspe,0.03998308256268501,0.5,1600
posthoc_web,fx,bias2,0.024806585162878036,0.5,1600
posthoc_web,fx,var,0.015176496468484402,0.5,1600
posthoc_web,fr,mspe,0.019683945924043655,0.5,1600
posthoc_web,fr,bias2,0.004507449921220541,0.5,1600
posthoc_web,fr,var,0.015176496468484402,0.5,1600
posthoc_web,fz,mspe,0.01948864758014679,0.5,1600
