model,effect,metric,value,n,q
posthoc,fx,mspe,0.03386033698916435,1600,32
posthoc,fx,bias2,0.01023722905665636,1600,32
posthoc,fx,var,0.023623108863830566,1600,32
posthoc,fr,mspe,0.07846307009458542,1600,32
posthoc,fr,bias2,0.05483996495604515,1600,32
posthoc,fr,var,0.023623108863830566,1600,32
posthoc,fz,mspe,0.0255313441157341,1600,32
posthoc,fz,bias2,0.006638051476329565,1600,32
posthoc,fz,var,0.018893294036388397,1600,32
posthoc_orth,y,mspe,1.0162324905395508,1600,32
posthoc_orth,y,bias2,1.0055350065231323,1600,32
posthoc_orth,y,var,0.010697505436837673,1600,32
posthoc_orth,fx,mspe,0.027961798012256622,1600,32
posthoc_orth,fx,bias2,0.021363461390137672,1600,32
posthoc_orth,fx,var,0.006598335690796375,1600,32
posthoc_orth,fr,mspe,0.2968248128890991,1600,32
posthoc_orth,fr,bias2,0.21770469844341278,1600,32
posthoc_orth,fr,var,0.07912009954452515,1600,32
posthoc_orth,fz,mspe,0.02435844950377941,1600,32
posthoc_orth,fz,bias2,0.0216600950807333,1600,32
posthoc_orth,fz,var,0.0026983546558767557,1600,32
base,y,mspe,1.022147297859192,1600,4
base,y,bias2,1.0180584192276,1600,4
base,y,var,0.004088923800736666,1600,4
base,fx,mspe,0.07550734281539917,1600,4
base,fx,bias2,0.07223162055015564,1600,4
base,fx,var,0.003275727853178978,1600,4
base,fr,mspe,0.16728805005550385,1600,4
base,fr,bias2,0.16401231288909912,1600,4
base,fr,var,0.003275727853178978,1600,4
base,fz,mspe,0.07795459032058716,1600,4
base,fz,bias2,0.07795459032058716,1600,4
base,fz,var,0.0,1600,4
posthoc,y,mspe,1.0164915323257446,1600,4
posthoc,y,bias2,1.0065463781356812,1600,4
posthoc,y,var,0.009945170022547245,1600,4
posthoc,fx,mspe,0.03199715167284012,1600,4
posthoc,fx,bias2,0.010356501676142216,1600,4
posthoc,fx,var,0.02164064720273018,1600,4
posthoc,fr,mspe,0.07644964754581451,1600,4
posthoc,fr,bias2,0.05480899661779404,1600,4
posthoc,fr,var,0.02164064720273018,1600,4
posthoc,fz,mspe,0.024484066292643547,1600,4
posthoc,fz,bias2,0.006602907087653875,1600,4
posthoc,fz,var,0.017881160601973534,1600,4
posthoc_orth,y,mspe,1.0164921283721924,1600,4
posthoc_orth,y,bias2,1.006545901298523,1600,4
posthoc_orth,y,var,0.009946201927959919,1600,4
posthoc_orth,fx,mspe,0.02758411131799221,1600,4
posthoc_orth,fx,bias2,0.021672898903489113,1600,4
posthoc_orth,fx,var,0.005911214742809534,1600,4
posthoc_orth,fr,mspe,0.2899259626865387,1600,4
posthoc_orth,fr,bias2,0.21875804662704468,1600,4
posthoc_orth,fr,var,0.07116790860891342,1600,4
posthoc_orth,fz,mspe,0.024358443915843964,1600,4
posthoc_orth,fz,bias2,0.02166008949279785,1600,4
posthoc_orth,fz,var,0.0026983546558767557,1600,4
base,y,mspe,1.0212057828903198,1600,512
base,y,bias2,1.0165623426437378,1600,512
base,y,var,0.00464344909414649,1600,512
base,fx,mspe,0.07983840256929398,1600,512
base,fx,bias2,0.07576126605272293,1600,512
base,fx,var,0.004077136050909758,1600,512
base,fr,mspe,0.17382533848285675,1600,512
base,fr,bias2,0.1697482168674469,1600,512
base,fr,var,0.004077136050909758,1600,512
base,fz,mspe,0.07795459032058716,1600,512
base,fz,bias2,0.07795459032058716,1600,512
base,fz,var,0.0,1600,512
posthoc,y,mspe,1.0154939889907837,1600,512
posthoc,y,bias2,1.0051255226135254,1600,512
posthoc,y,var,0.01036839745938778,1600,512
posthoc,fx,mspe,0.023482738062739372,1600,512
posthoc,fx,bias2,0.005547353997826576,1600,512
posthoc,fx,var,0.017935384064912796,1600,512
posthoc,fr,mspe,0.05930613353848457,1600,512
posthoc,fr,bias2,0.041370753198862076,1600,512
posthoc,fr,var,0.017935384064912796,1600,512
posthoc,fz,mspe,0.01795061118900776,1600,512
posthoc,fz,bias2,0.002465661382302642,1600,512
posthoc,fz,var,0.015484950505197048,1600,512
posthoc_orth,y,mspe,1.0154954195022583,1600,512
posthoc_orth,y,bias2,1.0051264762878418,1600,512
posthoc_orth,y,var,0.010369008406996727,1600,512
posthoc_orth,fx,mspe,0.027502870187163353,1600,512
posthoc_orth,fx,bias2,0.021236123517155647,1600,512
posthoc_orth,fx,var,0.0062667448073625565,1600,512
posthoc_orth,fr,mspe,0.22065123915672302,1600,512
posthoc_orth,fr,bias2,0.16198232769966125,1600,512
posthoc_orth,fr,var,0.05866892635822296,1600,512
posthoc_orth,fz,mspe,0.024358440190553665,1600,512
posthoc_orth,fz,bias2,0.021660083904862404,1600,512
posthoc_orth,fz,var,0.0026983553543686867,1600,512
base,y,mspe,1.021715521812439,1600,64
base,y,bias2,1.0171629190444946,1600,64
base,y,var,0.004552565049380064,1600,64
base,fx,mspe,0.07928925007581711,1600,64
base,fx,bias2,0.07601567357778549,1600,64
base,fx,var,0.003273580688983202,1600,64
base,fr,mspe,0.17329861223697662,1600,64
base,fr,bias2,0.1700250506401062,1600,64
base,fr,var,0.003273580688983202,1600,64
base,fz,mspe,0.07795459032058716,1600,64
base,fz,bias2,0.07795459032058716,1600,64
base,fz,var,0.0,1600,64
posthoc,y,mspe,1.016448736190796,1600,64
posthoc,y,bias2,1.0059679746627808,1600,64
posthoc,y,var,0.010480732657015324,1600,64
posthoc,fx,mspe,0.030835211277008057,1600,64
posthoc,fx,bias2,0.01000136137008667,1600,64
posthoc,fx,var,0.020833849906921387,1600,64
posthoc,fr,mspe,0.07503652572631836,1600,64
posthoc,fr,bias2,0.05420267954468727,1600,64
posthoc,fr,var,0.020833849906921387,1600,64
posthoc,fz,mspe,0.024257907643914223,1600,64
posthoc,fz,bias2,0.006505798082798719,1600,64
posthoc,fz,var,0.017752109095454216,1600,64
posthoc_orth,y,mspe,1.0164484977722168,1600,64
posthoc_orth,y,bias2,1.0059678554534912,1600,64
posthoc_orth,y,var,0.010480671189725399,1600,64
posthoc_orth,fx,mspe,0.02806941792368889,1600,64
posthoc_orth,fx,bias2,0.02155938558280468,1600,64
posthoc_orth,fx,var,0.006510030012577772,1600,64
posthoc_orth,fr,mspe,0.28588175773620605,1600,64
posthoc_orth,fr,bias2,0.21675783395767212,1600,64
posthoc_orth,fr,var,0.06912394613027573,1600,64
posthoc_orth,fz,mspe,0.02435844950377941,1600,64
posthoc_orth,fz,bias2,0.02166008949279785,1600,64
posthoc_orth,fz,var,0.002698356518521905,1600,64
base,y,mspe,1.0225697755813599,1600,8
base,y,bias2,1.0182188749313354,1600,8
base,y,var,0.004350797738879919,1600,8
base,fx,mspe,0.07543821632862091,1600,8
base,fx,bias2,0.07230529189109802,1600,8
base,fx,var,0.003132919315248728,1600,8
base,fr,mspe,0.1673274040222168,1600,8
base,fr,bias2,0.1641944944858551,1600,8
base,fr,var,0.003132919315248728,1600,8
base,fz,mspe,0.07795459032058716,1600,8
base,fz,bias2,0.07795459032058716,1600,8
base,fz,var,0.0,1600,8
posthoc,y,mspe,1.0183137655258179,1600,8
posthoc,y,bias2,1.0073459148406982,1600,8
posthoc,y,var,0.010967832989990711,1600,8
posthoc,fx,mspe,0.03631378710269928,1600,8
posthoc,fx,bias2,0.010021615773439407,1600,8
posthoc,fx,var,0.026292171329259872,1600,8
posthoc,fr,mspe,0.07986539602279663,1600,8
posthoc,fr,bias2,0.05357322841882706,1600,8
posthoc,fr,var,0.026292171329259872,1600,8
posthoc,fz,mspe,0.0292623620480299,1600,8
posthoc,fz,bias2,0.006179861258715391,1600,8
posthoc,fz,var,0.02308250032365322,1600,8
posthoc_orth,y,mspe,1.018315315246582,1600,8
posthoc_orth,y,bias2,1.0073517560958862,1600,8
posthoc_orth,y,var,0.010963610373437405,1600,8
posthoc_orth,fx,mspe,0.02894292026758194,1600,8
posthoc_orth,fx,bias2,0.022066567093133926,1600,8
posthoc_orth,fx,var,0.006876354105770588,1600,8
posthoc_orth,fr,mspe,0.3050611615180969,1600,8
posthoc_orth,fr,bias2,0.21414928138256073,1600,8
posthoc_orth,fr,var,0.090911865234375,1600,8
posthoc_orth,fz,mspe,0.024358443915843964,1600,8
posthoc_orth,fz,bias2,0.021660082042217255,1600,8
posthoc_orth,fz,var,0.0026983600109815598,1600,8
base,y,mspe,1.0168967247009277,25600,1024
base,y,bias2,1.0156816244125366,25600,1024
base,y,var,0.001215013093315065,25600,1024
base,fx,mspe,0.07312174141407013,25600,1024
base,fx,bias2,0.07238681614398956,25600,1024
base,fx,var,0.0007349217776209116,25600,1024
base,fr,mspe,0.1655263453722,25600,1024
base,fr,bias2,0.16479143500328064,25600,1024
base,fr,var,0.0007349217776209116,25600,1024
base,fz,mspe,0.07795459032058716,25600,1024
base,fz,bias2,0.07795459032058716,25600,1024
base,fz,var,0.0,25600,1024
posthoc,y,mspe,1.0047856569290161,25600,1024
posthoc,y,bias2,1.0037394762039185,25600,1024
posthoc,y,var,0.0010461433557793498,25600,1024
posthoc,fx,mspe,0.005245231557637453,25600,1024
posthoc,fx,bias2,0.0017830542055889964,25600,1024
posthoc,fx,var,0.0034621774684637785,25600,1024
posthoc,fr,mspe,0.03587193787097931,25600,1024
posthoc,fr,bias2,0.03240976110100746,25600,1024
posthoc,fr,var,0.0034621774684637785,25600,1024
posthoc,fz,mspe,0.004565685521811247,25600,1024
posthoc,fz,bias2,0.0015453872038051486,25600,1024
posthoc,fz,var,0.003020297968760133,25600,1024
posthoc_orth,y,mspe,1.0047856569290161,25600,1024
posthoc_orth,y,bias2,1.0037394762039185,25600,1024
posthoc_orth,y,var,0.0010461438214406371,25600,1024
posthoc_orth,fx,mspe,0.0205656960606575,25600,1024
posthoc_orth,fx,bias2,0.01972319930791855,25600,1024
posthoc_orth,fx,var,0.0008424972184002399,25600,1024
posthoc_orth,fr,mspe,0.14655493199825287,25600,1024
posthoc_orth,fr,bias2,0.13445232808589935,25600,1024
posthoc_orth,fr,var,0.01210260670632124,25600,1024
posthoc_orth,fz,mspe,0.01983681134879589,25600,1024
posthoc_orth,fz,bias2,0.019696597009897232,25600,1024
posthoc_orth,fz,var,0.0001402160560246557,25600,1024
base,y,mspe,1.016888976097107,25600,128
base,y,bias2,1.0161021947860718,25600,128
base,y,var,0.0007868001703172922,25600,128
base,fx,mspe,0.07545211166143417,25600,128
base,fx,bias2,0.07489551603794098,25600,128
base,fx,var,0.0005565935280174017,25600,128
base,fr,mspe,0.16906853020191193,25600,128
base,fr,bias2,0.16851192712783813,25600,128
base,fr,var,0.0005565935280174017,25600,128
base,fz,mspe,0.07795459032058716,25600,128
base,fz,bias2,0.07795459032058716,25600,128
base,fz,var,0.0,25600,128
posthoc,y,mspe,1.004451036453247,25600,128
posthoc,y,bias2,1.0032780170440674,25600,128
posthoc,y,var,0.0011731054401025176,25600,128
posthoc,fx,mspe,0.00479486770927906,25600,128
posthoc,fx,bias2,0.0010696579702198505,25600,128
posthoc,fx,var,0.00372520973905921,25600,128
posthoc,fr,mspe,0.03258775547146797,25600,128
posthoc,fr,bias2,0.028862545266747475,25600,128
posthoc,fr,var,0.00372520973905921,25600,128
posthoc,fz,mspe,0.003976054955273867,25600,128
posthoc,fz,bias2,0.0008474518544971943,25600,128
posthoc,fz,var,0.0031286031007766724,25600,128
posthoc_orth,y,mspe,1.0044516324996948,25600,128
posthoc_orth,y,bias2,1.0032778978347778,25600,128
posthoc_orth,y,var,0.0011738055618479848,25600,128
posthoc_orth,fx,mspe,0.020671119913458824,25600,128
posthoc_orth,fx,bias2,0.019702725112438202,25600,128
posthoc_orth,fx,var,0.0009683913667686284,25600,128
posthoc_orth,fr,mspe,0.13230226933956146,25600,128
posthoc_orth,fr,bias2,0.1196499839425087,25600,128
posthoc_orth,fr,var,0.012652283534407616,25600,128
posthoc_orth,fz,mspe,0.01983680948615074,25600,128
posthoc_orth,fz,bias2,0.019696593284606934,25600,128
posthoc_orth,fz,var,0.00014021592505741864,25600,128
base,y,mspe,1.0167955160140991,25600,16
base,y,bias2,1.0161083936691284,25600,16
base,y,var,0.0006870703655295074,25600,16
base,fx,mspe,0.07420694082975388,25600,16
base,fx,bias2,0.07372626662254333,25600,16
base,fx,var,0.00048067420721054077,25600,16
base,fr,mspe,0.1672099232673645,25600,16
base,fr,bias2,0.16672925651073456,25600,16
base,fr,var,0.00048067420721054077,25600,16
base,fz,mspe,0.07795459032058716,25600,16
base,fz,bias2,0.07795459032058716,25600,16
base,fz,var,0.0,25600,16
posthoc,y,mspe,1.005035400390625,25600,16
posthoc,y,bias2,1.003801703453064,25600,16
posthoc,y,var,0.001233759569004178,25600,16
posthoc,fx,mspe,0.003977940883487463,25600,16
posthoc,fx,bias2,0.0008428145665675402,25600,16
posthoc,fx,var,0.003135126316919923,25600,16
posthoc,fr,mspe,0.03067166358232498,25600,16
posthoc,fr,bias2,0.027536535635590553,25600,16
posthoc,fr,var,0.003135126316919923,25600,16
posthoc,fz,mspe,0.003082175273448229,25600,16
posthoc,fz,bias2,0.0006488062208518386,25600,16
posthoc,fz,var,0.0024333694018423557,25600,16
posthoc_orth,y,mspe,1.0050326585769653,25600,16
posthoc_orth,y,bias2,1.003801941871643,25600,16
posthoc_orth,y,var,0.0012307284632697701,25600,16
posthoc_orth,fx,mspe,0.020807867869734764,25600,16
posthoc_orth,fx,bias2,0.019777245819568634,25600,16
posthoc_orth,fx,var,0.0010306222829967737,25600,16
posthoc_orth,fr,mspe,0.12466840445995331,25600,16
posthoc_orth,fr,bias2,0.11465001851320267,25600,16
posthoc_orth,fr,var,0.01001838967204094,25600,16
posthoc_orth,fz,mspe,0.01983680948615074,25600,16
posthoc_orth,fz,bias2,0.019696591421961784,25600,16
posthoc_orth,fz,var,0.0001402162597514689,25600,16
base,y,mspe,1.0169488191604614,25600,2
base,y,bias2,1.01641845703125,25600,2
base,y,var,0.0005303049110807478,25600,2
base,fx,mspe,0.07465911656618118,25600,2
base,fx,bias2,0.07425598800182343,25600,2
base,fx,var,0.000403128593461588,25600,2
base,fr,mspe,0.16785964369773865,25600,2
base,fr,bias2,0.16745653748512268,25600,2
base,fr,var,0.000403128593461588,25600,2
base,fz,mspe,0.07795459032058716,25600,2
base,fz,bias2,0.07795459032058716,25600,2
base,fz,var,0.0,25600,2
posthoc,y,mspe,1.0121911764144897,25600,2
posthoc,y,bias2,1.0108393430709839,25600,2
posthoc,y,var,0.0013517950428649783,25600,2
posthoc,fx,mspe,0.039310093969106674,25600,2
posthoc,fx,bias2,0.034863706678152084,25600,2
posthoc,fx,var,0.0044463868252933025,25600,2
posthoc,fr,mspe,0.10871540755033493,25600,2
posthoc,fr,bias2,0.10426902770996094,25600,2
posthoc,fr,var,0.0044463868252933025,25600,2
posthoc,fz,mspe,0.03474665433168411,25600,2
posthoc,fz,bias2,0.0314764529466629,25600,2
posthoc,fz,var,0.0032702002208679914,25600,2
posthoc_orth,y,mspe,1.0121897459030151,25600,2
posthoc_orth,y,bias2,1.0108357667922974,25600,2
posthoc_orth,y,var,0.0013540865620598197,25600,2
posthoc_orth,fx,mspe,0.023348229005932808,25600,2
posthoc_orth,fx,bias2,0.022209983319044113,25600,2
posthoc_orth,fx,var,0.0011382472002878785,25600,2
posthoc_orth,fr,mspe,0.4363624155521393,25600,2
posthoc_orth,fr,bias2,0.4219827353954315,25600,2
posthoc_orth,fr,var,0.014379680156707764,25600,2
posthoc_orth,fz,mspe,0.01983681321144104,25600,2
posthoc_orth,fz,bias2,0.019696597009897232,25600,2
posthoc_orth,fz,var,0.00014021607057657093,25600,2
base,y,mspe,1.0167832374572754,25600,256
base,y,bias2,1.015917181968689,25600,256
base,y,var,0.000866047281306237,25600,256
base,fx,mspe,0.07436955720186234,25600,256
base,fx,bias2,0.07373050600290298,25600,256
base,fx,var,0.0006390523631125689,25600,256
base,fr,mspe,0.16742973029613495,25600,256
base,fr,bias2,0.1667906790971756,25600,256
base,fr,var,0.0006390523631125689,25600,256
base,fz,mspe,0.07795459032058716,25600,256
base,fz,bias2,0.07795459032058716,25600,256
base,fz,var,0.0,25600,256
posthoc,y,mspe,1.0047017335891724,25600,256
posthoc,y,bias2,1.003502607345581,25600,256
posthoc,y,var,0.001199089689180255,25600,256
posthoc,fx,mspe,0.005529813934117556,25600,256
posthoc,fx,bias2,0.0013386148493736982,25600,256
posthoc,fx,var,0.004191198851913214,25600,256
posthoc,fr,mspe,0.034654535353183746,25600,256
posthoc,fr,bias2,0.030463336035609245,25600,256
posthoc,fr,var,0.004191198851913214,25600,256
posthoc,fz,mspe,0.0046686818823218346,25600,256
posthoc,fz,bias2,0.0011619996512308717,25600,256
posthoc,fz,var,0.0035066818818449974,25600,256
posthoc_orth,y,mspe,1.0047024488449097,25600,256
posthoc_orth,y,bias2,1.0035043954849243,25600,256
posthoc_orth,y,var,0.0011980730341747403,25600,256
posthoc_orth,fx,mspe,0.020714368671178818,25600,256
posthoc_orth,fx,bias2,0.019722575321793556,25600,256
posthoc_orth,fx,var,0.0009917931165546179,25600,256
posthoc_orth,fr,mspe,0.14142149686813354,25600,256
posthoc_orth,fr,bias2,0.12681104242801666,25600,256
posthoc_orth,fr,var,0.01461046002805233,25600,256
posthoc_orth,fz,mspe,0.01983681134879589,25600,256
posthoc_orth,fz,bias2,0.019696595147252083,25600,256
posthoc_orth,fz,var,0.0001402161142323166,25600,256
base,y,mspe,1.0167450904846191,25600,32
base,y,bias2,1.0161412954330444,25600,32
base,y,var,0.0006037488346919417,25600,32
base,fx,mspe,0.07631149888038635,25600,32
base,fx,bias2,0.07587143033742905,25600,32
base,fx,var,0.000440072180936113,25600,32
base,fr,mspe,0.17038875818252563,25600,32
base,fr,bias2,0.16994869709014893,25600,32
base,fr,var,0.000440072180936113,25600,32
base,fz,mspe,0.07795459032058716,25600,32
base,fz,bias2,0.07795459032058716,25600,32
base,fz,var,0.0,25600,32
posthoc,y,mspe,1.0047485828399658,25600,32
posthoc,y,bias2,1.0034757852554321,25600,32
posthoc,y,var,0.0012727376306429505,25600,32
posthoc,fx,mspe,0.004987407475709915,25600,32
posthoc,fx,bias2,0.0011409353464841843,25600,32
posthoc,fx,var,0.0038464718963950872,25600,32
posthoc,fr,mspe,0.03297308459877968,25600,32
posthoc,fr,bias2,0.029126612469553947,25600,32
posthoc,fr,var,0.0038464718963950872,25600,32
posthoc,fz,mspe,0.003975116182118654,25600,32
posthoc,fz,bias2,0.0008943608263507485,25600,32
posthoc,fz,var,0.0030807547736912966,25600,32
posthoc_orth,y,mspe,1.0047483444213867,25600,32
posthoc_orth,y,bias2,1.0034774541854858,25600,32
posthoc_orth,y,var,0.0012708497233688831,25600,32
posthoc_orth,fx,mspe,0.020832018926739693,25600,32
posthoc_orth,fx,bias2,0.01976090669631958,25600,32
posthoc_orth,fx,var,0.0010711123468354344,25600,32
posthoc_orth,fr,mspe,0.1336941123008728,25600,32
posthoc_orth,fr,bias2,0.12080720067024231,25600,32
posthoc_orth,fr,var,0.01288691721856594,25600,32
posthoc_orth,fz,mspe,0.01983681134879589,25600,32
posthoc_orth,fz,bias2,0.019696595147252083,25600,32
posthoc_orth,fz,var,0.00014021582319401205,25600,32
base,y,mspe,1.0169237852096558,25600,4
base,y,bias2,1.0163928270339966,25600,4
base,y,var,0.0005310908891260624,25600,4
base,fx,mspe,0.07450804859399796,25600,4
base,fx,bias2,0.07410898059606552,25600,4
base,fx,var,0.0003990582481492311,25600,4
base,fr,mspe,0.1676551103591919,25600,4
base,fr,bias2,0.16725605726242065,25600,4
base,fr,var,0.0003990582481492311,25600,4
base,fz,mspe,0.07795459032058716,25600,4
base,fz,bias2,0.07795459032058716,25600,4
base,fz,var,0.0,25600,4
posthoc,y,mspe,1.0076966285705566,25600,4
posthoc,y,bias2,1.0063573122024536,25600,4
posthoc,y,var,0.001339303213171661,25600,4
posthoc,fx,mspe,0.012127437628805637,25600,4
posthoc,fx,bias2,0.006729455199092627,25600,4
posthoc,fx,var,0.005397982429713011,25600,4
posthoc,fr,mspe,0.052887726575136185,25600,4
posthoc,fr,bias2,0.047489747405052185,25600,4
posthoc,fr,var,0.005397982429713011,25600,4
posthoc,fz,mspe,0.010368432849645615,25600,4
posthoc,fz,bias2,0.0056291911751031876,25600,4
posthoc,fz,var,0.004739240277558565,25600,4
posthoc_orth,y,mspe,1.0076959133148193,25600,4
posthoc_orth,y,bias2,1.0063562393188477,25600,4
posthoc_orth,y,var,0.001339722890406847,25600,4
posthoc_orth,fx,mspe,0.021424105390906334,25600,4
posthoc_orth,fx,bias2,0.020295197144150734,25600,4
posthoc_orth,fx,var,0.001128906849771738,25600,4
posthoc_orth,fr,mspe,0.21297672390937805,25600,4
posthoc_orth,fr,bias2,0.19367490708827972,25600,4
posthoc_orth,fr,var,0.01930180750787258,25600,4
posthoc_orth,fz,mspe,0.01983681134879589,25600,4
posthoc_orth,fz,bias2,0.019696595147252083,25600,4
posthoc_orth,fz,var,0.0001402159541612491,25600,4
base,y,mspe,1.0168442726135254,25600,512
base,y,bias2,1.0158798694610596,25600,512
base,y,var,0.0009643632802180946,25600,512
base,fx,mspe,0.07406977564096451,25600,512
base,fx,bias2,0.07335558533668518,25600,512
base,fx,var,0.0007141942041926086,25600,512
base,fr,mspe,0.16693565249443054,25600,512
base,fr,bias2,0.1662214696407318,25600,512
base,fr,var,0.0007141942041926086,25600,512
base,fz,mspe,0.07795459032058716,25600,512
base,fz,bias2,0.07795459032058716,25600,512
base,fz,var,0.0,25600,512
posthoc,y,mspe,1.0045478343963623,25600,512
posthoc,y,bias2,1.0033619403839111,25600,512
posthoc,y,var,0.0011859755031764507,25600,512
posthoc,fx,mspe,0.004883266054093838,25600,512
posthoc,fx,bias2,0.00139298802241683,25600,512
posthoc,fx,var,0.0034902780316770077,25600,512
posthoc,fr,mspe,0.03412593528628349,25600,512
posthoc,fr,bias2,0.030635656788945198,25600,512
posthoc,fr,var,0.0034902780316770077,25600,512
posthoc,fz,mspe,0.004047229886054993,25600,512
posthoc,fz,bias2,0.0011817163322120905,25600,512
posthoc,fz,var,0.0028655128553509712,25600,512
posthoc_orth,y,mspe,1.0045475959777832,25600,512
posthoc_orth,y,bias2,1.0033619403839111,25600,512
posthoc_orth,y,var,0.001185571774840355,25600,512
posthoc_orth,fx,mspe,0.020688660442829132,25600,512
posthoc_orth,fx,bias2,0.01971016451716423,25600,512
posthoc_orth,fx,var,0.0009784974390640855,25600,512
posthoc_orth,fr,mspe,0.13870520889759064,25600,512
posthoc_orth,fr,bias2,0.12723809480667114,25600,512
posthoc_orth,fr,var,0.011467128060758114,25600,512
posthoc_orth,fz,mspe,0.01983680948615074,25600,512
posthoc_orth,fz,bias2,0.019696595147252083,25600,512
posthoc_orth,fz,var,0.00014021601236891001,25600,512
base,y,mspe,1.016586422920227,25600,64
base,y,bias2,1.0159010887145996,25600,64
base,y,var,0.0006854301900602877,25600,64
base,fx,mspe,0.07511046528816223,25600,64
base,fx,bias2,0.07466833293437958,25600,64
base,fx,var,0.0004421282501425594,25600,64
base,fr,mspe,0.1686059534549713,25600,64
base,fr,bias2,0.16816383600234985,25600,64
base,fr,var,0.0004421282501425594,25600,64
base,fz,mspe,0.07795459032058716,25600,64
base,fz,bias2,0.07795459032058716,25600,64
base,fz,var,0.0,25600,64
posthoc,y,mspe,1.0050541162490845,25600,64
posthoc,y,bias2,1.003820776939392,25600,64
posthoc,y,var,0.001233442104421556,25600,64
posthoc,fx,mspe,0.005293209571391344,25600,64
posthoc,fx,bias2,0.0012087804498150945,25600,64
posthoc,fx,var,0.004084429237991571,25600,64
posthoc,fr,mspe,0.03370950371026993,25600,64
posthoc,fr,bias2,0.029625073075294495,25600,64
posthoc,fr,var,0.004084429237991571,25600,64
posthoc,fz,mspe,0.004396683070808649,25600,64
posthoc,fz,bias2,0.0009933144319802523,25600,64
posthoc,fz,var,0.003403368405997753,25600,64
posthoc_orth,y,mspe,1.0050617456436157,25600,64
posthoc_orth,y,bias2,1.0038272142410278,25600,64
posthoc_orth,y,var,0.0012346076546236873,25600,64
posthoc_orth,fx,mspe,0.020783059298992157,25600,64
posthoc_orth,fx,bias2,0.019753454253077507,25600,64
posthoc_orth,fx,var,0.0010296059772372246,25600,64
posthoc_orth,fr,mspe,0.13735179603099823,25600,64
posthoc_orth,fr,bias2,0.12322169542312622,25600,64
posthoc_orth,fr,var,0.014130103401839733,25600,64
posthoc_orth,fz,mspe,0.01983680948615074,25600,64
posthoc_orth,fz,bias2,0.019696595147252083,25600,64
posthoc_orth,fz,var,0.00014021583774592727,25600,64
base,y,mspe,1.016801118850708,25600,8
base,y,bias2,1.0162444114685059,25600,8
base,y,var,0.0005567671614699066,25600,8
base,fx,mspe,0.07531071454286575,25600,8
base,fx,bias2,0.07491001486778259,25600,8
base,fx,var,0.0004007024981547147,25600,8
base,fr,mspe,0.16887325048446655,25600,8
base,fr,bias2,0.1684725433588028,25600,8
base,fr,var,0.0004007024981547147,25600,8
base,fz,mspe,0.07795459032058716,25600,8
base,fz,bias2,0.07795459032058716,25600,8
base,fz,var,0.0,25600,8
posthoc,y,mspe,1.0050522089004517,25600,8
posthoc,y,bias2,1.0038785934448242,25600,8
posthoc,y,var,0.0011736357118934393,25600,8
posthoc,fx,mspe,0.005251449532806873,25600,8
posthoc,fx,bias2,0.0014662438770756125,25600,8
posthoc,fx,var,0.0037852057721465826,25600,8
posthoc,fr,mspe,0.034148842096328735,25600,8
posthoc,fr,bias2,0.03036363609135151,25600,8
posthoc,fr,var,0.0037852057721465826,25600,8
posthoc,fz,mspe,0.0041899168863892555,25600,8
posthoc,fz,bias2,0.0010845119832083583,25600,8
posthoc,fz,var,0.003105405019596219,25600,8
posthoc_orth,y,mspe,1.005052924156189,25600,8
posthoc_orth,y,bias2,1.0038796663284302,25600,8
posthoc_orth,y,var,0.0011733178980648518,25600,8
posthoc_orth,fx,mspe,0.02077462710440159,25600,8
posthoc_orth,fx,bias2,0.019810356199741364,25600,8
posthoc_orth,fx,var,0.0009642677032388747,25600,8
posthoc_orth,fr,mspe,0.13825973868370056,25600,8
posthoc_orth,fr,bias2,0.12517040967941284,25600,8
posthoc_orth,fr,var,0.01308934111148119,25600,8
posthoc_orth,fz,mspe,0.01983680948615074,25600,8
posthoc_orth,fz,bias2,0.019696591421961784,25600,8
posthoc_orth,fz,var,0.00014021598326507956,25600,8
base,y,mspe,1.0199177265167236,3200,1024
base,y,bias2,1.016034722328186,3200,1024
base,y,var,0.003882983000949025,3200,1024
base,fx,mspe,0.07792989909648895,3200,1024
base,fx,bias2,0.07539673149585724,3200,1024
base,fx,var,0.0025331710930913687,3200,1024
base,fr,mspe,0.17179331183433533,3200,1024
base,fr,bias2,0.1692601442337036,3200,1024
base,fr,var,0.0025331710930913687,3200,1024
base,fz,mspe,0.07795459032058716,3200,1024
base,fz,bias2,0.07795459032058716,3200,1024
base,fz,var,0.0,3200,1024
posthoc,y,mspe,1.0090488195419312,3200,1024
posthoc,y,bias2,1.0039783716201782,3200,1024
posthoc,y,var,0.005070320330560207,3200,1024
posthoc,fx,mspe,0.011335228569805622,3200,1024
posthoc,fx,bias2,0.004673609510064125,3200,1024
posthoc,fx,var,0.006661619059741497,3200,1024
posthoc,fr,mspe,0.04676639661192894,3200,1024
posthoc,fr,bias2,0.04010477662086487,3200,1024
posthoc,fr,var,0.006661619059741497,3200,1024
posthoc,fz,mspe,0.006823860574513674,3200,1024
posthoc,fz,bias2,0.002110197674483061,3200,1024
posthoc,fz,var,0.004713662900030613,3200,1024
posthoc_orth,y,mspe,1.0090488195419312,3200,1024
posthoc_orth,y,bias2,1.0039783716201782,3200,1024
posthoc_orth,y,var,0.005070292390882969,3200,1024
posthoc_orth,fx,mspe,0.023769168183207512,3200,1024
posthoc_orth,fx,bias2,0.020646749064326286,3200,1024
