setting,sim_id,method,mspe_fx,mspe_fr,mspe_y,mean_fx_hat,var_fx_hat,n_total,outcome_type,q,bz,cv1
fig4a_q4,1,base_half,0.10773403942584991,0.21491096913814545,1.0241830348968506,-0.006782095413655043,0.30723661184310913,1600,continuous,4,1.0,0.8
fig4a_q4,1,posthoc,0.022337758913636208,0.0701029971241951,1.0140732526779175,0.0004277265106793493,0.1057644933462143,1600,continuous,4,1.0,0.8
fig4a_q4,1,posthoc_same_sample,0.07023558020591736,0.1584109365940094,1.023250937461853,0.01207419391721487,0.24184772372245789,1600,continuous,4,1.0,0.8
fig4a_q4,2,base_full,0.049879398196935654,0.12835755944252014,1.0199230909347534,0.02760232239961624,0.20815254747867584,1600,continuous,4,1.0,0.8
fig4a_q4,2,base_half,0.08325514942407608,0.17242902517318726,1.0439364910125732,0.04008612036705017,0.33044907450675964,1600,continuous,4,1.0,0.8
fig4a_q4,2,posthoc,0.02137857861816883,0.053958188742399216,1.0164439678192139,0.025775032117962837,0.07272550463676453,1600,continuous,4,1.0,0.8
fig4a_q4,2,posthoc_same_sample,0.026999283581972122,0.0842612087726593,1.0112522840499878,0.022538958117365837,0.13358059525489807,1600,continuous,4,1.0,0.8
fig4a_q4,3,base_full,0.05993495136499405,0.14413879811763763,1.0223214626312256,0.026188280433416367,0.23158954083919525,1600,continuous,4,1.0,0.8
fig4a_q4,3,base_half,0.08097482472658157,0.17476648092269897,1.0205183029174805,0.034120120108127594,0.23451870679855347,1600,continuous,4,1.0,0.8
fig4a_q4,3,posthoc,0.056351203471422195,0.1387891173362732,1.0255295038223267,-0.021442793309688568,0.21779941022396088,1600,continuous,4,1.0,0.8
fig4a_q4,3,posthoc_same_sample,0.04210645705461502,0.11465540528297424,1.0151921510696411,0.023606572300195694,0.19207312166690826,1600,continuous,4,1.0,0.8
fig4a_q4,4,base_full,0.052706316113471985,0.13356222212314606,1.0271482467651367,-0.008685138076543808,0.24648292362689972,1600,continuous,4,1.0,0.8
