model,effect,metric,value,n,p
posthoc,fx,var,0.011989817954599857,3200,1
posthoc,fr,mspe,0.06904292851686478,3200,1
posthoc,fr,bias2,0.057053111493587494,3200,1
posthoc,fr,var,0.011989817954599857,3200,1
posthoc,fz,mspe,0.015393559820950031,3200,1
posthoc,fz,bias2,0.007301656063646078,3200,1
posthoc,fz,var,0.00809190422296524,3200,1
posthoc_orth,y,mspe,1.0127907991409302,3200,1
posthoc_orth,y,bias2,1.0063204765319824,3200,1
posthoc_orth,y,var,0.006470405962318182,3200,1
posthoc_orth,fx,mspe,0.025686247274279594,3200,1
posthoc_orth,fx,bias2,0.021172471344470978,3200,1
posthoc_orth,fx,var,0.004513776395469904,3200,1
posthoc_orth,fr,mspe,0.2701229751110077,3200,1
posthoc_orth,fr,bias2,0.233434796333313,3200,1
posthoc_orth,fr,var,0.0366881862282753,3200,1
posthoc_orth,fz,mspe,0.02370176464319229,3200,1
posthoc_orth,fz,bias2,0.022457009181380272,3200,1
posthoc_orth,fz,var,0.001244756975211203,3200,1
base,y,mspe,1.0082008838653564,3200,16
base,y,bias2,1.0043846368789673,3200,16
base,y,var,0.0038162958808243275,3200,16
base,fx,mspe,0.07535730302333832,3200,16
base,fx,bias2,0.07213462889194489,3200,16
base,fx,var,0.0032226676121354103,3200,16
base,fr,mspe,0.16405193507671356,3200,16
base,fr,bias2,0.16082926094532013,3200,16
base,fr,var,0.0032226676121354103,3200,16
base,fz,mspe,0.08544507622718811,3200,16
base,fz,bias2,0.08544507622718811,3200,16
base,fz,var,0.0,3200,16
posthoc,y,mspe,1.0166957378387451,3200,16
posthoc,y,bias2,0.9880903363227844,3200,16
posthoc,y,var,0.028605418279767036,3200,16
posthoc,fx,mspe,0.03273967653512955,3200,16
posthoc,fx,bias2,0.012542995624244213,3200,16
posthoc,fx,var,0.020196683704853058,3200,16
posthoc,fr,mspe,0.07484294474124908,3200,16
posthoc,fr,bias2,0.054646264761686325,3200,16
posthoc,fr,var,0.020196683704853058,3200,16
posthoc,fz,mspe,0.0464826337993145,3200,16
posthoc,fz,bias2,0.00907296035438776,3200,16
posthoc,fz,var,0.03740967810153961,3200,16
posthoc_orth,y,mspe,1.0166960954666138,3200,16
posthoc_orth,y,bias2,0.9880906939506531,3200,16
posthoc_orth,y,var,0.028605442494153976,3200,16
posthoc_orth,fx,mspe,0.03084724396467209,3200,16
posthoc_orth,fx,bias2,0.023732971400022507,3200,16
posthoc_orth,fx,var,0.007114269770681858,3200,16
posthoc_orth,fr,mspe,2.5911223888397217,3200,16
posthoc_orth,fr,bias2,2.0981926918029785,3200,16
posthoc_orth,fr,var,0.49292969703674316,3200,16
posthoc_orth,fz,mspe,0.04457952827215195,3200,16
posthoc_orth,fz,bias2,0.020411953330039978,3200,16
posthoc_orth,fz,var,0.02416757121682167,3200,16
base,y,mspe,0.9611656665802002,3200,2
base,y,bias2,0.9582565426826477,3200,2
base,y,var,0.002909135539084673,3200,2
base,fx,mspe,0.07864974439144135,3200,2
base,fx,bias2,0.07636707276105881,3200,2
base,fx,var,0.0022826737258583307,3200,2
base,fr,mspe,0.1775830090045929,3200,2
base,fr,bias2,0.17530034482479095,3200,2
base,fr,var,0.0022826737258583307,3200,2
base,fz,mspe,0.08510036766529083,3200,2
base,fz,bias2,0.08510036766529083,3200,2
base,fz,var,0.0,3200,2
posthoc,y,mspe,0.967075526714325,3200,2
posthoc,y,bias2,0.9585667252540588,3200,2
posthoc,y,var,0.008508729748427868,3200,2
posthoc,fx,mspe,0.03275946527719498,3200,2
posthoc,fx,bias2,0.013166912831366062,3200,2
posthoc,fx,var,0.01959255523979664,3200,2
posthoc,fr,mspe,0.08531373739242554,3200,2
posthoc,fr,bias2,0.06572118401527405,3200,2
posthoc,fr,var,0.01959255523979664,3200,2
posthoc,fz,mspe,0.028781868517398834,3200,2
posthoc,fz,bias2,0.010703403502702713,3200,2
posthoc,fz,var,0.01807846687734127,3200,2
posthoc_orth,y,mspe,0.9671133160591125,3200,2
posthoc_orth,y,bias2,0.9585740566253662,3200,2
posthoc_orth,y,var,0.008539336733520031,3200,2
posthoc_orth,fx,mspe,0.02832084149122238,3200,2
posthoc_orth,fx,bias2,0.02295053005218506,3200,2
posthoc_orth,fx,var,0.005370310973376036,3200,2
posthoc_orth,fr,mspe,0.5498826503753662,3200,2
posthoc_orth,fr,bias2,0.45041802525520325,3200,2
posthoc_orth,fr,var,0.09946458786725998,3200,2
posthoc_orth,fz,mspe,0.02457093447446823,3200,2
posthoc_orth,fz,bias2,0.022408466786146164,3200,2
posthoc_orth,fz,var,0.002162465127184987,3200,2
base,y,mspe,1.0832300186157227,3200,4
base,y,bias2,1.0796220302581787,3200,4
base,y,var,0.0036079532001167536,3200,4
base,fx,mspe,0.07205455750226974,3200,4
base,fx,bias2,0.06878618896007538,3200,4
base,fx,var,0.0032683599274605513,3200,4
base,fr,mspe,0.16266673803329468,3200,4
base,fr,bias2,0.1593983769416809,3200,4
base,fr,var,0.0032683599274605513,3200,4
base,fz,mspe,0.08119609206914902,3200,4
base,fz,bias2,0.08119609206914902,3200,4
base,fz,var,0.0,3200,4
posthoc,y,mspe,1.082505226135254,3200,4
posthoc,y,bias2,1.0731604099273682,3200,4
posthoc,y,var,0.009344724006950855,3200,4
posthoc,fx,mspe,0.02527436800301075,3200,4
posthoc,fx,bias2,0.01138750184327364,3200,4
posthoc,fx,var,0.01388686615973711,3200,4
posthoc,fr,mspe,0.07190223038196564,3200,4
posthoc,fr,bias2,0.0580153614282608,3200,4
posthoc,fr,var,0.01388686615973711,3200,4
posthoc,fz,mspe,0.02349870838224888,3200,4
posthoc,fz,bias2,0.008923675864934921,3200,4
posthoc,fz,var,0.014575030654668808,3200,4
posthoc_orth,y,mspe,1.082505464553833,3200,4
posthoc_orth,y,bias2,1.0731619596481323,3200,4
posthoc_orth,y,var,0.009343495592474937,3200,4
posthoc_orth,fx,mspe,0.0283757783472538,3200,4
posthoc_orth,fx,bias2,0.023841820657253265,3200,4
posthoc_orth,fx,var,0.004533958621323109,3200,4
posthoc_orth,fr,mspe,0.8959475755691528,3200,4
posthoc_orth,fr,bias2,0.7815005779266357,3200,4
posthoc_orth,fr,var,0.11444707214832306,3200,4
posthoc_orth,fz,mspe,0.026181340217590332,3200,4
posthoc_orth,fz,bias2,0.021185820922255516,3200,4
posthoc_orth,fz,var,0.004995518829673529,3200,4
base,y,mspe,1.0463148355484009,3200,8
base,y,bias2,1.0424294471740723,3200,8
base,y,var,0.003885360900312662,3200,8
base,fx,mspe,0.07333321869373322,3200,8
base,fx,bias2,0.07022958993911743,3200,8
base,fx,var,0.00310363806784153,3200,8
base,fr,mspe,0.16111785173416138,3200,8
base,fr,bias2,0.1580142229795456,3200,8
base,fr,var,0.00310363806784153,3200,8
base,fz,mspe,0.08219289779663086,3200,8
base,fz,bias2,0.08219289034605026,3200,8
base,fz,var,0.0,3200,8
posthoc,y,mspe,1.0482192039489746,3200,8
posthoc,y,bias2,1.0311449766159058,3200,8
posthoc,y,var,0.017074216157197952,3200,8
posthoc,fx,mspe,0.030728723853826523,3200,8
posthoc,fx,bias2,0.00969322957098484,3200,8
posthoc,fx,var,0.021035494282841682,3200,8
posthoc,fr,mspe,0.06971362233161926,3200,8
posthoc,fr,bias2,0.04867812618613243,3200,8
posthoc,fr,var,0.021035494282841682,3200,8
posthoc,fz,mspe,0.03110421821475029,3200,8
posthoc,fz,bias2,0.006415736861526966,3200,8
posthoc,fz,var,0.0246884822845459,3200,8
posthoc_orth,y,mspe,1.0482195615768433,3200,8
posthoc_orth,y,bias2,1.0311452150344849,3200,8
posthoc_orth,y,var,0.017074376344680786,3200,8
posthoc_orth,fx,mspe,0.03248750790953636,3200,8
posthoc_orth,fx,bias2,0.02535397559404373,3200,8
posthoc_orth,fx,var,0.007133533246815205,3200,8
posthoc_orth,fr,mspe,1.4113460779190063,3200,8
posthoc_orth,fr,bias2,1.138433814048767,3200,8
posthoc_orth,fr,var,0.2729123830795288,3200,8
posthoc_orth,fz,mspe,0.03340530768036842,3200,8
posthoc_orth,fz,bias2,0.022554822266101837,3200,8
posthoc_orth,fz,var,0.01085048820823431,3200,8
base,y,mspe,1.0780644416809082,400,1
base,y,bias2,1.0303092002868652,400,1
base,y,var,0.047755345702171326,400,1
base,fx,mspe,0.08182403445243835,400,1
base,fx,bias2,0.036676641553640366,400,1
base,fx,var,0.04514739662408829,400,1
base,fr,mspe,0.14789125323295593,400,1
base,fr,bias2,0.10274385660886765,400,1
base,fr,var,0.04514739662408829,400,1
base,fz,mspe,0.07795459032058716,400,1
base,fz,bias2,0.07795459032058716,400,1
base,fz,var,0.0,400,1
posthoc,y,mspe,1.0493987798690796,400,1
posthoc,y,bias2,1.0069211721420288,400,1
posthoc,y,var,0.04247764125466347,400,1
posthoc,fx,mspe,0.09316982328891754,400,1
posthoc,fx,bias2,0.005059925839304924,400,1
posthoc,fx,var,0.08810991048812866,400,1
posthoc,fr,mspe,0.12075719982385635,400,1
posthoc,fr,bias2,0.03264730051159859,400,1
posthoc,fr,var,0.08810991048812866,400,1
posthoc,fz,mspe,0.06826459616422653,400,1
posthoc,fz,bias2,0.0016607055440545082,400,1
posthoc,fz,var,0.0666038915514946,400,1
posthoc_orth,y,mspe,1.0493849515914917,400,1
posthoc_orth,y,bias2,1.0069172382354736,400,1
posthoc_orth,y,var,0.04246773570775986,400,1
posthoc_orth,fx,mspe,0.05028029531240463,400,1
posthoc_orth,fx,bias2,0.02306746505200863,400,1
posthoc_orth,fx,var,0.027212824672460556,400,1
posthoc_orth,fr,mspe,0.39107000827789307,400,1
posthoc_orth,fr,bias2,0.11707660555839539,400,1
posthoc_orth,fr,var,0.2739934027194977,400,1
posthoc_orth,fz,mspe,0.026662740856409073,400,1
posthoc_orth,fz,bias2,0.015768609941005707,400,1
posthoc_orth,fz,var,0.010894128121435642,400,1
base,y,mspe,1.138708472251892,400,16
base,y,bias2,1.0671812295913696,400,16
base,y,var,0.07152728736400604,400,16
base,fx,mspe,0.09640544652938843,400,16
base,fx,bias2,0.025985553860664368,400,16
base,fx,var,0.07041990011930466,400,16
base,fr,mspe,0.13508892059326172,400,16
base,fr,bias2,0.06466902047395706,400,16
base,fr,var,0.07041990011930466,400,16
base,fz,mspe,0.08544507622718811,400,16
base,fz,bias2,0.08544507622718811,400,16
base,fz,var,0.0,400,16
posthoc,y,mspe,1.2117992639541626,400,16
posthoc,y,bias2,0.9984813928604126,400,16
posthoc,y,var,0.21331802010536194,400,16
posthoc,fx,mspe,0.07344307005405426,400,16
posthoc,fx,bias2,0.009761079214513302,400,16
posthoc,fx,var,0.06368198990821838,400,16
posthoc,fr,mspe,0.09686103463172913,400,16
posthoc,fr,bias2,0.033179040998220444,400,16
posthoc,fr,var,0.06368198990821838,400,16
posthoc,fz,mspe,0.23936408758163452,400,16
posthoc,fz,bias2,0.005239744205027819,400,16
posthoc,fz,var,0.2341243326663971,400,16
posthoc_orth,y,mspe,1.2117992639541626,400,16
posthoc_orth,y,bias2,0.9984813928604126,400,16
posthoc_orth,y,var,0.21331802010536194,400,16
posthoc_orth,fx,mspe,0.06635785847902298,400,16
posthoc_orth,fx,bias2,0.03019072487950325,400,16
posthoc_orth,fx,var,0.03616712987422943,400,16
posthoc_orth,fr,mspe,2.7739522457122803,400,16
posthoc_orth,fr,bias2,1.1248085498809814,400,16
posthoc_orth,fr,var,1.649143934249878,400,16
posthoc_orth,fz,mspe,0.22938178479671478,400,16
posthoc_orth,fz,bias2,0.02433309145271778,400,16
posthoc_orth,fz,var,0.20504869520664215,400,16
base,y,mspe,1.0411545038223267,400,2
base,y,bias2,0.9772194027900696,400,2
base,y,var,0.06393508613109589,400,2
base,fx,mspe,0.08847862482070923,400,2
base,fx,bias2,0.028532972559332848,400,2
base,fx,var,0.05994565039873123,400,2
base,fr,mspe,0.14807376265525818,400,2
base,fr,bias2,0.08812811225652695,400,2
base,fr,var,0.05994565039873123,400,2
base,fz,mspe,0.08510036766529083,400,2
base,fz,bias2,0.08510036766529083,400,2
base,fz,var,0.0,400,2
posthoc,y,mspe,0.9961028099060059,400,2
posthoc,y,bias2,0.9584263563156128,400,2
posthoc,y,var,0.0376763753592968,400,2
posthoc,fx,mspe,0.06572052836418152,400,2
posthoc,fx,bias2,0.010551011189818382,400,2
posthoc,fx,var,0.05516951531171799,400,2
posthoc,fr,mspe,0.07198980450630188,400,2
posthoc,fr,bias2,0.016820289194583893,400,2
posthoc,fr,var,0.05516951531171799,400,2
posthoc,fz,mspe,0.05985379219055176,400,2
posthoc,fz,bias2,0.003003714606165886,400,2
posthoc,fz,var,0.05685007944703102,400,2
posthoc_orth,y,mspe,0.9961029291152954,400,2
posthoc_orth,y,bias2,0.958426833152771,400,2
posthoc_orth,y,var,0.03767615184187889,400,2
posthoc_orth,fx,mspe,0.047214850783348083,400,2
posthoc_orth,fx,bias2,0.029324308037757874,400,2
posthoc_orth,fx,var,0.01789054647088051,400,2
posthoc_orth,fr,mspe,0.33747172355651855,400,2
posthoc_orth,fr,bias2,0.07456545531749725,400,2
posthoc_orth,fr,var,0.2629062831401825,400,2
posthoc_orth,fz,mspe,0.037430401891469955,400,2
posthoc_orth,fz,bias2,0.018365588039159775,400,2
posthoc_orth,fz,var,0.01906481571495533,400,2
base,y,mspe,1.1647578477859497,400,4
base,y,bias2,1.0996687412261963,400,4
base,y,var,0.06508920341730118,400,4
base,fx,mspe,0.08949396014213562,400,4
base,fx,bias2,0.025731025263667107,400,4
base,fx,var,0.06376293301582336,400,4
base,fr,mspe,0.13905353844165802,400,4
base,fr,bias2,0.07529061287641525,400,4
base,fr,var,0.06376293301582336,400,4
base,fz,mspe,0.08119609206914902,400,4
base,fz,bias2,0.08119609206914902,400,4
base,fz,var,0.0,400,4
posthoc,y,mspe,1.1427652835845947,400,4
posthoc,y,bias2,1.0725730657577515,400,4
posthoc,y,var,0.07019216567277908,400,4
posthoc,fx,mspe,0.05938158929347992,400,4
posthoc,fx,bias2,0.009435577318072319,400,4
posthoc,fx,var,0.04994601756334305,400,4
posthoc,fr,mspe,0.07728585600852966,400,4
posthoc,fr,bias2,0.027339842170476913,400,4
posthoc,fr,var,0.04994601756334305,400,4
posthoc,fz,mspe,0.08457864075899124,400,4
posthoc,fz,bias2,0.0006915412377566099,400,4
posthoc,fz,var,0.08388710021972656,400,4
posthoc_orth,y,mspe,1.1427651643753052,400,4
posthoc_orth,y,bias2,1.0725730657577515,400,4
posthoc_orth,y,var,0.07019218802452087,400,4
posthoc_orth,fx,mspe,0.04694814234972,400,4
posthoc_orth,fx,bias2,0.027784127742052078,400,4
posthoc_orth,fx,var,0.019164014607667923,400,4
posthoc_orth,fr,mspe,0.5986140966415405,400,4
posthoc_orth,fr,bias2,0.23143890500068665,400,4
posthoc_orth,fr,var,0.3671751916408539,400,4
posthoc_orth,fz,mspe,0.07380954176187515,400,4
posthoc_orth,fz,bias2,0.020898621529340744,400,4
posthoc_orth,fz,var,0.05291092395782471,400,4
base,y,mspe,1.1801124811172485,400,8
base,y,bias2,1.1102567911148071,400,8
base,y,var,0.06985574960708618,400,8
base,fx,mspe,0.09521454572677612,400,8
base,fx,bias2,0.02735205739736557,400,8
base,fx,var,0.06786248832941055,400,8
base,fr,mspe,0.13130046427249908,400,8
base,fr,bias2,0.06343799084424973,400,8
base,fr,var,0.06786248832941055,400,8
base,fz,mspe,0.08219289779663086,400,8
base,fz,bias2,0.08219289034605026,400,8
base,fz,var,0.0,400,8
posthoc,y,mspe,1.1685997247695923,400,8
posthoc,y,bias2,1.0400015115737915,400,8
posthoc,y,var,0.12859822809696198,400,8
posthoc,fx,mspe,0.10080156475305557,400,8
posthoc,fx,bias2,0.01168867852538824,400,8
posthoc,fx,var,0.08911288529634476,400,8
posthoc,fr,mspe,0.11408842355012894,400,8
posthoc,fr,bias2,0.02497553825378418,400,8
posthoc,fr,var,0.08911288529634476,400,8
posthoc,fz,mspe,0.1485942304134369,400,8
posthoc,fz,bias2,0.0022312693763524294,400,8
posthoc,fz,var,0.14636296033859253,400,8
posthoc_orth,y,mspe,1.1684972047805786,400,8
posthoc_orth,y,bias2,1.039975643157959,400,8
posthoc_orth,y,var,0.12852153182029724,400,8
posthoc_orth,fx,mspe,0.06840050965547562,400,8
posthoc_orth,fx,bias2,0.031786564737558365,400,8
posthoc_orth,fx,var,0.03661394119262695,400,8
posthoc_orth,fr,mspe,1.473172664642334,400,8
posthoc_orth,fr,bias2,0.38686415553092957,400,8
posthoc_orth,fr,var,1.086308479309082,400,8
posthoc_orth,fz,mspe,0.12035369127988815,400,8
posthoc_orth,fz,bias2,0.021911730989813805,400,8
posthoc_orth,fz,var,0.0984419509768486,400,8
base,y,mspe,1.0185797214508057,6400,1
base,y,bias2,1.0168322324752808,6400,1
base,y,var,0.0017475354252383113,6400,1
base,fx,mspe,0.07643911242485046,6400,1
base,fx,bias2,0.07502850890159607,6400,1
base,fx,var,0.0014105960726737976,6400,1
base,fr,mspe,0.16995769739151,6400,1
base,fr,bias2,0.16854709386825562,6400,1
base,fr,var,0.0014105960726737976,6400,1
base,fz,mspe,0.07795459032058716,6400,1
base,fz,bias2,0.07795459032058716,6400,1
base,fz,var,0.0,6400,1
posthoc,y,mspe,1.0089703798294067,6400,1
posthoc,y,bias2,1.0053882598876953,6400,1
posthoc,y,var,0.0035820542834699154,6400,1
posthoc,fx,mspe,0.017835671082139015,6400,1
posthoc,fx,bias2,0.007608445826917887,6400,1
posthoc,fx,var,0.010227224789559841,6400,1
posthoc,fr,mspe,0.06020365655422211,6400,1
posthoc,fr,bias2,0.04997643455862999,6400,1
posthoc,fr,var,0.010227224789559841,6400,1
posthoc,fz,mspe,0.015816807746887207,6400,1
posthoc,fz,bias2,0.007876882329583168,6400,1
posthoc,fz,var,0.007939924485981464,6400,1
posthoc_orth,y,mspe,1.0089694261550903,6400,1
posthoc_orth,y,bias2,1.0053879022598267,6400,1
posthoc_orth,y,var,0.0035816358868032694,6400,1
posthoc_orth,fx,mspe,0.022523583844304085,6400,1
posthoc_orth,fx,bias2,0.020149750635027885,6400,1
posthoc_orth,fx,var,0.0023738357704132795,6400,1
posthoc_orth,fr,mspe,0.2427104115486145,6400,1
posthoc_orth,fr,bias2,0.20514015853405,6400,1
posthoc_orth,fr,var,0.037570275366306305,6400,1
posthoc_orth,fz,mspe,0.01809864118695259,6400,1
posthoc_orth,fz,bias2,0.01741333305835724,6400,1
posthoc_orth,fz,var,0.0006853098166175187,6400,1
base,y,mspe,1.0055264234542847,6400,16
base,y,bias2,1.0026053190231323,6400,16
base,y,var,0.002921231323853135,6400,16
base,fx,mspe,0.0762442871928215,6400,16
base,fx,bias2,0.07381120324134827,6400,16
base,fx,var,0.0024330816231667995,6400,16
base,fr,mspe,0.16726386547088623,6400,16
base,fr,bias2,0.1648307740688324,6400,16
base,fr,var,0.0024330816231667995,6400,16
base,fz,mspe,0.08544507622718811,6400,16
base,fz,bias2,0.08544507622718811,6400,16
base,fz,var,0.0,6400,16
posthoc,y,mspe,0.99895179271698,6400,16
posthoc,y,bias2,0.9855077266693115,6400,16
posthoc,y,var,0.013444068841636181,6400,16
posthoc,fx,mspe,0.0254936795681715,6400,16
posthoc,fx,bias2,0.011438284069299698,6400,16
posthoc,fx,var,0.014055395498871803,6400,16
posthoc,fr,mspe,0.06781920790672302,6400,16
posthoc,fr,bias2,0.05376380309462547,6400,16
posthoc,fr,var,0.014055395498871803,6400,16
posthoc,fz,mspe,0.031078999862074852,6400,16
posthoc,fz,bias2,0.010008645243942738,6400,16
posthoc,fz,var,0.02107035182416439,6400,16
posthoc_orth,y,mspe,0.9989534616470337,6400,16
posthoc_orth,y,bias2,0.9855088591575623,6400,16
posthoc_orth,y,var,0.013444573618471622,6400,16
posthoc_orth,fx,mspe,0.027778219431638718,6400,16
posthoc_orth,fx,bias2,0.0236023161560297,6400,16
posthoc_orth,fx,var,0.004175902344286442,6400,16
posthoc_orth,fr,mspe,2.554417610168457,6400,16
posthoc_orth,fr,bias2,2.2020761966705322,6400,16
posthoc_orth,fr,var,0.3523414731025696,6400,16
posthoc_orth,fz,mspe,0.029852915555238724,6400,16
posthoc_orth,fz,bias2,0.01895643211901188,6400,16
posthoc_orth,fz,var,0.010896481573581696,6400,16
base,y,mspe,0.9613691568374634,6400,2
base,y,bias2,0.9593096971511841,6400,2
base,y,var,0.0020594762172549963,6400,2
base,fx,mspe,0.07842326909303665,6400,2
base,fx,bias2,0.07667557895183563,6400,2
base,fx,var,0.0017476954963058233,6400,2
base,fr,mspe,0.17774230241775513,6400,2
base,fr,bias2,0.1759946495294571,6400,2
base,fr,var,0.0017476954963058233,6400,2
base,fz,mspe,0.08510036766529083,6400,2
base,fz,bias2,0.08510036766529083,6400,2
base,fz,var,0.0,6400,2
posthoc,y,mspe,0.961500346660614,6400,2
posthoc,y,bias2,0.9579576253890991,6400,2
posthoc,y,var,0.003542722202837467,6400,2
posthoc,fx,mspe,0.022005267441272736,6400,2
posthoc,fx,bias2,0.013253220357000828,6400,2
posthoc,fx,var,0.008752048015594482,6400,2
posthoc,fr,mspe,0.074775829911232,6400,2
posthoc,fr,bias2,0.06602378189563751,6400,2
posthoc,fr,var,0.008752048015594482,6400,2
posthoc,fz,mspe,0.02059098519384861,6400,2
posthoc,fz,bias2,0.01211298257112503,6400,2
posthoc,fz,var,0.008478001691401005,6400,2
posthoc_orth,y,mspe,0.9615001082420349,6400,2
posthoc_orth,y,bias2,0.9579573273658752,6400,2
posthoc_orth,y,var,0.0035427319817245007,6400,2
posthoc_orth,fx,mspe,0.025061307474970818,6400,2
posthoc_orth,fx,bias2,0.022989768534898758,6400,2
posthoc_orth,fx,var,0.002071538008749485,6400,2
posthoc_orth,fr,mspe,0.49941033124923706,6400,2
posthoc_orth,fr,bias2,0.45325255393981934,6400,2
posthoc_orth,fr,var,0.046157773584127426,6400,2
posthoc_orth,fz,mspe,0.02204963192343712,6400,2
posthoc_orth,fz,bias2,0.02093282714486122,6400,2
posthoc_orth,fz,var,0.001116804196499288,6400,2
base,y,mspe,1.0815893411636353,6400,4
base,y,bias2,1.0788453817367554,6400,4
base,y,var,0.002743945922702551,6400,4
base,fx,mspe,0.06918935477733612,6400,4
base,fx,bias2,0.06691921502351761,6400,4
base,fx,var,0.002270143711939454,6400,4
base,fr,mspe,0.15961818397045135,6400,4
base,fr,bias2,0.15734803676605225,6400,4
base,fr,var,0.002270143711939454,6400,4
base,fz,mspe,0.08119609206914902,6400,4
base,fz,bias2,0.08119609206914902,6400,4
base,fz,var,0.0,6400,4
posthoc,y,mspe,1.0793043375015259,6400,4
posthoc,y,bias2,1.07351553440094,6400,4
posthoc,y,var,0.005788796115666628,6400,4
posthoc,fx,mspe,0.020583894103765488,6400,4
posthoc,fx,bias2,0.009769945405423641,6400,4
posthoc,fx,var,0.010813948698341846,6400,4
posthoc,fr,mspe,0.06556878983974457,6400,4
posthoc,fr,bias2,0.054754838347435,6400,4
posthoc,fr,var,0.010813948698341846,6400,4
posthoc,fz,mspe,0.018469130620360374,6400,4
posthoc,fz,bias2,0.008452118374407291,6400,4
posthoc,fz,var,0.010017012245953083,6400,4
posthoc_orth,y,mspe,1.0793046951293945,6400,4
posthoc_orth,y,bias2,1.073516845703125,6400,4
posthoc_orth,y,var,0.0057877423241734505,6400,4
posthoc_orth,fx,mspe,0.02530480921268463,6400,4
posthoc_orth,fx,bias2,0.02219991944730282,6400,4
posthoc_orth,fx,var,0.003104889066889882,6400,4
posthoc_orth,fr,mspe,0.8114985823631287,6400,4
posthoc_orth,fr,bias2,0.7155410647392273,6400,4
posthoc_orth,fr,var,0.09595747292041779,6400,4
posthoc_orth,fz,mspe,0.021828602999448776,6400,4
posthoc_orth,fz,bias2,0.019160054624080658,6400,4
posthoc_orth,fz,var,0.002668549306690693,6400,4
base,y,mspe,1.0427677631378174,6400,8
base,y,bias2,1.0395264625549316,6400,8
base,y,var,0.0032413762528449297,6400,8
base,fx,mspe,0.0742313340306282,6400,8
base,fx,bias2,0.0714118704199791,6400,8
base,fx,var,0.002819465473294258,6400,8
base,fr,mspe,0.1644107848405838,6400,8
base,fr,bias2,0.1615913212299347,6400,8
base,fr,var,0.002819465473294258,6400,8
base,fz,mspe,0.08219289779663086,6400,8
base,fz,bias2,0.08219289034605026,6400,8
base,fz,var,0.0,6400,8
posthoc,y,mspe,1.0391497611999512,6400,8
posthoc,y,bias2,1.030513882637024,6400,8
posthoc,y,var,0.008635849691927433,6400,8
posthoc,fx,mspe,0.02447698637843132,6400,8
posthoc,fx,bias2,0.010373077355325222,6400,8
posthoc,fx,var,0.014103908091783524,6400,8
posthoc,fr,mspe,0.06789027899503708,6400,8
posthoc,fr,bias2,0.05378636717796326,6400,8
posthoc,fr,var,0.014103908091783524,6400,8
posthoc,fz,mspe,0.021978626027703285,6400,8
posthoc,fz,bias2,0.008324867114424706,6400,8
posthoc,fz,var,0.013653757981956005,6400,8
posthoc_orth,y,mspe,1.0391501188278198,6400,8
posthoc_orth,y,bias2,1.0305142402648926,6400,8
posthoc_orth,y,var,0.008635773323476315,6400,8
posthoc_orth,fx,mspe,0.02717822976410389,6400,8
posthoc_orth,fx,bias2,0.022814041003584862,6400,8
posthoc_orth,fx,var,0.004364189691841602,6400,8
posthoc_orth,fr,mspe,1.4434230327606201,6400,8
posthoc_orth,fr,bias2,1.2522698640823364,6400,8
posthoc_orth,fr,var,0.19115310907363892,6400,8
posthoc_orth,fz,mspe,0.025279976427555084,6400,8
posthoc_orth,fz,bias2,0.020572954788804054,6400,8
posthoc_orth,fz,var,0.00470702163875103,6400,8
base,y,mspe,1.030003547668457,800,1
base,y,bias2,1.0177689790725708,800,1
base,y,var,0.012234593741595745,800,1
base,fx,mspe,0.081438809633255,800,1
base,fx,bias2,0.07002943754196167,800,1
base,fx,var,0.011409364640712738,800,1
base,fr,mspe,0.1720600575208664,800,1
base,fr,bias2,0.16065067052841187,800,1
base,fr,var,0.011409364640712738,800,1
base,fz,mspe,0.07795459032058716,800,1
base,fz,bias2,0.07795459032058716,800,1
base,fz,var,0.0,800,1
posthoc,y,mspe,1.0254932641983032,800,1
posthoc,y,bias2,1.0056519508361816,800,1
posthoc,y,var,0.019841216504573822,800,1
posthoc,fx,mspe,0.05470415577292442,800,1
posthoc,fx,bias2,0.006218086928129196,800,1
posthoc,fx,var,0.04848606884479523,800,1
posthoc,fr,mspe,0.09352660179138184,800,1
posthoc,fr,bias2,0.04504053294658661,800,1
posthoc,fr,var,0.04848606884479523,800,1
posthoc,fz,mspe,0.04566255211830139,800,1
posthoc,fz,bias2,0.004749880637973547,800,1
posthoc,fz,var,0.04091267287731171,800,1
posthoc_orth,y,mspe,1.0254931449890137,800,1
posthoc_orth,y,bias2,1.0056524276733398,800,1
posthoc_orth,y,var,0.01984071172773838,800,1
posthoc_orth,fx,mspe,0.03286616876721382,800,1
posthoc_orth,fx,bias2,0.021642319858074188,800,1
posthoc_orth,fx,var,0.011223849840462208,800,1
posthoc_orth,fr,mspe,0.35876837372779846,800,1
posthoc_orth,fr,bias2,0.1840427815914154,800,1
posthoc_orth,fr,var,0.17472560703754425,800,1
posthoc_orth,fz,mspe,0.025147385895252228,800,1
posthoc_orth,fz,bias2,0.020328493788838387,800,1
posthoc_orth,fz,var,0.004818891175091267,800,1
base,y,mspe,1.0455901622772217,800,16
base,y,bias2,1.014729619026184,800,16
base,y,var,0.030860651284456253,800,16
base,fx,mspe,0.07215892523527145,800,16
base,fx,bias2,0.0426567941904068,800,16
base,fx,var,0.02950213849544525,800,16
base,fr,mspe,0.14189578592777252,800,16
base,fr,bias2,0.11239364743232727,800,16
base,fr,var,0.02950213849544525,800,16
base,fz,mspe,0.08544507622718811,800,16
